advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	f18_24	female (18-24)	BG	Bulgaria	41	1	1225796	554299	1985	455
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	f18_24	female (18-24)	BG	Bulgaria	50	1	159956	74831	276	77
Kialo		729627343834501	Facebook	f18_24	female (18-24)	BG	Bulgaria	218	1	153959	57387	856	194
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	f18_24	female (18-24)	BG	Bulgaria	53	1	136430	55584	529	119
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	f18_24	female (18-24)	BG	Bulgaria	25	1	129749	51413	329	55
European Greens	European Greens	141366725876424	Facebook	f18_24	female (18-24)	BG	Bulgaria	9	1	79410	33916	346	76
European Youth Event		919232861444360	Facebook	f18_24	female (18-24)	BG	Bulgaria	6	1	63602	28804	196	49
Bright Life Today		806186806171908	Facebook	f18_24	female (18-24)	BG	Bulgaria	2	1	59595	24050	69	0
Път на младите	Път на младите	2051476654950711	Facebook	f18_24	female (18-24)	BG	Bulgaria	16	1	42765	16619	178	21
European Commission		107898832590939	Facebook	f18_24	female (18-24)	BG	Bulgaria	3	1	40928	20464	141	32
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	f18_24	female (18-24)	BG	Bulgaria	4	1	35416	14028	38	7
Европейски парламент в България		163350039852	Facebook	f18_24	female (18-24)	BG	Bulgaria	1	1	33529	13411	335	67
сТУденти		710941585944818	Facebook	f18_24	female (18-24)	BG	Bulgaria	25	1	32242	9000	664	0
ПП ГЕРБ - София		336639303182606	Facebook	f18_24	female (18-24)	BG	Bulgaria	1	1	28842	11537	25	5
EU Environment		305608429284	Facebook	f18_24	female (18-24)	BG	Bulgaria	2	1	28515	13520	135	26
Крум Дончев/Krum Donchev		155516354469476	Facebook	f18_24	female (18-24)	BG	Bulgaria	8	1	24330	11697	21	0
Демократична България	Демократична България	995342840629890	Facebook	f18_24	female (18-24)	BG	Bulgaria	13	1	23696	8699	70	7
Стефан Тафров	Стефан Тафров	233810563693016	Facebook	f18_24	female (18-24)	BG	Bulgaria	27	1	23386	5395	306	0
DESIGNitsa - Дизайница		676082905766490	Facebook	f18_24	female (18-24)	BG	Bulgaria	10	1	21865	5127	137	0
Фондация Билитис/ Bilitis Foundation		287175336077	Facebook	f18_24	female (18-24)	BG	Bulgaria	1	1	20050	4010	39	0
Greens/EFA in the European Parliament		150527751674751	Facebook	f18_24	female (18-24)	BG	Bulgaria	13	1	19649	7681	25	4
Valeri Simeonov		1967166133516609	Facebook	f18_24	female (18-24)	BG	Bulgaria	13	1	18576	4191	100	0
Медея		1526396310816752	Facebook	f18_24	female (18-24)	BG	Bulgaria	1	1	17774	3554	31	0
Game of Sultans		185311195624361	Facebook	f18_24	female (18-24)	BG	Bulgaria	6	1	15644	6656	257	51
Лиляна Павлова	Лиляна Павлова	119576588238010	Facebook	f18_24	female (18-24)	BG	Bulgaria	17	1	14845	3185	39	0
