advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	f	female	DE	Germany	5682	1	27691704	7546298	400786	19989
CDU	CDU	78502295414	Facebook	f	female	DE	Germany	14104	1	22440331	4847204	736316	1898
SPD	SPD	47930567748	Facebook	f	female	DE	Germany	2612	1	13388883	3365040	271782	7708
FDP	FDP	21289227249	Facebook	f	female	DE	Germany	1378	1	9262403	2595176	111054	3026
Katarina Barley	SPD	1522202731410785	Facebook	f	female	DE	Germany	506	1	4754558	1154362	52583	1982
DIE LINKE	DIE LINKE	47694585682	Facebook	f	female	DE	Germany	605	1	2797408	757738	24296	524
Avaaz	Avaaz	8340223883	Facebook	f	female	DE	Germany	27	1	2423751	1070032	21754	4409
European Parliament	European Parliament	178362315106	Facebook	f	female	DE	Germany	13	1	2366561	1099985	15185	3233
Thalia Buchhandlung - Thalia.de	Thalia Buchhandlung - Thalia.de	342884401877	Facebook	f	female	DE	Germany	16	1	2098873	922281	32443	7093
Nicola Beer	FDP	206866712830769	Facebook	f	female	DE	Germany	91	1	2083621	841772	21416	4318
Demokratie in Europa - Diem25	Demokratie in Europa - DiEM25	267443093828699	Facebook	f	female	DE	Germany	105	1	1738167	655448	10853	2826
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	f	female	DE	Germany	51	1	1545431	662735	11494	2725
Ökologisch-Demokratische Partei (ÖDP)	Ökologisch-Demokratische Partei (ÖDP)	120655374567	Facebook	f	female	DE	Germany	15	1	1479680	733706	4686	1166
PARTEI MENSCH UMWELT TIERSCHUTZ	PARTEI MENSCH UMWELT TIERSCHUTZ	108568039165729	Facebook	f	female	DE	Germany	17	1	1363439	545437	12203	3481
Die Offene Gesellschaft	die Initiative Offene Gesellschaft mit Facebook-Werbegutschrift	912255502235222	Facebook	f	female	DE	Germany	483	1	1349529	301289	27002	1055
Europäisches Parlament - Verbindungsbüro in Deutschland	Europäisches Parlament - Verbindungsbüro in Deutschland	294494163510	Facebook	f	female	DE	Germany	3	1	1218504	540557	9525	1905
ABOUT YOU	ABOUT YOU	689801517732186	Facebook	f	female	DE	Germany	5	1	1149686	553355	7010	1516
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	f	female	DE	Germany	13	1	1110374	504304	9428	2823
Sven Giegold	Sven Giegold	1391306014465513	Facebook	f	female	DE	Germany	23	1	948770	366005	8609	1654
Campact e.V.	Campact e.V.	82734241364	Facebook	f	female	DE	Germany	6	1	941649	458358	8161	1947
Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	f	female	DE	Germany	21	1	742929	326454	3134	560
European Greens	European Greens	141366725876424	Facebook	f	female	DE	Germany	9	1	738502	363120	3874	1005
Delara Burkhardt	SPD Schleswig-Holstein	260587924600836	Facebook	f	female	DE	Germany	25	1	638111	235108	2833	560
Deine Würde - Eine Initiative zum 70. Jubiläum des Grundgesetzes	Deine Würde - Eine Initiative zum 70. Jubiläum des Grundgesetzes	316160725982888	Facebook	f	female	DE	Germany	1	1	634733	317367	3173	634
Greenpeace Deutschland	Greenpeace Deutschland	22541752487	Facebook	f	female	DE	Germany	29	1	583062	162874	4969	771
