advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
HDZ - Hrvatska demokratska zajednica	HDZ - Hrvatska demokratska zajednica	406059206159790	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	49	1	683	269	2	0
Unija Kvarnera	Pametno	584966128586909	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	1	1	334	167	0	0
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	16	1	294	123	0	0
Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	9	1	287	60	0	0
Valter Flego	IDS - Istarski Demokratski Sabor	441675022557503	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	19	1	277	125	0	0
Mladež HDZ	HDZ - Hrvatska demokratska zajednica	426737060720348	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	18	1	201	80	0	0
European Parliament	European Parliament	178362315106	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	15	1	186	87	0	0
Europski parlament, Ured za informiranje u Republici Hrvatskoj	Europski parlament, Ured za informiranje u Republici Hrvatskoj	508795765833382	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	20	1	160	72	0	0
Miro Bulj	MOST nezavisnih lista	1252295741481540	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	8	1	141	53	0	0
Joško Klisović	Klisovic Josko	1262594650584725	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	14	1	91	24	0	0
Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	19	1	78	28	0	0
Slobodna Dalmacija	Slobodna Dalmacija	100267330025110	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	24	1	68	19	0	0
Model European Union Zagreb - MEUZ	Divea Studio	521874817895935	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	5	1	62	25	0	0
MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	10	1	61	23	0	0
Marijana Petir	Marijana Petir	1418903245032313	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	8	1	59	19	0	0
Stjepan Adanić	HDZ - Hrvatska demokratska zajednica	408695383042330	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	3	1	52	24	0	0
Jozo Radoš	Jozo Radoš	446717938731095	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	8	1	38	7	0	0
Sunčana Glavak	HDZ - Hrvatska demokratska zajednica	482597361772021	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	4	1	37	15	0	0
European Greens	European Greens	141366725876424	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	6	1	36	15	0	0
Željana Zovko	HDZ - Hrvatska demokratska zajednica	1203134436474667	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	17	1	36	7	0	0
Hrvatskadanas	Hrvatskadanas	140693889702485	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	14	1	35	14	0	0
Đanino Sučić	Pametno	1778906682211240	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	1	1	32	16	0	0
Ruža Tomašić	Tomasic Ruza	1434305366791182	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	20	1	27	7	0	0
HKS - Hrvatska konzervativna stranka	HKS - Hrvatska konzervativna stranka	789855157727222	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	2	1	27	11	0	0
Dubravka Suica	HDZ - Hrvatska demokratska zajednica	195096520662445	Facebook	lika_senj_county	Lika-Senj County	HR	Croatia	2	1	23	11	0	0
