advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
HDZ - Hrvatska demokratska zajednica	HDZ - Hrvatska demokratska zajednica	406059206159790	Facebook	zagreb	Zagreb	HR	Croatia	49	1	334829	140771	1296	341
Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	zagreb	Zagreb	HR	Croatia	24	1	270103	93258	1279	203
Valter Flego	IDS - Istarski Demokratski Sabor	441675022557503	Facebook	zagreb	Zagreb	HR	Croatia	20	1	237684	109624	570	109
MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	zagreb	Zagreb	HR	Croatia	11	1	215029	100822	549	103
European Parliament	European Parliament	178362315106	Facebook	zagreb	Zagreb	HR	Croatia	15	1	185042	85746	534	158
European Greens	European Greens	141366725876424	Facebook	zagreb	Zagreb	HR	Croatia	6	1	130137	57172	462	181
Europski parlament, Ured za informiranje u Republici Hrvatskoj	Europski parlament, Ured za informiranje u Republici Hrvatskoj	508795765833382	Facebook	zagreb	Zagreb	HR	Croatia	22	1	118518	52558	311	33
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	zagreb	Zagreb	HR	Croatia	16	1	103831	43248	124	6
Mladež HDZ	HDZ - Hrvatska demokratska zajednica	426737060720348	Facebook	zagreb	Zagreb	HR	Croatia	19	1	101260	40653	307	39
Slobodna Dalmacija	Slobodna Dalmacija	100267330025110	Facebook	zagreb	Zagreb	HR	Croatia	25	1	78348	22278	213	0
BIOM	BIOM	138743669505642	Facebook	zagreb	Zagreb	HR	Croatia	9	1	38451	8410	139	0
Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	zagreb	Zagreb	HR	Croatia	9	1	38178	11652	137	8
Marijana Petir	Marijana Petir	1418903245032313	Facebook	zagreb	Zagreb	HR	Croatia	8	1	37409	12041	142	18
Tomislav Stojak	Hrvatska narodna stranka - liberalni demokrati (HNS)	442201595870855	Facebook	zagreb	Zagreb	HR	Croatia	2	1	36538	7307	123	0
Miro Bulj	MOST nezavisnih lista	1252295741481540	Facebook	zagreb	Zagreb	HR	Croatia	8	1	35039	13428	94	14
Joško Klisović	Klisovic Josko	1262594650584725	Facebook	zagreb	Zagreb	HR	Croatia	16	1	30769	10694	288	0
Sunčana Glavak	HDZ - Hrvatska demokratska zajednica	482597361772021	Facebook	zagreb	Zagreb	HR	Croatia	4	1	23906	8179	153	30
Stjepan Adanić	HDZ - Hrvatska demokratska zajednica	408695383042330	Facebook	zagreb	Zagreb	HR	Croatia	3	1	23143	9927	72	11
GLAS Građansko-liberalni savez	GLAS Građansko-liberalni savez	231052047413325	Facebook	zagreb	Zagreb	HR	Croatia	3	1	22878	4575	139	24
Model European Union Zagreb - MEUZ	Divea Studio	521874817895935	Facebook	zagreb	Zagreb	HR	Croatia	5	1	22425	9654	27	0
Željana Zovko	HDZ - Hrvatska demokratska zajednica	1203134436474667	Facebook	zagreb	Zagreb	HR	Croatia	18	1	21976	4477	116	0
Hrvatska narodna stranka - liberalni demokrati (HNS)	Hrvatska narodna stranka - liberalni demokrati (HNS)	139606619434725	Facebook	zagreb	Zagreb	HR	Croatia	4	1	21329	7266	169	12
Jozo Radoš	Jozo Radoš	446717938731095	Facebook	zagreb	Zagreb	HR	Croatia	8	1	19943	3988	51	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	zagreb	Zagreb	HR	Croatia	2	1	18916	9458	9	0
Ruža Tomašić	Tomasic Ruza	1434305366791182	Facebook	zagreb	Zagreb	HR	Croatia	20	1	18621	4507	162	0
