advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partido Popular Regional De Canarias		AR288284801977286656	Google	d089	2019-03-30	132	1	2592889	252238	1474	77
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	d089	2019-03-30	106	1	1170879	116393	235	0
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	d089	2019-03-30	52	1	949464	93679	254	12
Suomen Keskusta r.p.		AR441112520191639552	Google	d089	2019-03-30	25	1	749852	74300	12330	213
Venstres Landsorganisation		AR283015942256984064	Google	d089	2019-03-30	9	1	577000	57500	33310	580
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	d089	2019-03-30	2	1	314950	31495	1507	25
Petteri Rädyn tukiyhdistys ry		AR427131130332839936	Google	d089	2019-03-30	9	1	230766	22955	8367	167
Rumilus Design Oy		AR391102333313875968	Google	d089	2019-03-30	20	1	209317	20032	70	0
Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	d089	2019-03-30	45	1	183339	14631	12041	254
Alternativet		AR198061076825243648	Google	d089	2019-03-30	1	1	142857	14285	71	7
Kansallinen Kokoomus r.p.		AR210958348219056128	Google	d089	2019-03-30	35	1	106637	9239	10018	201
Fondation Populaire		AR320938922932699136	Google	d089	2019-03-30	4	1	94329	9432	2359	47
Fianna Fáil		AR101183107301900288	Google	d089	2019-03-30	19	1	81010	7328	93	5
Savo-Karjalan vihreät ry		AR343251587273064448	Google	d089	2019-03-30	24	1	72352	6470	70	0
TOP 09		AR268709096956362752	Google	d089	2019-03-30	34	1	68428	3333	192	0
Antikorupcija-platforma za borbu protiv korupcije		AR441827202749693952	Google	d089	2019-03-30	1	1	50000	5000	25	0
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	d089	2019-03-30	1	1	43478	4347	1304	21
Varsinais-Suomen Kokoomus ry		AR199136399197208576	Google	d089	2019-03-30	32	1	28549	1250	432	38
Perussuomalaiset r.p., Sannfinländarna r.p.		AR535217521389731840	Google	d089	2019-03-30	15	1	24705	1764	2044	55
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	d089	2019-03-30	30	1	23557	0	126	0
Kankaanpään Työväenyhdistys ry		AR217573010171756544	Google	d089	2019-03-30	16	1	19596	1670	50	3
Občanská demokratická strana		AR37429025076936704	Google	d089	2019-03-30	1	1	16666	1666	83	8
Jukka Kopra		AR232680299937398784	Google	d089	2019-03-30	6	1	15499	1410	2976	53
Yhteinen hyvä ry		AR296997332115783680	Google	d089	2019-03-30	22	1	13827	400	131	8
Maailman Paras Pääkaupunki ry		AR221113437613195264	Google	d089	2019-03-30	14	1	13318	800	179	16
Pirkanmaan Kokoomus ry		AR571246318408695808	Google	d089	2019-03-30	3	1	13263	1326	2426	42
Gestion et Action Libérale		AR201311233196949504	Google	d089	2019-03-30	31	1	7547	188	636	14
Saku Petteri Räty		AR196651502918434816	Google	d089	2019-03-30	14	1	5888	0	101	8
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	d089	2019-03-30	18	1	5094	188	633	15
Janika Takatalo		AR113027046556303360	Google	d089	2019-03-30	9	1	3649	0	18	0
Michael Aastrup Jensen		AR92226485582036992	Google	d089	2019-03-30	1	1	2941	294	14	1
Vapaus ry		AR124593908880506880	Google	d089	2019-03-30	2	1	2555	0	12	0
SPD Berlin		AR257142234632159232	Google	d089	2019-03-30	1	1	2173	217	652	10
Alternative für Deutschland		AR380456861733748736	Google	d089	2019-03-30	1	1	1250	0	6	0
SPÖ-Landesorganisation Burgenland		AR345765070854160384	Google	d089	2019-03-30	5	1	947	0	21	1
Freiheitliche Partei Österreich		AR333020356698701824	Google	d089	2019-03-30	3	1	625	0	3	0
Dansk Folkeparti - Århus Lokalforening		AR167070242084749312	Google	d089	2019-03-30	2	1	526	0	2	0
SPD		AR456734381399080960	Google	d089	2019-03-30	1	1	232	0	1	0
GroenLinks		AR148211418645135360	Google	d089	2019-03-30	1	1	188	0	0	0
