advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Ciudadanos	Ciudadanos	74078667754	Facebook	d107	2019-04-17	430	1	9551570	2632000	60070	4200
Partido Popular	Partido Popular	72249031214	Facebook	d107	2019-04-17	986	1	5267337	1405666	37037	966
D66	D66	52985377549	Facebook	d107	2019-04-17	13	1	2244065	1015442	16601	3551
COALICION CANARIA		AR489541609348661248	Google	d107	2019-04-17	1614	1	2016886	47199	7960	0
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	d107	2019-04-17	23	1	1884159	839166	3475	756
SP	SP	128393027527	Facebook	d107	2019-04-17	60	1	1811940	650000	25940	4600
Vlaams Belang	Vlaams Belang	56605856504	Facebook	d107	2019-04-17	6	1	1236901	610952	8723	1995
European Commission		107898832590939	Facebook	d107	2019-04-17	66	1	1143867	519523	4345	1162
Lilian Marijnissen	SP	844559615710915	Facebook	d107	2019-04-17	24	1	1091976	393000	10476	1800
Podemos	Unidas Podemos	269212336568846	Facebook	d107	2019-04-17	26	1	1069717	485974	6240	1411
SPD	SPD	47930567748	Facebook	d107	2019-04-17	425	1	936575	151000	42475	100
AMERISOFT SRL		AR573801583431647232	Google	d107	2019-04-17	53	1	706343	69240	174	0
sp.a	sp.a	57253967150	Facebook	d107	2019-04-17	102	1	703466	257678	3626	800
Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	d107	2019-04-17	16	1	604995	240000	1903	495
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	d107	2019-04-17	12	1	593329	284166	1687	439
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	d107	2019-04-17	220	1	591390	191827	10823	2206
George Simion	George Simion	2212856535602171	Facebook	d107	2019-04-17	2	1	549998	210000	1155	231
Kialo		729627343834501	Facebook	d107	2019-04-17	9	1	549991	170000	2573	445
Romania #nuepsd	Future Innovation	293215748279337	Facebook	d107	2019-04-17	1	1	499999	200000	209	105
Un país moderno	Unidas Podemos	577723459314066	Facebook	d107	2019-04-17	24	1	492616	219678	3269	643
Initiative Neue Soziale Marktwirtschaft (INSM)	Initiative Neue Soziale Marktwirtschaft (INSM)	121678260974	Facebook	d107	2019-04-17	114	1	450255	126425	3214	114
Fidesz	Fidesz	9844779306	Facebook	d107	2019-04-17	4	1	449998	200000	928	464
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	d107	2019-04-17	6	1	449205	204126	681	136
Thodoris Kalabokis	Thodoris Kalabokis	311791572779718	Facebook	d107	2019-04-17	19	1	448323	125666	2806	449
ČSSD	ČSSD	111041662264882	Facebook	d107	2019-04-17	12	1	444988	131000	1534	353
