advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SP	SP	128393027527	Facebook	m55_64	male (55-64)	NL	Netherlands	158	1	1075491	414260	12146	2428
Lilian Marijnissen	SP	844559615710915	Facebook	m55_64	male (55-64)	NL	Netherlands	48	1	579894	236914	3274	730
Blendle		181375052003138	Facebook	m55_64	male (55-64)	NL	Netherlands	68	1	311049	108621	3378	624
Oxfam Novib		115289021825188	Facebook	m55_64	male (55-64)	NL	Netherlands	33	1	256461	102916	4326	1158
Vereniging Eigen Huis		371735371563	Facebook	m55_64	male (55-64)	NL	Netherlands	15	1	252389	100968	2061	441
CDA	CDA	320374518118	Facebook	m55_64	male (55-64)	NL	Netherlands	12	1	231921	100885	1198	274
Stichting De Noordzee		128160633899802	Facebook	m55_64	male (55-64)	NL	Netherlands	35	1	213835	91479	1324	266
Facebook	Facebook	726281677519881	Facebook	m55_64	male (55-64)	NL	Netherlands	5	1	169520	84760	849	169
Vandebron		263935850440177	Facebook	m55_64	male (55-64)	NL	Netherlands	11	1	144385	60898	1129	229
European Parliament		178362315106	Facebook	m55_64	male (55-64)	NL	Netherlands	55	1	107142	47017	1066	246
Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	326441484085577	Facebook	m55_64	male (55-64)	NL	Netherlands	10	1	103640	43503	446	101
Bas Eickhout	GroenLinks	208578955894331	Facebook	m55_64	male (55-64)	NL	Netherlands	38	1	99212	31893	872	184
Amnesty International Nederland	Amnesty International Nederland	57729029960	Facebook	m55_64	male (55-64)	NL	Netherlands	39	1	97593	34809	611	107
VVD		121264564551002	Facebook	m55_64	male (55-64)	NL	Netherlands	33	1	89787	32570	443	48
Greenpeace Nederland		288295911466	Facebook	m55_64	male (55-64)	NL	Netherlands	15	1	84441	27794	664	104
Henk Jan Ormel	CDA	823537391322678	Facebook	m55_64	male (55-64)	NL	Netherlands	26	1	73154	23101	533	96
Stichting Vluchteling		120034538112114	Facebook	m55_64	male (55-64)	NL	Netherlands	47	1	71878	24652	989	212
Partij van de Arbeid (PvdA)	Partij van de Arbeid (PvdA)	113895885305052	Facebook	m55_64	male (55-64)	NL	Netherlands	36	1	66301	27204	693	131
Jesse Klaver		687496011309020	Facebook	m55_64	male (55-64)	NL	Netherlands	7	1	63035	25565	776	148
Milieu Centraal		177508708941577	Facebook	m55_64	male (55-64)	NL	Netherlands	11	1	62749	22841	327	95
GroenLinks	GroenLinks	175740570505	Facebook	m55_64	male (55-64)	NL	Netherlands	34	1	58072	20539	448	131
European Greens		141366725876424	Facebook	m55_64	male (55-64)	NL	Netherlands	21	1	54551	22041	570	117
European Commission		107898832590939	Facebook	m55_64	male (55-64)	NL	Netherlands	6	1	51601	24536	300	59
Saarland		882636711855443	Facebook	m55_64	male (55-64)	NL	Netherlands	2	1	50138	19880	115	49
D66	D66	52985377549	Facebook	m55_64	male (55-64)	NL	Netherlands	23	1	48875	14209	330	67
