advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	45_54	45-54	SK	Slovakia	29	1	52872	15883	627	13
Ivan ŠTEFANEC	KDH	324560137683033	Facebook	45_54	45-54	SK	Slovakia	3	1	49485	21786	229	45
NÁRODNÁ KOALÍCIA	dtp media	145677979100505	Facebook	45_54	45-54	SK	Slovakia	11	1	38275	7645	152	0
Krajská organizácia SMER - SD Žilina	strana-smer.sk	462466280992892	Facebook	45_54	45-54	SK	Slovakia	22	1	36441	7316	520	48
Krajská organizácia SMER - SD Banská Bystrica	SMER - SD	444025863076653	Facebook	45_54	45-54	SK	Slovakia	20	1	33262	6093	532	36
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	45_54	45-54	SK	Slovakia	10	1	33125	11408	140	0
Miriam Kuzárová, kandidátka do Európskeho parlamentu	KDH	137416183351336	Facebook	45_54	45-54	SK	Slovakia	12	1	28456	7362	199	0
Eugen Jurzyca - V Bruseli za Slovensko	Richard Sulik	1118309918191690	Facebook	45_54	45-54	SK	Slovakia	8	1	28126	8893	141	0
Krajská organizácia SMER - SD Nitra	SMER - SD	1797841726985468	Facebook	45_54	45-54	SK	Slovakia	20	1	27522	5535	533	41
Peter Pollák	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	307556876112136	Facebook	45_54	45-54	SK	Slovakia	1	1	26723	13361	133	26
Krajská organizácia SMER - SD Košice	strana-smer.sk	394347701414382	Facebook	45_54	45-54	SK	Slovakia	18	1	26611	6336	396	19
Igor Melicher - Mladí Sociálni Demokrati	Robert Bestro	2687957954762822	Facebook	45_54	45-54	SK	Slovakia	4	1	21178	4879	115	14
Robert Hajšel	Krcmarikova Katarina	822009714820627	Facebook	45_54	45-54	SK	Slovakia	4	1	20161	5881	114	0
Krajská organizácia Smer-SD Bratislava	SMER - SD	1475489046003379	Facebook	45_54	45-54	SK	Slovakia	17	1	18270	3221	381	30
European Parliament	European Parliament	178362315106	Facebook	45_54	45-54	SK	Slovakia	2	1	17996	3599	103	17
SMER - SD Bratislava IV.	SMER- SD	1321935907958539	Facebook	45_54	45-54	SK	Slovakia	10	1	15749	2974	116	0
SMER - SD Košice okolie	SMER - SD	590859404733213	Facebook	45_54	45-54	SK	Slovakia	13	1	15360	3455	191	0
Martin Hojsík • Progresívne Slovensko	Hojsik Martin	147166706140048	Facebook	45_54	45-54	SK	Slovakia	5	1	15011	4288	78	0
SMER - SD Bratislava II.	SMER - SD	2442542622447106	Facebook	45_54	45-54	SK	Slovakia	5	1	12346	2866	155	17
SMER - SD Bratislava V	SMER - SD	1023617851143344	Facebook	45_54	45-54	SK	Slovakia	7	1	12140	3333	98	0
Daňové a odvodové tipy Jozefa Mihála	SPOLU - občianska demokracia	517511148296579	Facebook	45_54	45-54	SK	Slovakia	3	1	11803	2665	31	0
SMER - SD Nitra	SMER - SD	800561563389371	Facebook	45_54	45-54	SK	Slovakia	2	1	9556	2508	34	0
Petra Krištúfková	Sme rodina	1061086993931165	Facebook	45_54	45-54	SK	Slovakia	1	1	6951	1390	69	13
Richard Sulik	Richard Sulik	184760561603680	Facebook	45_54	45-54	SK	Slovakia	12	1	6860	1587	231	0
Antonio Parziale - Váš hlas v Európe	Európska Demokratická Strana	1485999664946680	Facebook	45_54	45-54	SK	Slovakia	3	1	6129	1472	25	0
