advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
NÁRODNÁ KOALÍCIA	dtp media	145677979100505	Facebook	65_	65+	SK	Slovakia	11	1	32119	6428	140	0
Ivan ŠTEFANEC	KDH	324560137683033	Facebook	65_	65+	SK	Slovakia	3	1	23863	11074	105	21
Miriam Kuzárová, kandidátka do Európskeho parlamentu	KDH	137416183351336	Facebook	65_	65+	SK	Slovakia	12	1	22043	5050	96	0
Igor Melicher - Mladí Sociálni Demokrati	Robert Bestro	2687957954762822	Facebook	65_	65+	SK	Slovakia	4	1	21956	4555	96	12
Krajská organizácia SMER - SD Banská Bystrica	SMER - SD	444025863076653	Facebook	65_	65+	SK	Slovakia	18	1	21324	3923	326	20
Krajská organizácia SMER - SD Nitra	SMER - SD	1797841726985468	Facebook	65_	65+	SK	Slovakia	19	1	15624	2985	382	21
Krajská organizácia Smer-SD Bratislava	SMER - SD	1475489046003379	Facebook	65_	65+	SK	Slovakia	18	1	14834	2495	367	23
European Parliament	European Parliament	178362315106	Facebook	65_	65+	SK	Slovakia	2	1	14220	2844	75	11
Krajská organizácia SMER - SD Žilina	strana-smer.sk	462466280992892	Facebook	65_	65+	SK	Slovakia	22	1	13668	2592	303	17
Krajská organizácia SMER - SD Košice	strana-smer.sk	394347701414382	Facebook	65_	65+	SK	Slovakia	16	1	12847	3082	197	12
SMER - SD Bratislava IV.	SMER- SD	1321935907958539	Facebook	65_	65+	SK	Slovakia	9	1	10683	1998	88	0
SMER - SD Bratislava V	SMER - SD	1023617851143344	Facebook	65_	65+	SK	Slovakia	7	1	8945	2593	76	0
Daňové a odvodové tipy Jozefa Mihála	SPOLU - občianska demokracia	517511148296579	Facebook	65_	65+	SK	Slovakia	3	1	6613	1356	13	0
Robert Hajšel	Krcmarikova Katarina	822009714820627	Facebook	65_	65+	SK	Slovakia	4	1	6498	2317	48	0
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	65_	65+	SK	Slovakia	6	1	6386	2266	22	0
SMER - SD Košice okolie	SMER - SD	590859404733213	Facebook	65_	65+	SK	Slovakia	13	1	6327	1424	87	0
SMER - SD Bratislava II.	SMER - SD	2442542622447106	Facebook	65_	65+	SK	Slovakia	5	1	6018	1396	74	8
Martin Hojsík • Progresívne Slovensko	Hojsik Martin	147166706140048	Facebook	65_	65+	SK	Slovakia	2	1	5639	1431	19	0
Most-Híd (Híd-Most)	Most-Híd (Híd-Most)	353195602108	Facebook	65_	65+	SK	Slovakia	5	1	4203	1473	62	0
DOMA DOBRE	Pribocký Jozef	115166009100692	Facebook	65_	65+	SK	Slovakia	3	1	4105	1655	53	0
Mladí Sociálni Demokrati	Mladí sociálni demokrati	582911831720503	Facebook	65_	65+	SK	Slovakia	2	1	3636	1818	36	0
SMER - SD Nitra	SMER - SD	800561563389371	Facebook	65_	65+	SK	Slovakia	2	1	3431	938	13	0
Lucia Kleštincová	EUpositive.sk	1933440166748185	Facebook	65_	65+	SK	Slovakia	3	1	3037	607	6	0
Anton Martvoň	Martvon Anton	351452264866192	Facebook	65_	65+	SK	Slovakia	3	1	2915	583	57	0
Petra Krištúfková	Sme rodina	1061086993931165	Facebook	65_	65+	SK	Slovakia	1	1	2757	551	27	5
