country_code_filter	country_name_filter	day_code	day_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CZ	Czechia	d133	2019-05-13	788	142	1961697	683422	5275	1479
CZ	Czechia	d132	2019-05-12	893	157	2374876	801043	6672	1831
CZ	Czechia	d131	2019-05-11	871	156	2535088	872126	7789	2027
CZ	Czechia	d130	2019-05-10	1703	160	5944828	1684440	22243	4972
CZ	Czechia	d129	2019-05-09	804	141	3115706	1201186	9290	2432
CZ	Czechia	d128	2019-05-08	766	138	2381950	850251	7486	1943
CZ	Czechia	d127	2019-05-07	815	137	3207773	1170545	10337	2486
CZ	Czechia	d126	2019-05-06	779	126	2471833	816150	9014	2195
CZ	Czechia	d125	2019-05-05	650	123	1472729	528880	4820	1134
CZ	Czechia	d124	2019-05-04	647	125	1818354	717218	6580	1997
CZ	Czechia	d123	2019-05-03	730	132	2539708	891689	9431	2867
CZ	Czechia	d122	2019-05-02	676	132	2064966	758407	6153	2012
CZ	Czechia	d121	2019-05-01	615	131	1575383	625289	4772	1729
CZ	Czechia	d120	2019-04-30	702	140	2467671	986417	9426	3062
CZ	Czechia	d119	2019-04-29	944	146	3652341	1200397	15395	4578
CZ	Czechia	d118	2019-04-28	581	141	1019454	364025	4035	1506
CZ	Czechia	d117	2019-04-27	671	148	1360307	432536	6388	2105
CZ	Czechia	d116	2019-04-26	710	154	2661627	887432	14388	3975
CZ	Czechia	d115	2019-04-25	616	147	1178059	288090	4922	1013
CZ	Czechia	d114	2019-04-24	580	145	871294	210333	2833	627
CZ	Czechia	d113	2019-04-23	554	151	893746	262031	3080	632
CZ	Czechia	d112	2019-04-22	477	137	262065	84747	1026	183
CZ	Czechia	d111	2019-04-21	517	143	802691	259764	3107	667
CZ	Czechia	d110	2019-04-20	531	149	1165361	380184	3620	1090
CZ	Czechia	d109	2019-04-19	583	168	2141481	788343	7743	2203
CZ	Czechia	d108	2019-04-18	580	167	1713219	454404	3400	811
CZ	Czechia	d107	2019-04-17	554	164	1345231	478991	6079	1312
CZ	Czechia	d106	2019-04-16	558	169	659958	240398	2398	490
CZ	Czechia	d105	2019-04-15	663	174	2323591	837810	11656	2699
CZ	Czechia	d104	2019-04-14	614	174	1158852	452713	5778	1137
CZ	Czechia	d103	2019-04-13	612	180	1090155	439751	5431	1084
CZ	Czechia	d102	2019-04-12	701	201	1225169	477744	6287	1225
CZ	Czechia	d101	2019-04-11	634	198	887296	346596	3373	679
CZ	Czechia	d100	2019-04-10	600	194	719298	291202	2697	461
CZ	Czechia	d099	2019-04-09	622	211	571830	208734	2095	348
CZ	Czechia	d098	2019-04-08	628	221	600499	207148	2594	384
CZ	Czechia	d097	2019-04-07	601	218	536716	193883	2227	349
CZ	Czechia	d096	2019-04-06	569	212	501984	180274	1838	354
CZ	Czechia	d095	2019-04-05	568	204	532010	190401	1882	346
CZ	Czechia	d094	2019-04-04	500	183	515082	178054	2213	446
CZ	Czechia	d093	2019-04-03	464	169	632709	213667	2050	352
CZ	Czechia	d092	2019-04-02	377	150	317347	103760	1277	200
CZ	Czechia	d091	2019-04-01	345	131	231325	82215	1027	164
CZ	Czechia	d090	2019-03-31	369	139	268596	83648	1053	178
CZ	Czechia	d089	2019-03-30	361	134	273507	80492	946	169
CZ	Czechia	d088	2019-03-29	393	148	301082	91166	1265	234
CZ	Czechia	d087	2019-03-28	362	142	277149	92437	1456	292
CZ	Czechia	d086	2019-03-27	342	129	736602	296953	3588	819
CZ	Czechia	d085	2019-03-26	337	122	852994	354756	3832	845
CZ	Czechia	d084	2019-03-25	297	125	836067	351133	3441	793
CZ	Czechia	d083	2019-03-24	278	117	628321	247912	3271	708
CZ	Czechia	d082	2019-03-23	290	127	643364	269299	3606	829
CZ	Czechia	d081	2019-03-22	317	140	605850	245954	3548	728
CZ	Czechia	d080	2019-03-21	290	130	835259	305139	4016	838
