impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	DK	Denmark	Liberal Alliance	Liberal Alliance	106952222676974	Facebook	467	1	463648	0	6152	0
0_1k	0 - 1k	DK	Denmark	Ligestillingsministeren	Udenrigsministeriet	387013465118442	Facebook	97	1	96903	0	1285	0
0_1k	0 - 1k	DK	Denmark	Mai Mercado		397094903687472	Facebook	89	1	88911	0	1179	0
0_1k	0 - 1k	DK	Denmark	Inger Staahl Jensen i Europa-Parlamentet		586553418054920	Facebook	61	1	59436	0	788	0
0_1k	0 - 1k	DK	Denmark	Morten Dahlin	Morten Dahlin	577345799101307	Facebook	53	1	52919	0	999	0
0_1k	0 - 1k	DK	Denmark	Nicolai Wammen	Socialdemokratiet	1458354184437993	Facebook	53	1	52809	0	700	0
0_1k	0 - 1k	DK	Denmark	Lars Chr. Lilleholt		1408142216156387	Facebook	52	1	51948	0	4582	0
0_1k	0 - 1k	DK	Denmark	Folkekirkens Nødhjælp		276770505228	Facebook	52	1	51947	0	689	0
0_1k	0 - 1k	DK	Denmark	Niels Fuglsang		264009771074617	Facebook	46	1	45927	0	609	0
0_1k	0 - 1k	DK	Denmark	Folketingskandidat - Claus Bøgh Svenningsen		1392451360871381	Facebook	43	1	42927	0	623	13
0_1k	0 - 1k	DK	Denmark	Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	39	1	38827	0	568	13
0_1k	0 - 1k	DK	Denmark	Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	36	1	35963	0	477	0
0_1k	0 - 1k	DK	Denmark	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	30	1	29969	0	397	0
0_1k	0 - 1k	DK	Denmark	Red Barnet		67571270393	Facebook	30	1	29969	0	397	0
0_1k	0 - 1k	DK	Denmark	Charlotte Munch - Politiker		210317432480139	Facebook	29	1	28952	0	598	53
0_1k	0 - 1k	DK	Denmark	Socialdemokratiet		41459763029	Facebook	24	1	23973	0	318	0
0_1k	0 - 1k	DK	Denmark	Stem Henrik Sørensen i Folketinget	Henrik Michael Borsholm Sørensen	122569581108638	Facebook	23	1	22977	0	465	40
0_1k	0 - 1k	DK	Denmark	SF Amager KBH		262391220488874	Facebook	23	1	22977	0	358	13
0_1k	0 - 1k	DK	Denmark	En grønnere planet		301647537160818	Facebook	23	1	22976	0	296	9
0_1k	0 - 1k	DK	Denmark	Kathrine Olldag	Olldag Kathrine	810476755802044	Facebook	22	1	21978	0	452	40
0_1k	0 - 1k	DK	Denmark	Marianne Vind	Marianne Vind	329236874385098	Facebook	22	1	21978	0	559	66
0_1k	0 - 1k	DK	Denmark	Niels E. Bjerrum	Bjerrum Niels	417767098249129	Facebook	21	1	20979	0	331	13
0_1k	0 - 1k	DK	Denmark	Sissel van Run-Kvist	Kvist Sissel	176580099127279	Facebook	20	1	19941	0	264	0
0_1k	0 - 1k	DK	Denmark	Nybolig Farum og Værløse - Andreasen & Terman		1514315665530416	Facebook	19	1	18981	0	251	0
0_1k	0 - 1k	DK	Denmark	Mona Juul	Mona Juul	2079067062409423	Facebook	18	1	17982	0	345	26
