advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	rd3	Last 3 days	258	1	37341041	16155500	171200	41250
European Greens		141366725876424	Facebook	rd3	Last 3 days	113	1	11710690	5127466	66278	15012
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rd3	Last 3 days	110	1	11504658	5049559	16281	3905
FDP	FDP	21289227249	Facebook	rd3	Last 3 days	1982	1	10844216	3145950	129146	4649
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rd3	Last 3 days	1458	1	9676813	2612603	149540	7241
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rd3	Last 3 days	375	1	6998506	2889205	31610	5571
Partito Democratico	Partito Democratico	77034286895	Facebook	rd3	Last 3 days	166	1	6190627	2439610	18935	2969
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rd3	Last 3 days	116	1	5749501	2371413	24356	8280
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	rd3	Last 3 days	36	1	5130971	2192499	9071	2119
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rd3	Last 3 days	228	1	5119144	1727708	17369	703
Parlement européen en France	Parlement européen en France	279757933824	Facebook	rd3	Last 3 days	72	1	4853309	2114999	27142	6633
sp.a	sp.a	57253967150	Facebook	rd3	Last 3 days	195	1	4700001	1782294	20629	4026
SPÖ	SPÖ	77393060080	Facebook	rd3	Last 3 days	616	1	4655977	1543618	42823	6262
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	rd3	Last 3 days	37	1	4362880	1825408	3941	1267
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	rd3	Last 3 days	11	1	4291658	2003333	22174	5291
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rd3	Last 3 days	21	1	4283705	1796863	7401	3187
Make.org	Make.org	122037308191612	Facebook	rd3	Last 3 days	20	1	4183105	1883911	19733	4407
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	rd3	Last 3 days	170	1	4013985	1656928	31446	5860
Remain United	Centrum Campaign Ltd	388121018451293	Facebook	rd3	Last 3 days	28	1	3786972	1605000	15242	3703
Open Vld	Open Vld	53668151866	Facebook	rd3	Last 3 days	210	1	3668229	1317654	22312	4891
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rd3	Last 3 days	934	1	3600829	1056985	67264	6760
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	rd3	Last 3 days	18	1	3560984	1482000	7272	1724
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	rd3	Last 3 days	12	1	3438325	1517500	10167	2845
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	rd3	Last 3 days	137	1	3333186	1246410	19129	3631
Centerpartiet	Centerpartiet	12690894340	Facebook	rd3	Last 3 days	249	1	3312008	1141415	41506	10139
