advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	rd5	Last 5 days	264	1	39250452	16982166	180311	44533
European Greens		141366725876424	Facebook	rd5	Last 5 days	123	1	19971769	8836019	117196	27618
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rd5	Last 5 days	137	1	19634152	8603079	29486	6924
FDP	FDP	21289227249	Facebook	rd5	Last 5 days	1987	1	15406790	4564444	172233	7343
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rd5	Last 5 days	1458	1	13091493	3733506	172805	10827
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rd5	Last 5 days	390	1	11292392	4649514	53476	9590
Partito Democratico	Partito Democratico	77034286895	Facebook	rd5	Last 5 days	168	1	9669358	3865207	28446	4815
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rd5	Last 5 days	117	1	9432638	3897006	40450	13697
sp.a	sp.a	57253967150	Facebook	rd5	Last 5 days	218	1	8237446	3145703	35844	7036
Parlement européen en France	Parlement européen en France	279757933824	Facebook	rd5	Last 5 days	72	1	8088848	3524999	45237	11055
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	rd5	Last 5 days	30	1	8024318	3654741	12721	2950
SPÖ	SPÖ	77393060080	Facebook	rd5	Last 5 days	629	1	7447731	2489391	65871	10299
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rd5	Last 5 days	230	1	6923693	2321125	22293	1210
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	rd5	Last 5 days	37	1	6833616	2853088	5474	1686
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rd5	Last 5 days	26	1	6661378	2853232	12049	5191
România în primul rând	Future Innovation	770704223323599	Facebook	rd5	Last 5 days	36	1	6334694	2738862	7588	1727
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	rd5	Last 5 days	36	1	5985966	2553333	11066	2476
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rd5	Last 5 days	934	1	5748840	1725642	97516	11191
Open Vld	Open Vld	53668151866	Facebook	rd5	Last 5 days	211	1	5653232	2124256	34345	7852
Make.org	Make.org	122037308191612	Facebook	rd5	Last 5 days	20	1	5646846	2539852	26641	5945
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	rd5	Last 5 days	174	1	5585583	2346880	47173	9121
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	rd5	Last 5 days	11	1	5399989	2508333	28573	6741
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	rd5	Last 5 days	35	1	5260259	2370879	48613	11087
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	rd5	Last 5 days	30	1	5119069	2247166	9344	2949
Centerpartiet	Centerpartiet	12690894340	Facebook	rd5	Last 5 days	249	1	5071548	1757609	64590	15653
