week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-15	FI	Finland	1233	145	4860899	1237247	88480	4207
w019	Week 19	2019-05-06	2019-05-12	FI	Finland	1248	166	9199019	2813992	105459	11329
w018	Week 18	2019-04-29	2019-05-05	FI	Finland	799	170	9271386	3876351	83019	23366
w017	Week 17	2019-04-22	2019-04-28	FI	Finland	506	140	2620230	1001735	28013	6466
w016	Week 16	2019-04-15	2019-04-21	FI	Finland	566	194	1546463	480157	18997	2950
w015	Week 15	2019-04-08	2019-04-14	FI	Finland	1730	531	16483390	5420699	159939	25672
w014	Week 14	2019-04-01	2019-04-07	FI	Finland	1326	491	10737117	3712710	96573	15685
w013	Week 13	2019-03-25	2019-03-31	FI	Finland	888	364	7201510	2746930	72300	12601
w012	Week 12	2019-03-18	2019-03-24	FI	Finland	738	314	4781170	1769355	50076	7248
w011	Week 11	2019-03-11	2019-03-17	FI	Finland	421	205	1730202	572920	19171	1944
w010	Week 10	2019-03-04	2019-03-10	FI	Finland	392	174	1146767	328213	14525	749
w009	Week 9	2019-02-25	2019-03-03	FI	Finland	167	87	775205	295951	5467	890
w008	Week 8	2019-02-18	2019-02-24	FI	Finland	152	65	462503	127774	5345	516
w007	Week 7	2019-02-11	2019-02-17	FI	Finland	104	56	251482	69635	3358	146
w006	Week 6	2019-02-04	2019-02-10	FI	Finland	113	55	535692	215286	4584	387
w005	Week 5	2019-01-28	2019-02-03	FI	Finland	135	47	1983116	798282	6762	1890
w004	Week 4	2019-01-21	2019-01-27	FI	Finland	85	37	146651	31452	2567	177
w003	Week 3	2019-01-14	2019-01-20	FI	Finland	93	43	199174	64529	2462	243
w002	Week 2	2019-01-07	2019-01-13	FI	Finland	80	38	812269	358881	4002	573
w001	Week 1	2019-01-01	2019-01-06	FI	Finland	63	31	454442	155973	3501	437
