impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
50k_100k	50k - 100k	HR	Croatia	SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	4	1	399995	199999	385	0
50k_100k	50k - 100k	HR	Croatia	MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	3	1	299997	150000	976	178
50k_100k	50k - 100k	HR	Croatia	Valter Flego	Valter Flego	441675022557503	Facebook	3	1	299829	149916	1063	444
50k_100k	50k - 100k	HR	Croatia	Kialo		729627343834501	Facebook	71	1	205736	102869	951	213
50k_100k	50k - 100k	HR	Croatia	Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	2	1	199998	100000	532	89
50k_100k	50k - 100k	HR	Croatia	Ruža Tomašić		1434305366791182	Facebook	2	1	199997	99999	187	0
50k_100k	50k - 100k	HR	Croatia	Electrolux Hrvatska		1229501663771543	Facebook	2	1	199997	99999	198	0
50k_100k	50k - 100k	HR	Croatia	European Parliament		178362315106	Facebook	2	1	199996	99998	187	0
50k_100k	50k - 100k	HR	Croatia	pametno.org	pametno.org	144815235686385	Facebook	2	1	199961	99981	176	0
50k_100k	50k - 100k	HR	Croatia	Građani za Mislava Kolakušića	Kolakusic Mislav	374159272978399	Facebook	2	1	199864	99933	532	89
50k_100k	50k - 100k	HR	Croatia	European Greens	European Greens	141366725876424	Facebook	3	1	110787	55394	552	110
50k_100k	50k - 100k	HR	Croatia	Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	1	1	99999	50000	88	0
50k_100k	50k - 100k	HR	Croatia	Domagoj Maroević	HDZ - Hrvatska demokratska zajednica	377283356332665	Facebook	1	1	99999	50000	88	0
50k_100k	50k - 100k	HR	Croatia	Privredni.		1062000377172732	Facebook	1	1	99999	50000	88	0
50k_100k	50k - 100k	HR	Croatia	Stjepan Ribić	HDZ - Hrvatska demokratska zajednica	451335681696047	Facebook	1	1	99998	49999	444	89
50k_100k	50k - 100k	HR	Croatia	Miro Bulj	MOST nezavisnih lista	1252295741481540	Facebook	1	1	99998	49999	88	0
50k_100k	50k - 100k	HR	Croatia	Zoran Bahtijarević		2195720960680577	Facebook	1	1	99998	49999	498	99
50k_100k	50k - 100k	HR	Croatia	Marijana Petir		1418903245032313	Facebook	1	1	99998	49999	98	0
50k_100k	50k - 100k	HR	Croatia	Ivan Prskalo - Kandidat Mosta za EU Izbore		413937162730005	Facebook	1	1	99998	50000	88	0
50k_100k	50k - 100k	HR	Croatia	HSS Hrvatska		236043376446622	Facebook	1	1	99998	49999	98	0
50k_100k	50k - 100k	HR	Croatia	Krešo Beljak		52929105855	Facebook	1	1	99998	49999	498	99
50k_100k	50k - 100k	HR	Croatia	Give A Vote		2186129244970085	Facebook	1	1	99912	49956	498	99
50k_100k	50k - 100k	HR	Croatia	Stjepan Čuraj		1528272037424751	Facebook	1	1	99872	49936	498	99
50k_100k	50k - 100k	HR	Croatia	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	13	1	42793	21397	187	36
50k_100k	50k - 100k	HR	Croatia	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	5	1	27240	13620	108	20
50k_100k	50k - 100k	HR	Croatia	VINNIA		325664361187493	Facebook	2	1	25259	12629	25	0
50k_100k	50k - 100k	HR	Croatia	Alberto Alemanno		179635265973968	Facebook	1	1	21135	10568	20	0
50k_100k	50k - 100k	HR	Croatia	The Epoch		218371925673146	Facebook	1	1	16768	8384	19	0
50k_100k	50k - 100k	HR	Croatia	LegacyFx		966644110116765	Facebook	1	1	8653	4326	21	10
50k_100k	50k - 100k	HR	Croatia	I Hate Bernie Sanders		105344429817836	Facebook	2	1	6533	3266	44	8
50k_100k	50k - 100k	HR	Croatia	ALDE Group – Liberals and Democrats in the European Parliament		123910440019	Facebook	2	1	6256	3128	31	6
