advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	18_24	18-24	HU	Hungary	63	1	601147	256548	1401	494
Fidesz	Fidesz	9844779306	Facebook	18_24	18-24	HU	Hungary	13	1	348837	152674	1564	679
Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	18_24	18-24	HU	Hungary	4	1	310177	133000	564	282
Jakab Péter	Országgyűlés Hivatala Jobbik Frakció	781150971947219	Facebook	18_24	18-24	HU	Hungary	3	1	57425	28712	154	70
Cseh Katalin - Momentum	Momentum Mozgalom	682448271826776	Facebook	18_24	18-24	HU	Hungary	11	1	52267	14050	159	36
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	18_24	18-24	HU	Hungary	4	1	36580	14023	78	15
Alfahír	Alfahír Hírportál	525574220799452	Facebook	18_24	18-24	HU	Hungary	5	1	35784	7500	110	23
MSZP	MSZP	115388925185513	Facebook	18_24	18-24	HU	Hungary	5	1	33155	15904	54	10
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	18_24	18-24	HU	Hungary	23	1	28565	5171	31	10
Csárdi Antal	LMP - Lehet Más a Politika	136387873164491	Facebook	18_24	18-24	HU	Hungary	1	1	23788	11894	36	7
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	18_24	18-24	HU	Hungary	7	1	21620	4650	22	9
Jobbik Magyarországért Mozgalom	Országgyűlés Hivatala Jobbik Frakció	287770891404	Facebook	18_24	18-24	HU	Hungary	2	1	17334	8667	107	53
Indítsuk Be Magyarországot Alapítvány	Indítsuk Be Magyarországot Alapítvány	422399638586608	Facebook	18_24	18-24	HU	Hungary	1	1	16016	3203	49	9
Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	18_24	18-24	HU	Hungary	1	1	14364	2872	44	8
Mi Hazánk Mozgalom		620030171664750	Facebook	18_24	18-24	HU	Hungary	2	1	6491	1298	2	1
Dr. Lukács László György	Országgyűlés Hivatala Jobbik Frakció	490006464353222	Facebook	18_24	18-24	HU	Hungary	1	1	6297	3148	19	9
KDNP és Frakciója	KDNP és Frakciója	230385242742	Facebook	18_24	18-24	HU	Hungary	22	1	6140	970	16	4
Greens/EFA in the European Parliament	Greens/EFA in the European Parliament	150527751674751	Facebook	18_24	18-24	HU	Hungary	4	1	5081	2384	6	0
Kádár Gábor	Párbeszéd Magyarországért	734724533343964	Facebook	18_24	18-24	HU	Hungary	1	1	3418	683	10	2
Partizán	Gulyás Márton Ferenc	1406386486355924	Facebook	18_24	18-24	HU	Hungary	10	1	3411	0	2	0
European Parliament	European Parliament	178362315106	Facebook	18_24	18-24	HU	Hungary	1	1	3197	1598	7	1
Semjén Zsolt	Országgyűlés Hivatala KDNP frakció	228731803847927	Facebook	18_24	18-24	HU	Hungary	8	1	2987	733	7	1
European Commission	European Commission	107898832590939	Facebook	18_24	18-24	HU	Hungary	2	1	2487	1243	6	1
Dr. Brenner Koloman	Országgyűlés Hivatala Jobbik Frakció	180924612473518	Facebook	18_24	18-24	HU	Hungary	3	1	1817	332	3	0
Polkorrekt		345406462731106	Facebook	18_24	18-24	HU	Hungary	2	1	1749	350	10	5
