week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-15	EL	Greece	1318	290	22490592	7811772	96668	6706
w019	Week 19	2019-05-06	2019-05-12	EL	Greece	1981	350	57217545	21208037	194088	18911
w018	Week 18	2019-04-29	2019-05-05	EL	Greece	1721	300	35825214	13185362	139694	13280
w017	Week 17	2019-04-22	2019-04-28	EL	Greece	1502	314	29608639	10844199	119970	12679
w016	Week 16	2019-04-15	2019-04-21	EL	Greece	1124	340	19544519	7174721	73705	9080
w015	Week 15	2019-04-08	2019-04-14	EL	Greece	1350	444	17424395	6330356	66017	6188
w014	Week 14	2019-04-01	2019-04-07	EL	Greece	1058	430	9939883	3373179	38361	1978
w013	Week 13	2019-03-25	2019-03-31	EL	Greece	743	341	9486572	3657720	34078	3838
w012	Week 12	2019-03-18	2019-03-24	EL	Greece	508	218	4514519	1727544	16374	2287
w011	Week 11	2019-03-11	2019-03-17	EL	Greece	402	191	4865142	1758882	17244	1465
w010	Week 10	2019-03-04	2019-03-10	EL	Greece	442	191	5804085	2029838	23082	1572
w009	Week 9	2019-02-25	2019-03-03	EL	Greece	246	119	1757540	504486	9627	319
w008	Week 8	2019-02-18	2019-02-24	EL	Greece	151	84	1189782	468164	5390	482
w007	Week 7	2019-02-11	2019-02-17	EL	Greece	111	60	952057	320585	3465	182
w006	Week 6	2019-02-04	2019-02-10	EL	Greece	80	41	972700	368815	3198	304
w005	Week 5	2019-01-28	2019-02-03	EL	Greece	112	47	1271585	484957	3118	453
w004	Week 4	2019-01-21	2019-01-27	EL	Greece	133	42	6679402	2781215	20219	3681
w003	Week 3	2019-01-14	2019-01-20	EL	Greece	115	44	2206457	859998	6375	779
w002	Week 2	2019-01-07	2019-01-13	EL	Greece	62	33	381384	117224	1096	46
w001	Week 1	2019-01-01	2019-01-06	EL	Greece	50	25	334472	120453	1317	87
