audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	LV	Latvia	2086	574	2878199	1057795	12929	1627
f25_34	female (25-34)	LV	Latvia	2248	584	2678837	996444	12460	1494
f35_44	female (35-44)	LV	Latvia	2262	569	2248474	783659	11573	1138
m35_44	male (35-44)	LV	Latvia	2104	560	2083632	726277	9946	1071
f18_24	female (18-24)	LV	Latvia	1960	524	2077918	803015	7869	1069
f45_54	female (45-54)	LV	Latvia	2119	543	1873456	630751	9494	866
m18_24	male (18-24)	LV	Latvia	1851	520	1780935	682370	7231	1054
f55_64	female (55-64)	LV	Latvia	1619	501	1551464	491448	7617	630
m45_54	male (45-54)	LV	Latvia	1971	531	1218727	407597	5607	570
f65_	female (65+)	LV	Latvia	1421	448	770413	235714	3724	335
m55_64	male (55-64)	LV	Latvia	1516	492	675210	211340	2970	257
m65_	male (65+)	LV	Latvia	1361	440	289489	89530	1312	114
f13_17	female (13-17)	LV	Latvia	242	93	99916	33450	252	8
m13_17	male (13-17)	LV	Latvia	225	90	64300	20916	226	5
u35_44	unknown (35-44)	LV	Latvia	1879	493	20424	7279	100	12
u25_34	unknown (25-34)	LV	Latvia	1801	486	16574	6100	76	10
u45_54	unknown (45-54)	LV	Latvia	1614	440	6186	2136	31	3
u18_24	unknown (18-24)	LV	Latvia	1391	390	4078	1531	19	3
u55_64	unknown (55-64)	LV	Latvia	1092	393	2920	953	12	1
u65_	unknown (65+)	LV	Latvia	997	366	1779	545	9	0
u13_17	unknown (13-17)	LV	Latvia	161	67	206	67	0	0
