audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	DE	Germany	28429	3939	63828843	20865506	659214	69013
m18_24	male (18-24)	DE	Germany	27140	3651	55625261	17448219	601318	47782
f18_24	female (18-24)	DE	Germany	27474	3684	49481363	15232378	519770	38201
f25_34	female (25-34)	DE	Germany	28806	4004	43338706	13748616	432974	40526
m35_44	male (35-44)	DE	Germany	26995	3864	36113094	11690146	381718	39735
m45_54	male (45-54)	DE	Germany	26171	3705	31577377	9905374	385314	39893
f35_44	female (35-44)	DE	Germany	27403	3929	25548957	8060493	269454	25098
f45_54	female (45-54)	DE	Germany	26405	3747	22100105	6748009	272130	23376
m55_64	male (55-64)	DE	Germany	24481	3475	19588710	5880796	278436	24034
f55_64	female (55-64)	DE	Germany	24695	3515	16165978	4711631	240593	17086
m65_	male (65+)	DE	Germany	22491	3125	10979096	3238394	172344	13443
f65_	female (65+)	DE	Germany	22566	3159	8876841	2509422	151693	9422
f13_17	female (13-17)	DE	Germany	3722	1087	4727183	1600544	33444	1705
m13_17	male (13-17)	DE	Germany	3914	1073	4405621	1512242	34251	1700
u25_34	unknown (25-34)	DE	Germany	14564	3041	504179	164401	5341	575
u35_44	unknown (35-44)	DE	Germany	14032	3061	432769	140769	4615	530
u45_54	unknown (45-54)	DE	Germany	12117	2785	228767	72146	2848	314
u18_24	unknown (18-24)	DE	Germany	10449	2335	175631	56033	1880	165
u65_	unknown (65+)	DE	Germany	8581	2157	123337	38116	1644	150
u55_64	unknown (55-64)	DE	Germany	8598	2247	102170	31478	1413	144
u13_17	unknown (13-17)	DE	Germany	1524	600	18741	6409	150	8
