advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	1k_5k	1k - 5k	IT	Italy	8	1	6999986	3399997	39991	7999
Partito Democratico	Partito Democratico	77034286895	Facebook	1k_5k	1k - 5k	IT	Italy	7	1	5499994	2600000	34993	7000
Save the Children Italia		46590675335	Facebook	1k_5k	1k - 5k	IT	Italy	7	1	5499980	2599993	34992	6999
European Greens		141366725876424	Facebook	1k_5k	1k - 5k	IT	Italy	11	1	5337772	2544731	32890	6579
European Parliament		178362315106	Facebook	1k_5k	1k - 5k	IT	Italy	9	1	3600056	1793794	18308	3662
Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	1k_5k	1k - 5k	IT	Italy	4	1	2199987	999996	19995	3999
Roberto Rosso	Roberto Rosso	1735684256653359	Facebook	1k_5k	1k - 5k	IT	Italy	4	1	2198334	999226	19984	3997
Enel Energia		1589410777971706	Facebook	1k_5k	1k - 5k	IT	Italy	4	1	2099941	949972	19995	3999
Petizioni.it		1410474395723679	Facebook	1k_5k	1k - 5k	IT	Italy	3	1	1999997	900000	14997	3000
Adesso Basta		1062452300584762	Facebook	1k_5k	1k - 5k	IT	Italy	2	1	1999997	999999	9997	1999
Forza Italia		172265396249029	Facebook	1k_5k	1k - 5k	IT	Italy	4	1	1999981	799994	19995	3999
Kialo		729627343834501	Facebook	1k_5k	1k - 5k	IT	Italy	38	1	1598338	753305	10389	2484
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	1k_5k	1k - 5k	IT	Italy	2	1	1499997	699999	9997	1999
European Commission		107898832590939	Facebook	1k_5k	1k - 5k	IT	Italy	2	1	1071311	535656	5355	1071
Capire il cambiamento climatico		340472676679938	Facebook	1k_5k	1k - 5k	IT	Italy	1	1	999999	500000	4999	1000
Feudo Arancio		1430685883840905	Facebook	1k_5k	1k - 5k	IT	Italy	1	1	999999	500000	4999	1000
Dyson		741076562686907	Facebook	1k_5k	1k - 5k	IT	Italy	1	1	999998	500000	4998	999
CIWF Italia		576664002355828	Facebook	1k_5k	1k - 5k	IT	Italy	2	1	999997	400000	9998	1999
WeWorld Onlus		299584710061488	Facebook	1k_5k	1k - 5k	IT	Italy	2	1	999994	399998	9997	1999
SicheConviene		391770197992824	Facebook	1k_5k	1k - 5k	IT	Italy	1	1	999976	499988	4998	999
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	1k_5k	1k - 5k	IT	Italy	2	1	860895	422484	4701	940
Caterina Cerroni	Caterina Cerroni	1618719834925589	Facebook	1k_5k	1k - 5k	IT	Italy	1	1	499999	200000	4999	1000
Evitas.it		663358997180553	Facebook	1k_5k	1k - 5k	IT	Italy	1	1	499999	200000	4999	1000
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	1k_5k	1k - 5k	IT	Italy	1	1	499998	200000	4998	1000
Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	1k_5k	1k - 5k	IT	Italy	1	1	499998	199999	4998	999
