advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	113	1	2913159	1121431	15260	2195
LSAP	Lëtzebuerger Sozialistesch Aarbechterpartei	47216059667	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	104	1	2431906	778845	11612	926
Greenpeace Luxembourg		67370457805	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	133	1	1631439	398483	11470	241
déi gréng	déi gréng	21710789873	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	24	1	1612383	676122	6311	1098
Charles Goerens		441313569220539	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	30	1	583588	147049	2241	132
DP - Demokratesch Partei	DP - Demokratesch Partei	280875378609326	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	20	1	573034	167953	1458	0
Piraten Lëtzebuerg		183148710560	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	39	1	397171	114152	2687	0
déi Lénk	déi Lénk	120444648033670	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	13	1	374574	124229	1351	77
Dan Kersch		231839814316073	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	34	1	368441	113623	2032	0
déi jonk gréng	Déi jonk gréng	197451906960613	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	22	1	163770	36763	1622	0
CSV	CSV	56016549775	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	26	1	126456	48654	1890	0
European Investment Bank		350888674962511	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	1	1	80274	40137	400	80
Jonk Piraten		194441573983035	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	3	1	75771	15007	221	0
Julia Elisabetta Pitterman		2235333396715580	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	7	1	49877	9156	572	0
European Greens	European Greens	141366725876424	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	8	1	41593	8373	414	83
Fondation IDEA asbl		439909732821172	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	1	1	39990	7998	79	0
BreakingPlanet		1993767777349037	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	1	1	38900	7780	77	0
Action Solidarité Tiers Monde - ASTM		161567570579610	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	1	1	38786	7757	76	0
Marc ANGEL		1404458223105541	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	1	1	36287	7257	71	0
Piraten Bezierk Osten		141480992729926	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	1	1	35075	7015	350	70
ADR  - Alternativ Demokratesch Reformpartei		115916035102253	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	2	1	34275	6722	132	0
Déi Konservativ		235829416883581	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	1	1	34178	6835	341	68
Burelbach Immobilien		243135569564978	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	1	1	33313	6662	65	0
JDL Jonk Demokraten		141096935941189	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	1	1	32020	6404	63	0
L'Or du Commun		212885115510806	Facebook	luxembourg_district	Luxembourg District	LU	Luxembourg	1	1	25392	5078	50	0
