advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	57	1	203957	53434	1405	282
Bana Tibor	Jobbik Magyarországért Mozgalom	184890488198962	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	8	1	58036	11010	49	19
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	87	1	56969	13073	173	38
Fidesz	Fidesz	9844779306	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	119	1	25952	11406	129	55
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	40	1	16415	3718	72	28
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	23	1	10778	4962	33	15
MSZP	MSZP	115388925185513	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	29	1	8374	2882	24	8
Kálmán Olga Hivatalos oldala	Kálmán Olga Hivatalos oldala	1878531865537365	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	108	1	7152	2860	20	7
Gyöngyösi Márton	Jobbik Magyarországért Mozgalom	781030738624077	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	9	1	6765	1722	19	4
Bencsik János	Országgyűlés Hivatala Jobbik Frakció	931186216990824	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	1	1	4999	1000	15	3
Partizán	Gulyás Márton Ferenc	1406386486355924	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	106	1	4528	1570	7	2
Alfahír	Alfahír Hírportál	525574220799452	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	50	1	4445	1789	13	5
Jakab Péter	Jobbik Magyarországért Mozgalom	781150971947219	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	9	1	4008	1663	8	3
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	24	1	3886	1574	6	2
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	9	1	3065	1297	2	1
European Commission	European Commission	107898832590939	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	28	1	2938	1394	12	2
Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	21	1	2923	1315	7	3
European Parliament	European Parliament	178362315106	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	17	1	2768	1195	10	2
Cseh Katalin - Momentum	Momentum Mozgalom	682448271826776	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	31	1	2575	908	7	2
European Greens	European Greens	141366725876424	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	10	1	2502	1136	15	3
Európai Parlament Tájékoztatási Irodája	Európai Parlament Tájékoztatási Irodája	126893087354793	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	29	1	2010	783	2	0
Schmuck Erzsébet	LMP - Lehet Más a Politika	1461534750733248	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	5	1	1422	587	1	0
Jobbik Ifjúsági Tagozat	Jobbik Magyarországért Mozgalom	129382163754757	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	4	1	1123	502	2	1
Demeter Márta	LMP - Lehet Más a Politika	1372750529476614	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	3	1	1113	492	1	0
KDNP és Frakciója	KDNP és Frakciója	230385242742	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	43	1	1097	358	1	0
Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	5	1	787	391	1	0
PestiSracok.hu	PestiSrácok.hu	264517713636590	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	15	1	780	185	2	0
Csárdi Antal	LMP - Lehet Más a Politika	136387873164491	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	1	1	658	263	0	0
Jávor Benedek	Párbeszéd Magyarországért	131797633528377	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	16	1	646	175	1	0
Dr. Molnár Csaba	Demokratikus Koalíció	306318386058001	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	9	1	610	172	2	0
Magyar Kétfarkú Kutya Párt	Magyar Kétfarkú Kutya Párt	14792493292	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	5	1	440	119	0	0
Sneider Tamás	Országgyűlés Hivatala Jobbik Frakció	329107800543535	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	4	1	410	166	1	0
Magyar Természetvédők Szövetsége- Föld Barátai Magyarország	Magyar Természetvédők Szövetsége- Föld Barátai Magyarország	124991704202615	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	7	1	382	137	0	0
Dr. Lukács László György	Jobbik Magyarországért Mozgalom	490006464353222	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	3	1	333	156	1	0
Semjén Zsolt	Országgyűlés Hivatala KDNP frakció	228731803847927	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	9	1	314	76	0	0
888.hu	888.hu	748348838626461	Facebook	komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	5	1	284	56	0	0
