audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	HR	Croatia	2753	725	6922978	2635504	22182	2690
m18_24	male (18-24)	HR	Croatia	2497	656	5606324	2109973	16897	2149
f25_34	female (25-34)	HR	Croatia	2925	737	5400729	2165504	15928	2273
m35_44	male (35-44)	HR	Croatia	2705	710	4982523	1813639	16884	1807
f18_24	female (18-24)	HR	Croatia	2631	665	4897576	1891636	13356	1772
f35_44	female (35-44)	HR	Croatia	2869	719	4423907	1725473	13989	1859
m45_54	male (45-54)	HR	Croatia	2597	680	3737499	1250739	13689	1153
f45_54	female (45-54)	HR	Croatia	2752	692	3360703	1199149	11640	1239
f55_64	female (55-64)	HR	Croatia	2163	645	2562836	821888	10166	746
m55_64	male (55-64)	HR	Croatia	2079	637	2108572	643828	8449	482
f65_	female (65+)	HR	Croatia	1892	581	1398462	443614	5930	457
m65_	male (65+)	HR	Croatia	1828	570	1206451	377468	5043	329
f13_17	female (13-17)	HR	Croatia	382	136	260269	95217	485	18
m13_17	male (13-17)	HR	Croatia	357	130	185631	70918	423	19
u25_34	unknown (25-34)	HR	Croatia	2439	643	157014	60387	484	58
u35_44	unknown (35-44)	HR	Croatia	2460	639	123204	45451	430	49
u45_54	unknown (45-54)	HR	Croatia	2194	581	38854	13484	167	16
u18_24	unknown (18-24)	HR	Croatia	1790	507	17515	6628	57	8
u65_	unknown (65+)	HR	Croatia	1441	487	13619	4415	56	4
u55_64	unknown (55-64)	HR	Croatia	1487	511	10054	3213	39	3
u13_17	unknown (13-17)	HR	Croatia	196	97	557	223	1	0
