country_code_filter	country_name_filter	day_code	day_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
DK	Denmark	d133	2019-05-13	1998	287	3437188	1070914	29374	7522
DK	Denmark	d132	2019-05-12	2199	313	4404497	1340532	37461	9412
DK	Denmark	d131	2019-05-11	2262	335	5091697	1599937	47688	12189
DK	Denmark	d130	2019-05-10	2638	349	6104375	1859496	58981	15108
DK	Denmark	d129	2019-05-09	2386	334	5054678	1510051	53625	13326
DK	Denmark	d128	2019-05-08	2268	316	5494177	1722945	52140	12906
DK	Denmark	d127	2019-05-07	2135	292	5013134	1622721	46725	11738
DK	Denmark	d126	2019-05-06	1839	255	2529568	833725	23807	5870
DK	Denmark	d125	2019-05-05	1745	258	1906081	643458	17692	4037
DK	Denmark	d124	2019-05-04	1762	268	2008456	628649	17334	4124
DK	Denmark	d123	2019-05-03	1789	280	2399182	702879	19297	4815
DK	Denmark	d122	2019-05-02	1789	274	2236840	680892	18717	4641
DK	Denmark	d121	2019-05-01	1782	275	2032647	607286	18428	4396
DK	Denmark	d120	2019-04-30	1999	285	1846220	560802	16417	4121
DK	Denmark	d119	2019-04-29	1928	273	2065396	615557	17552	4252
DK	Denmark	d118	2019-04-28	1817	254	1959191	592521	17098	4363
DK	Denmark	d117	2019-04-27	1775	253	1752909	555965	15258	3918
DK	Denmark	d116	2019-04-26	1779	255	1760479	586825	15133	3911
DK	Denmark	d115	2019-04-25	1710	263	1367814	393051	12416	2955
DK	Denmark	d114	2019-04-24	1597	265	1238506	347020	11034	2612
DK	Denmark	d113	2019-04-23	1585	265	1418056	451958	11797	2893
DK	Denmark	d112	2019-04-22	1535	269	989257	294584	8471	2302
DK	Denmark	d111	2019-04-21	1529	259	989502	300333	8948	2295
DK	Denmark	d110	2019-04-20	1520	260	1012539	299675	9014	2421
DK	Denmark	d109	2019-04-19	1536	277	1045318	324382	10240	2715
DK	Denmark	d108	2019-04-18	1505	279	1316950	451322	11582	3296
DK	Denmark	d107	2019-04-17	1508	284	1462412	486669	19001	4303
DK	Denmark	d106	2019-04-16	1487	294	1006688	294912	9075	2325
DK	Denmark	d105	2019-04-15	1444	315	731328	218873	7147	1558
DK	Denmark	d104	2019-04-14	1417	314	770227	233249	7215	1653
DK	Denmark	d103	2019-04-13	1390	308	670802	209576	6376	1364
