advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	200k_500k	200k - 500k	160	1	79999840	32000000	419518	104295
Podemos	Unidas Podemos	269212336568846	Facebook	200k_500k	200k - 500k	90	1	44999910	18000000	296410	67100
Kialo		729627343834501	Facebook	200k_500k	200k - 500k	48	1	23999952	9600000	159735	35694
European Greens		141366725876424	Facebook	200k_500k	200k - 500k	46	1	22999954	9200000	127454	31500
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	200k_500k	200k - 500k	42	1	20999958	8400000	46458	11100
People's Vote UK	People's Vote	748608695327755	Facebook	200k_500k	200k - 500k	35	1	17499965	7000000	170066	36451
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	200k_500k	200k - 500k	34	1	16999966	6800000	33189	6828
România în primul rând	Future Innovation	770704223323599	Facebook	200k_500k	200k - 500k	31	1	15499969	6200000	16381	4349
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	200k_500k	200k - 500k	30	1	14999970	6000000	31719	7038
sp.a	sp.a	57253967150	Facebook	200k_500k	200k - 500k	28	1	13999972	5600000	53472	15500
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	200k_500k	200k - 500k	26	1	12999974	5200000	121974	25000
AMERISOFT SRL		AR573801583431647232	Google	200k_500k	200k - 500k	32	1	12734080	1273408	636	0
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	200k_500k	200k - 500k	25	1	12499975	5000000	17748	4118
Best For Britain	Best for Britain	1863944713844924	Facebook	200k_500k	200k - 500k	23	1	11499977	4600000	115113	27888
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	200k_500k	200k - 500k	28	1	11142320	1114232	557	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	200k_500k	200k - 500k	22	1	10999978	4400000	22478	6000
The Labour Party	The Labour Party	25749647410	Facebook	200k_500k	200k - 500k	22	1	10999978	4400000	89656	20366
Greenpeace France		39435457457	Facebook	200k_500k	200k - 500k	21	1	10499979	4200000	48479	13600
Vlaams Belang	Vlaams Belang	56605856504	Facebook	200k_500k	200k - 500k	20	1	9999980	4000000	75980	17000
Kyriakos Mitsotakis		34848567724	Facebook	200k_500k	200k - 500k	20	1	9999980	4000000	15980	4100
Partido Popular	Partido Popular	72249031214	Facebook	200k_500k	200k - 500k	20	1	9999980	4000000	55480	14100
Conservatives	The Conservative Party	8807334278	Facebook	200k_500k	200k - 500k	19	1	9499981	3800000	82138	18515
Partito Democratico		77034286895	Facebook	200k_500k	200k - 500k	17	1	8499983	3400000	26183	5500
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	200k_500k	200k - 500k	16	1	7999984	3200000	16984	3400
European Commission		107898832590939	Facebook	200k_500k	200k - 500k	16	1	7999984	3200000	30484	8800
