advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	rd2	Last 2 days	EE	Estonia	10	1	569994	250999	4210	1166
Isamaa erakond	Isamaa erakond	321163977576	Facebook	rd2	Last 2 days	EE	Estonia	10	1	517142	232472	2871	697
Igor Gräzin	Igor Gräzin	339367456669277	Facebook	rd2	Last 2 days	EE	Estonia	35	1	445394	158090	1938	123
Sotsiaaldemokraatlik Erakond	Sotsiaaldemokraatlik Erakond	123310201026539	Facebook	rd2	Last 2 days	EE	Estonia	37	1	334078	109018	1497	105
European Parliament		178362315106	Facebook	rd2	Last 2 days	EE	Estonia	16	1	261615	82683	1001	102
Раймонд Кальюлайд	Raimond Kaljulaid	1535510530084119	Facebook	rd2	Last 2 days	EE	Estonia	21	1	197821	56666	1621	116
Keskerakond	Keskerakond	161252453921396	Facebook	rd2	Last 2 days	EE	Estonia	12	1	169996	63999	586	64
Urmas Paet	Paet Urmas	223092011815453	Facebook	rd2	Last 2 days	EE	Estonia	17	1	125741	27541	1320	118
Urmas Reinsalu	Isamaa erakond	503635753156660	Facebook	rd2	Last 2 days	EE	Estonia	3	1	108331	21666	614	100
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rd2	Last 2 days	EE	Estonia	24	1	87923	24436	619	0
ResPublica	Isamaa erakond	124913684200476	Facebook	rd2	Last 2 days	EE	Estonia	2	1	83332	31666	315	49
Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	rd2	Last 2 days	EE	Estonia	15	1	76517	28083	769	41
European Greens		141366725876424	Facebook	rd2	Last 2 days	EE	Estonia	11	1	76017	34394	240	34
Marina Kaljurand	Marina Kaljurand	651496914998204	Facebook	rd2	Last 2 days	EE	Estonia	6	1	56406	12181	232	0
Jüri Luik Isamaa	Isamaa erakond	351693045420284	Facebook	rd2	Last 2 days	EE	Estonia	1	1	33332	6666	66	0
Toitumisnõustaja Erik Orgu		592673214085550	Facebook	rd2	Last 2 days	EE	Estonia	7	1	31999	11818	135	18
Reformierakond	Reformierakond	80124492882	Facebook	rd2	Last 2 days	EE	Estonia	4	1	26220	5111	175	0
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	rd2	Last 2 days	EE	Estonia	2	1	21665	4333	132	0
Noored Otsustajad	Eesti Noorteühenduste Liit (ENL)	205597239493153	Facebook	rd2	Last 2 days	EE	Estonia	3	1	20693	4138	100	0
Hanno Pevkur  #pevkur		1914863625428136	Facebook	rd2	Last 2 days	EE	Estonia	2	1	19284	3857	127	0
Jaak Madison	Madison Jaak	536519246456733	Facebook	rd2	Last 2 days	EE	Estonia	5	1	18340	4014	129	14
Социал-демократическая партия	Sotsiaaldemokraatlik Erakond	383403508369488	Facebook	rd2	Last 2 days	EE	Estonia	2	1	18181	3636	35	0
Triin Saag	Saag Triin	2012394932389774	Facebook	rd2	Last 2 days	EE	Estonia	16	1	17174	2988	569	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	rd2	Last 2 days	EE	Estonia	6	1	14469	3719	202	0
Marianne Mikko	Sotsiaaldemokraatlik Erakond	1416375921941680	Facebook	rd2	Last 2 days	EE	Estonia	2	1	10665	5000	165	0
