recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-19	2019-05-19	PT	Portugal	23	11	354282	131901	812	247
rd2	Last 2 days	2019-05-18	2019-05-19	PT	Portugal	24	11	711445	265243	1653	495
rd3	Last 3 days	2019-05-17	2019-05-19	PT	Portugal	24	11	816590	298893	1999	511
rd4	Last 4 days	2019-05-16	2019-05-19	PT	Portugal	24	11	816590	298893	1999	511
rd5	Last 5 days	2019-05-15	2019-05-19	PT	Portugal	24	11	816590	298893	1999	511
rd6	Last 6 days	2019-05-14	2019-05-19	PT	Portugal	24	11	816590	298893	1999	511
rw1	Last week	2019-05-13	2019-05-19	PT	Portugal	24	11	816590	298893	1999	511
rw2	Last 2 weeks	2019-05-06	2019-05-19	PT	Portugal	24	11	816590	298893	1999	511
rw3	Last 3 weeks	2019-04-29	2019-05-19	PT	Portugal	24	11	816590	298893	1999	511
rw4	Last 4 weeks	2019-04-22	2019-05-19	PT	Portugal	24	11	816590	298893	1999	511
rm1	Last month	2019-04-20	2019-05-19	PT	Portugal	24	11	816590	298893	1999	511
rm2	Last 2 months	2019-03-21	2019-05-19	PT	Portugal	24	11	816590	298893	1999	511
rm3	Last 3 months	2019-02-19	2019-05-19	PT	Portugal	24	11	816590	298893	1999	511
rm6	Last 6 months	2019-01-01	2019-05-19	PT	Portugal	24	11	816590	298893	1999	511
