advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	35_44	35-44	UK	United Kingdom	21	1	1104272	506941	3634	1066
Remain United	Centrum Campaign Ltd	388121018451293	Facebook	35_44	35-44	UK	United Kingdom	28	1	389803	149742	1702	393
The Labour Party	The Labour Party	25749647410	Facebook	35_44	35-44	UK	United Kingdom	10	1	353625	156073	2778	851
Conservatives	The Conservative Party	8807334278	Facebook	35_44	35-44	UK	United Kingdom	699	1	223755	38611	8830	28
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	35_44	35-44	UK	United Kingdom	18	1	190105	82296	3757	771
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	35_44	35-44	UK	United Kingdom	270	1	180187	42343	5885	0
European Parliament	European Parliament	178362315106	Facebook	35_44	35-44	UK	United Kingdom	3	1	178124	87450	2290	974
West Midlands Conservatives	West Midlands Conservatives	223025417884693	Facebook	35_44	35-44	UK	United Kingdom	1	1	94810	47405	273	54
People's Vote UK	People's Vote	748608695327755	Facebook	35_44	35-44	UK	United Kingdom	15	1	47252	12609	495	62
South West Green Party	The Green Party of England and Wales	244490049076873	Facebook	35_44	35-44	UK	United Kingdom	15	1	31929	9197	442	0
School Cuts	National Education Union	871798409656672	Facebook	35_44	35-44	UK	United Kingdom	7	1	24021	4674	256	0
Scientists for EU	Scientists for EU	642444842524195	Facebook	35_44	35-44	UK	United Kingdom	1	1	20756	10378	119	24
38 Degrees	38 Degrees	200006375787	Facebook	35_44	35-44	UK	United Kingdom	7	1	20551	5833	115	0
West Midlands Labour	The Labour Party	1243222025739706	Facebook	35_44	35-44	UK	United Kingdom	4	1	20410	4627	105	0
Scottish Labour Party	Scottish Labour Party	310039442421596	Facebook	35_44	35-44	UK	United Kingdom	3	1	15331	4217	176	26
Democratic Unionist Party	Democratic Unionist Party	105732052794210	Facebook	35_44	35-44	UK	United Kingdom	2	1	14715	2943	103	17
Plaid Cymru	Plaid Cymru	26416930992	Facebook	35_44	35-44	UK	United Kingdom	1	1	14561	2912	168	33
London Green Party	London Green Party	175350485880358	Facebook	35_44	35-44	UK	United Kingdom	9	1	11411	2282	261	0
Scottish Green Party	Scottish Green Party	17999726169	Facebook	35_44	35-44	UK	United Kingdom	1	1	11125	2225	25	0
Tom Watson	The Labour Party. Promoted by Tom Watson on behalf of Tom Watson	470873686267967	Facebook	35_44	35-44	UK	United Kingdom	5	1	9810	1962	68	0
Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	35_44	35-44	UK	United Kingdom	1	1	9652	1930	111	22
Global Optimism	Global Optimism	2062802910474026	Facebook	35_44	35-44	UK	United Kingdom	1	1	9568	1913	21	0
Pledge for the Future	Pledge for the Future	266157764008126	Facebook	35_44	35-44	UK	United Kingdom	12	1	9162	1725	259	0
Global Justice Now	Global Justice Now	6707857033	Facebook	35_44	35-44	UK	United Kingdom	1	1	8548	1709	19	0
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	35_44	35-44	UK	United Kingdom	3	1	6381	2791	155	0
