week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	2019-05-06	2019-05-12	LT	Lithuania	473	76	12714845	4633162	43840	4564
w018	Week 18	2019-04-29	2019-05-05	LT	Lithuania	426	99	10888332	4204730	40934	6447
w017	Week 17	2019-04-22	2019-04-28	LT	Lithuania	358	92	3546312	1530026	12031	2132
w016	Week 16	2019-04-15	2019-04-21	LT	Lithuania	390	114	1523427	615194	3585	529
w015	Week 15	2019-04-08	2019-04-14	LT	Lithuania	524	181	1287428	435638	6229	585
w014	Week 14	2019-04-01	2019-04-07	LT	Lithuania	453	187	1208378	422979	6467	675
w013	Week 13	2019-03-25	2019-03-31	LT	Lithuania	360	163	2099520	781340	7137	1530
w012	Week 12	2019-03-18	2019-03-24	LT	Lithuania	349	155	2777977	1046439	11408	1594
w011	Week 11	2019-03-11	2019-03-17	LT	Lithuania	201	89	635985	244321	3535	336
w010	Week 10	2019-03-04	2019-03-10	LT	Lithuania	197	71	477796	197160	2450	167
w009	Week 9	2019-02-25	2019-03-03	LT	Lithuania	96	46	215149	65761	729	13
w008	Week 8	2019-02-18	2019-02-24	LT	Lithuania	86	44	204524	81202	818	68
w007	Week 7	2019-02-11	2019-02-17	LT	Lithuania	66	38	92876	22334	681	9
w006	Week 6	2019-02-04	2019-02-10	LT	Lithuania	47	25	110403	37790	450	68
w005	Week 5	2019-01-28	2019-02-03	LT	Lithuania	61	25	99581	21782	236	5
w004	Week 4	2019-01-21	2019-01-27	LT	Lithuania	51	22	97630	25786	421	2
w003	Week 3	2019-01-14	2019-01-20	LT	Lithuania	74	24	241954	74122	1685	122
w002	Week 2	2019-01-07	2019-01-13	LT	Lithuania	62	21	402947	87405	2437	203
w001	Week 1	2019-01-01	2019-01-06	LT	Lithuania	40	14	393613	114211	1054	44
