advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	lombardia_IT	Lombardia, Italy	358	1	4252638	1733687	20232	3830
Partito Democratico		77034286895	Facebook	lombardia_IT	Lombardia, Italy	129	1	2538745	1122745	10423	2451
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	lombardia_IT	Lombardia, Italy	20	1	2430771	1148597	5728	1473
Lara Comi	Lara Comi	155619044465389	Facebook	lombardia_IT	Lombardia, Italy	72	1	2355919	713431	7672	1503
Stefano Maullu		150618724962388	Facebook	lombardia_IT	Lombardia, Italy	32	1	2327716	918953	5903	1034
European Parliament		178362315106	Facebook	lombardia_IT	Lombardia, Italy	181	1	2087164	883475	6584	1097
Capire il cambiamento climatico		340472676679938	Facebook	lombardia_IT	Lombardia, Italy	10	1	2023337	937640	8163	1914
Save the Children Italia		46590675335	Facebook	lombardia_IT	Lombardia, Italy	46	1	1687053	750939	6850	1885
Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	lombardia_IT	Lombardia, Italy	87	1	1666814	687867	4538	900
Angelo Ciocca	Angelo Ciocca	479212098810360	Facebook	lombardia_IT	Lombardia, Italy	34	1	1581613	630375	7118	1810
WeWorld Onlus		299584710061488	Facebook	lombardia_IT	Lombardia, Italy	337	1	1311488	499476	8335	1066
Kialo		729627343834501	Facebook	lombardia_IT	Lombardia, Italy	382	1	1274617	518536	6636	1567
Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	353868374653514	Facebook	lombardia_IT	Lombardia, Italy	44	1	1020201	443605	1516	306
Carmine Pacente	Carmelo Iannicelli	218066501942820	Facebook	lombardia_IT	Lombardia, Italy	71	1	952957	204686	6144	63
Medici Senza Frontiere		65737832194	Facebook	lombardia_IT	Lombardia, Italy	25	1	850163	359703	3434	1136
Marco Zanni - Candidato Lega Circoscrizione NordOvest al Parlamento Europe	Marco Zanni	1441172666130044	Facebook	lombardia_IT	Lombardia, Italy	20	1	829032	319178	4316	893
European Greens	European Greens	141366725876424	Facebook	lombardia_IT	Lombardia, Italy	15	1	778709	345022	3899	945
Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	lombardia_IT	Lombardia, Italy	64	1	726877	296315	3563	909
Ufficio d'informazione in Italia del Parlamento europeo		143544514130	Facebook	lombardia_IT	Lombardia, Italy	13	1	675513	272046	923	71
Assomobilità		1352277208143943	Facebook	lombardia_IT	Lombardia, Italy	6	1	669994	267000	594	0
Patrizia Toia	Patrizia Ferma Francesca Toia	519219611453854	Facebook	lombardia_IT	Lombardia, Italy	25	1	565410	169716	2604	126
ISPI - Istituto per gli studi di politica internazionale	ISPI - Istituto per gli studi di politica internazionale	171795872872353	Facebook	lombardia_IT	Lombardia, Italy	18	1	518874	222277	1376	144
Mauro Parolini	Mauro Parolini 	179225584042	Facebook	lombardia_IT	Lombardia, Italy	33	1	512093	152127	3886	187
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	lombardia_IT	Lombardia, Italy	36	1	440416	182522	1112	233
Fazland		392009187483727	Facebook	lombardia_IT	Lombardia, Italy	14	1	434377	182626	2817	696
