country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SI	Slovenia	w020	Week 20	2019-05-13	2019-05-13	347	58	472566	139025	3884	151
SI	Slovenia	w019	Week 19	2019-05-06	2019-05-12	445	76	3544957	1124352	24967	1730
SI	Slovenia	w018	Week 18	2019-04-29	2019-05-05	448	98	4730699	1811006	21436	3904
SI	Slovenia	w017	Week 17	2019-04-22	2019-04-28	415	102	2947283	1181179	18038	2690
SI	Slovenia	w016	Week 16	2019-04-15	2019-04-21	408	136	784049	241899	4000	160
SI	Slovenia	w015	Week 15	2019-04-08	2019-04-14	551	202	1412285	542108	6191	746
SI	Slovenia	w014	Week 14	2019-04-01	2019-04-07	455	202	1160109	381804	5194	493
SI	Slovenia	w013	Week 13	2019-03-25	2019-03-31	297	144	623364	222249	2110	203
SI	Slovenia	w012	Week 12	2019-03-18	2019-03-24	259	129	431869	125216	2538	73
SI	Slovenia	w011	Week 11	2019-03-11	2019-03-17	164	82	605794	200844	2242	298
SI	Slovenia	w010	Week 10	2019-03-04	2019-03-10	203	71	435577	148533	2201	151
SI	Slovenia	w009	Week 9	2019-02-25	2019-03-03	100	48	46358	14177	594	8
SI	Slovenia	w008	Week 8	2019-02-18	2019-02-24	75	43	48994	23079	219	45
SI	Slovenia	w007	Week 7	2019-02-11	2019-02-17	54	33	22441	5039	58	4
SI	Slovenia	w006	Week 6	2019-02-04	2019-02-10	54	25	227286	52828	585	35
SI	Slovenia	w005	Week 5	2019-01-28	2019-02-03	56	21	40184	10142	106	5
SI	Slovenia	w004	Week 4	2019-01-21	2019-01-27	43	16	3097	1198	17	1
SI	Slovenia	w003	Week 3	2019-01-14	2019-01-20	57	21	54029	23450	237	42
SI	Slovenia	w002	Week 2	2019-01-07	2019-01-13	43	21	60798	12326	412	1
SI	Slovenia	w001	Week 1	2019-01-01	2019-01-06	29	14	6448	2894	27	4
