advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Open Vld	Open Vld	53668151866	Facebook	u	unknown	BE	Belgium	111	1	52518	21627	560	138
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	u	unknown	BE	Belgium	41	1	32948	14282	488	153
CD&V	CD&V	52997544531	Facebook	u	unknown	BE	Belgium	143	1	31968	11865	290	52
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	u	unknown	BE	Belgium	17	1	28622	13833	290	103
Vlaams Belang	Vlaams Belang	56605856504	Facebook	u	unknown	BE	Belgium	36	1	27054	11938	405	100
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	u	unknown	BE	Belgium	44	1	25399	10447	71	17
sp.a	sp.a	57253967150	Facebook	u	unknown	BE	Belgium	35	1	23283	10235	77	21
Groen	Groen	84920854319	Facebook	u	unknown	BE	Belgium	120	1	22146	7720	243	30
European Parliament	European Parliament	178362315106	Facebook	u	unknown	BE	Belgium	26	1	20934	8936	135	29
Ecolo	Ecolo	38296327361	Facebook	u	unknown	BE	Belgium	27	1	17217	6830	95	22
Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	u	unknown	BE	Belgium	34	1	16716	5429	233	75
Peter Mertens	PVDA	236485149843971	Facebook	u	unknown	BE	Belgium	50	1	15998	6306	138	39
CDH BW	cdH Brabant wallon	156559267857740	Facebook	u	unknown	BE	Belgium	24	1	14337	4110	143	32
MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	u	unknown	BE	Belgium	164	1	13144	3696	154	21
European Greens	European Greens	141366725876424	Facebook	u	unknown	BE	Belgium	10	1	12865	5786	131	36
Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	u	unknown	BE	Belgium	18	1	12410	5479	346	84
John Crombez	sp.a	264131406977201	Facebook	u	unknown	BE	Belgium	23	1	11966	5547	50	11
Delhaize	Delhaize	30102123042	Facebook	u	unknown	BE	Belgium	11	1	11215	4185	78	14
Pascal Smet	one.brussels	148221008918941	Facebook	u	unknown	BE	Belgium	23	1	9961	2385	62	6
Greenpeace Belgium	Greenpeace Belgium	73232790238	Facebook	u	unknown	BE	Belgium	31	1	9909	3116	97	10
Sabine de Bethune	Sabine de Bethune	254157758598438	Facebook	u	unknown	BE	Belgium	13	1	9137	3838	42	8
Elio Di Rupo	Parti Socialiste (PS)	16301530829	Facebook	u	unknown	BE	Belgium	16	1	8888	3112	94	18
Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	u	unknown	BE	Belgium	5	1	8445	4033	44	9
Régionale ECOLO Bruxelles	Régionale Ecolo Bruxelles	136555119816983	Facebook	u	unknown	BE	Belgium	4	1	8095	3271	23	8
Koen Geens	CD&V	294055357407926	Facebook	u	unknown	BE	Belgium	47	1	7213	2803	121	29
