week_code_filter	week_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	BE	Belgium	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	103	1	13562928	5660704	41339	10054
w019	Week 19	BE	Belgium	sp.a	sp.a	57253967150	Facebook	207	1	10085940	3360707	46150	7225
w019	Week 19	BE	Belgium	Open Vld	Open Vld	53668151866	Facebook	273	1	6239605	2210155	47578	7362
w019	Week 19	BE	Belgium	CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	96	1	5983777	2819149	28042	5095
w019	Week 19	BE	Belgium	Vlaams Belang	Vlaams Belang	56605856504	Facebook	16	1	5742458	2606236	36447	7992
w019	Week 19	BE	Belgium	Facebook Brussels	Facebook	287739491272583	Facebook	16	1	5257487	2256500	52061	13040
w019	Week 19	BE	Belgium	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	27	1	4955854	2159343	40027	9283
w019	Week 19	BE	Belgium	Groen	Groen	84920854319	Facebook	124	1	3284014	1122806	16380	2209
w019	Week 19	BE	Belgium	John Crombez	sp.a	264131406977201	Facebook	29	1	3003474	1391250	11737	2152
w019	Week 19	BE	Belgium	DéFI	DéFI	173518112695794	Facebook	133	1	2928025	649692	18246	1499
w019	Week 19	BE	Belgium	IKEA	IKEA	112961202185776	Facebook	73	1	2751043	919554	12361	1737
w019	Week 19	BE	Belgium	VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	68	1	2505122	980516	34096	7561
w019	Week 19	BE	Belgium	Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	82	1	2070151	781086	5420	341
w019	Week 19	BE	Belgium	Peter Mertens	PVDA	236485149843971	Facebook	485	1	1885133	501465	21681	2143
w019	Week 19	BE	Belgium	Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	27	1	1724556	702203	17623	4665
w019	Week 19	BE	Belgium	Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	49	1	1606549	364540	9734	1516
w019	Week 19	BE	Belgium	Sign for my Future		1345513882259768	Facebook	32	1	1476968	526000	12868	2199
w019	Week 19	BE	Belgium	CD&V	CD&V	52997544531	Facebook	62	1	1101275	340182	9581	1488
w019	Week 19	BE	Belgium	Mutualité chrétienne (MC)	Mutualité chrétienne (MC)	180233078762668	Facebook	58	1	932948	218666	6968	566
w019	Week 19	BE	Belgium	Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	7	1	925037	431854	3875	1647
w019	Week 19	BE	Belgium	European Parliament		178362315106	Facebook	5	1	875025	350005	8748	1750
w019	Week 19	BE	Belgium	MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	44	1	792465	245447	5390	742
