country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
NL	Netherlands	w019	Week 19	2019-05-06	2019-05-12	1182	227	19621825	8401067	151741	31349
NL	Netherlands	w018	Week 18	2019-04-29	2019-05-05	1230	278	11533411	4702507	95697	20798
NL	Netherlands	w017	Week 17	2019-04-22	2019-04-28	1163	276	5134369	2041104	38304	8144
NL	Netherlands	w016	Week 16	2019-04-15	2019-04-21	1376	323	12865360	4988473	102967	19351
NL	Netherlands	w015	Week 15	2019-04-08	2019-04-14	1642	506	10923448	4474357	86585	15490
NL	Netherlands	w014	Week 14	2019-04-01	2019-04-07	1335	451	8794818	3294644	77022	13751
NL	Netherlands	w013	Week 13	2019-03-25	2019-03-31	1025	363	6426790	2363043	69637	13396
NL	Netherlands	w012	Week 12	2019-03-18	2019-03-24	1019	352	6978345	2495687	73048	12724
NL	Netherlands	w011	Week 11	2019-03-11	2019-03-17	760	281	6837275	2628643	57915	10150
NL	Netherlands	w010	Week 10	2019-03-04	2019-03-10	812	227	7377604	2917249	49882	8267
NL	Netherlands	w009	Week 9	2019-02-25	2019-03-03	323	121	3042058	1132206	29892	5432
NL	Netherlands	w008	Week 8	2019-02-18	2019-02-24	223	81	1537724	648906	10004	1827
NL	Netherlands	w007	Week 7	2019-02-11	2019-02-17	157	67	714767	257279	5303	825
NL	Netherlands	w006	Week 6	2019-02-04	2019-02-10	149	61	1555491	590140	11055	2446
NL	Netherlands	w005	Week 5	2019-01-28	2019-02-03	155	47	2706409	1073018	18263	4849
NL	Netherlands	w004	Week 4	2019-01-21	2019-01-27	111	36	475388	171123	3800	493
NL	Netherlands	w003	Week 3	2019-01-14	2019-01-20	115	39	196847	62941	1805	251
NL	Netherlands	w002	Week 2	2019-01-07	2019-01-13	89	36	372382	98353	3896	369
NL	Netherlands	w001	Week 1	2019-01-01	2019-01-06	78	29	750739	295425	3943	485
