country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
BE	Belgium	m18_24	male (18-24)	9205	1859	46257004	17850029	294810	54281
BE	Belgium	m25_34	male (25-34)	10424	2031	42138944	16426450	284797	52084
BE	Belgium	f18_24	female (18-24)	9394	1905	41412404	16022318	242276	43159
BE	Belgium	f25_34	female (25-34)	10598	2089	32600136	12839383	209998	37401
BE	Belgium	m35_44	male (35-44)	10252	1991	30350667	11626443	209872	36949
BE	Belgium	f35_44	female (35-44)	10452	2048	24396164	9383889	163117	28280
BE	Belgium	m45_54	male (45-54)	9785	1914	24273363	9110442	177772	31040
BE	Belgium	f45_54	female (45-54)	10028	1979	21467419	8099037	154764	26779
BE	Belgium	f55_64	female (55-64)	9032	1841	18350655	6637140	146638	23918
BE	Belgium	m55_64	male (55-64)	8886	1800	17139636	6144275	139213	22599
