week_code_filter	week_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w016	Week 16	COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	211	1	75947861	7547208	368002	7260
w016	Week 16	Ciudadanos	Ciudadanos	74078667754	Facebook	3212	1	59524788	18607999	475787	40400
w016	Week 16	AMERISOFT SRL		AR573801583431647232	Google	84	1	30031081	2988551	3205	116
w016	Week 16	Partido Popular	Partido Popular	72249031214	Facebook	1524	1	24180596	6440666	157388	4253
w016	Week 16	Future Innovation SRL		AR474748779908562944	Google	12	1	18564240	1856071	68567	1169
w016	Week 16	COALICION CANARIA		AR489541609348661248	Google	1987	1	18404082	781181	72751	456
w016	Week 16	Podemos	Unidas Podemos	269212336568846	Facebook	120	1	15766703	7063370	82367	18848
w016	Week 16	SPD	SPD	47930567748	Facebook	1580	1	14662563	4918571	236306	20217
w016	Week 16	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	347	1	13620435	1212643	21382	543
w016	Week 16	Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	8	1	11100000	1110000	91888	1550
w016	Week 16	ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	108	1	10710000	1063999	96669	2543
w016	Week 16	Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	59	1	10195083	1015359	27615	616
w016	Week 16	Partido Animalista PACMA		AR145115193901318144	Google	4	1	9933333	993333	44888	766
w016	Week 16	Kialo		729627343834501	Facebook	93	1	8715907	3408000	39706	9203
w016	Week 16	European Commission		107898832590939	Facebook	66	1	8007075	3636662	30420	8137
w016	Week 16	sp.a	sp.a	57253967150	Facebook	134	1	7021131	2812434	33625	7719
w016	Week 16	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	39	1	6968296	3047666	13162	3237
w016	Week 16	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	22	1	6102569	2676031	12829	3570
