audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	CZ	Czechia	5533	943	16421713	5920370	67224	15430
m18_24	male (18-24)	CZ	Czechia	5038	847	13708770	5060953	51656	13738
m35_44	male (35-44)	CZ	Czechia	5791	925	10213384	3415083	42235	9713
f18_24	female (18-24)	CZ	Czechia	5060	856	9865320	3772987	33464	9550
f25_34	female (25-34)	CZ	Czechia	5802	947	9064955	3242732	35323	8122
m45_54	male (45-54)	CZ	Czechia	5325	883	6138400	2021123	25766	6212
f35_44	female (35-44)	CZ	Czechia	5776	930	6043046	2101193	24460	5731
f45_54	female (45-54)	CZ	Czechia	5369	883	4548779	1543358	18293	4529
f55_64	female (55-64)	CZ	Czechia	4613	811	3754840	1182918	15829	3895
m55_64	male (55-64)	CZ	Czechia	4599	814	3215915	980635	13022	3149
m65_	male (65+)	CZ	Czechia	4384	716	3141592	863781	14354	3133
f65_	female (65+)	CZ	Czechia	4108	705	2917352	892194	12640	3035
f13_17	female (13-17)	CZ	Czechia	521	180	827875	276355	1605	304
m13_17	male (13-17)	CZ	Czechia	490	171	784807	263907	1769	386
u25_34	unknown (25-34)	CZ	Czechia	4011	807	114998	41343	470	113
u35_44	unknown (35-44)	CZ	Czechia	4258	813	108654	36989	464	112
u18_24	unknown (18-24)	CZ	Czechia	3134	662	45434	16106	184	44
u45_54	unknown (45-54)	CZ	Czechia	3447	727	37563	12588	169	41
u65_	unknown (65+)	CZ	Czechia	2486	596	31396	10071	121	28
u55_64	unknown (55-64)	CZ	Czechia	2423	611	16061	5113	67	16
u13_17	unknown (13-17)	CZ	Czechia	335	137	2963	959	6	1
