advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	5k_10k	5k - 10k	IE	Ireland	43	1	429011	214527	4247	0
Sean Kelly MEP		340786422717552	Facebook	5k_10k	5k - 10k	IE	Ireland	23	1	229976	114999	2276	0
European Parliament		178362315106	Facebook	5k_10k	5k - 10k	IE	Ireland	12	1	119988	60000	1188	0
Matt Carthy	Carthy Matt	580216935345125	Facebook	5k_10k	5k - 10k	IE	Ireland	8	1	79992	40000	792	0
Barry Andrews for Europe	Barry Andrews	188114061407	Facebook	5k_10k	5k - 10k	IE	Ireland	6	1	59938	29972	593	0
Alice Mary Higgins for Europe	Alice Mary Higgins	1055105841226515	Facebook	5k_10k	5k - 10k	IE	Ireland	6	1	59706	29856	591	0
Fianna Fáil	Fianna Fáil	222629035132	Facebook	5k_10k	5k - 10k	IE	Ireland	5	1	49989	24997	494	0
Maria Walsh	Fine Gael	883806764992893	Facebook	5k_10k	5k - 10k	IE	Ireland	4	1	39996	20000	395	0
Orla Kelly	Orla Kelly	284729489119670	Facebook	5k_10k	5k - 10k	IE	Ireland	4	1	39996	20000	396	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	5k_10k	5k - 10k	IE	Ireland	3	1	29997	15000	297	0
Cormac MacGowan	Mac Gowan Cormac	2224427621206563	Facebook	5k_10k	5k - 10k	IE	Ireland	3	1	29997	15000	297	0
Catherine Stocker SocDems	Stocker Catherine Anne	173573370153556	Facebook	5k_10k	5k - 10k	IE	Ireland	3	1	29997	15000	297	0
Aengus Ó Maoláin	Aengus Ó Maoláin	449230735412762	Facebook	5k_10k	5k - 10k	IE	Ireland	3	1	29997	15000	296	0
Tom Fox candidate in newly formed Sligo-Drumcliffe electoral area.		248763689345831	Facebook	5k_10k	5k - 10k	IE	Ireland	3	1	29997	15000	264	0
Deirdre Clune MEP	Deirdre Clune MEP	516116248507364	Facebook	5k_10k	5k - 10k	IE	Ireland	3	1	29996	15000	297	0
Aidan Farrelly Social Democrats	Farrelly Aidan	1907649435989003	Facebook	5k_10k	5k - 10k	IE	Ireland	3	1	29996	14999	296	0
Saoirse McHugh for MEP	Green Party Ireland	2242183922693730	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	19998	10000	198	0
Cyril Brennan - People Before Profit		164750800796944	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	19998	10000	198	0
Veganuary		170911309781648	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	19998	10000	229	0
Brendan Wyse	Brendan Wyse	264271610907208	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	19998	10000	198	0
Emma Coffey		758533090959869	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	19998	10000	198	0
Dave McGinn Social Democrats for West Wicklow	Mc Ginn David Philip	306572496836936	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	19998	10000	198	0
Carly Bailey	Bailey Carly	1761504887466495	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	19998	10000	198	0
Referendum Commission		580832208630212	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	19998	10000	198	0
Donna Sheridan - Local Election Candidate, Castlebar Area	Donna Sheridan	172032100346513	Facebook	5k_10k	5k - 10k	IE	Ireland	2	1	19998	10000	198	0
