advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	f	female	PT	Portugal	78	1	4949348	2171009	17312	3703
Partido Socialista Europeu	Partido Socialista Europeu	126509981274614	Facebook	f	female	PT	Portugal	65	1	2870392	1205190	4075	207
European Commission		107898832590939	Facebook	f	female	PT	Portugal	10	1	1282342	550485	2132	821
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	f	female	PT	Portugal	52	1	1265768	581578	2579	667
Kialo		729627343834501	Facebook	f	female	PT	Portugal	370	1	1056820	446063	4752	1176
MEO		69209479569	Facebook	f	female	PT	Portugal	4	1	927280	363236	1567	492
The Bamboo Brush Society		1152885191422950	Facebook	f	female	PT	Portugal	34	1	807519	319948	2246	247
Fundação Calouste Gulbenkian		49386033906	Facebook	f	female	PT	Portugal	1	1	617527	308764	308	61
Greens/EFA in the European Parliament		150527751674751	Facebook	f	female	PT	Portugal	49	1	598241	252799	741	95
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	f	female	PT	Portugal	35	1	541469	225110	1248	244
National Geographic		107307059419	Facebook	f	female	PT	Portugal	4	1	538936	267240	250	47
Página Miguel Viegas		194651341130667	Facebook	f	female	PT	Portugal	13	1	425943	168878	1426	227
Esquerda Net	Esquerda Net	116426248469551	Facebook	f	female	PT	Portugal	4	1	376387	188194	1879	872
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	f	female	PT	Portugal	61	1	353996	150940	1574	366
Uniarea		413110028708018	Facebook	f	female	PT	Portugal	5	1	258590	89349	325	0
European Youth Event		919232861444360	Facebook	f	female	PT	Portugal	8	1	248841	115749	693	161
Uiu		907141939410106	Facebook	f	female	PT	Portugal	4	1	246869	96321	258	46
Rios Livres		247517791943794	Facebook	f	female	PT	Portugal	10	1	242000	98129	763	83
350.org		12185972707	Facebook	f	female	PT	Portugal	28	1	235827	60557	1136	164
VoteWatch Europe		355087424564148	Facebook	f	female	PT	Portugal	8	1	214944	90751	445	142
Carlos Coelho		306796832807017	Facebook	f	female	PT	Portugal	6	1	207383	103692	851	170
Democracia para todos		141310866605696	Facebook	f	female	PT	Portugal	13	1	205339	68876	674	44
Um universitário também chora		1429916380583545	Facebook	f	female	PT	Portugal	5	1	172697	50875	288	0
UNICEF Portugal		193697864002162	Facebook	f	female	PT	Portugal	11	1	167704	51709	682	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	f	female	PT	Portugal	27	1	157360	45059	378	15
