advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDU	CDU	78502295414	Facebook	d128	2019-05-08	3170	1	4830978	1159375	43378	1037
AMERISOFT SRL		AR573801583431647232	Google	d128	2019-05-08	108	1	3792231	375777	651	0
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	d128	2019-05-08	22	1	2668370	1317563	4830	1735
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	d128	2019-05-08	1562	1	2322939	44425	9615	0
mmb media agentur d.o.o.		AR524572049809604608	Google	d128	2019-05-08	490	1	2196507	112499	5570	0
Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	d128	2019-05-08	46	1	2128482	903201	5464	1584
România în primul rând	Future Innovation	770704223323599	Facebook	d128	2019-05-08	37	1	2072575	922418	1949	496
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	d128	2019-05-08	35	1	1985966	867966	4944	1014
European Parliament		178362315106	Facebook	d128	2019-05-08	19	1	1933559	925515	13178	3462
Mediabrands Digital OÜ		AR530356305605427200	Google	d128	2019-05-08	324	1	1911571	153095	2668	0
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	d128	2019-05-08	175	1	1885243	533994	31746	4342
FDP	FDP	21289227249	Facebook	d128	2019-05-08	524	1	1755506	524485	17063	950
SPD	SPD	47930567748	Facebook	d128	2019-05-08	610	1	1629030	333826	61064	548
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	d128	2019-05-08	94	1	1597844	668654	4810	1204
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	d128	2019-05-08	295	1	1449511	573236	7389	1345
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	d128	2019-05-08	16	1	1267510	596791	2791	1222
Vlaams Belang	Vlaams Belang	56605856504	Facebook	d128	2019-05-08	4	1	1212743	584705	6978	1396
QuoteSearch.com	QuoteSearch	2235255886787452	Facebook	d128	2019-05-08	20	1	1179980	395000	11895	3355
SPÖ	SPÖ	77393060080	Facebook	d128	2019-05-08	525	1	1173182	394185	9432	1388
Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	d128	2019-05-08	6	1	1150994	510000	8194	2500
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	d128	2019-05-08	35	1	1110583	491554	2293	664
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	d128	2019-05-08	323	1	1086520	430384	8451	1979
Save the Children Italia		46590675335	Facebook	d128	2019-05-08	5	1	1079996	423500	2609	1122
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	d128	2019-05-08	143	1	1027940	86392	1252	0
Open Vld	Open Vld	53668151866	Facebook	d128	2019-05-08	165	1	1007122	393769	9859	1603
