country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
AT	Austria	w020	Week 20	2019-05-13	2019-05-13	3944	193	4557475	1357671	52576	3752
AT	Austria	w019	Week 19	2019-05-06	2019-05-12	5024	264	41271787	13181876	431564	44769
AT	Austria	w018	Week 18	2019-04-29	2019-05-05	4479	292	35675523	12708349	332640	54467
AT	Austria	w017	Week 17	2019-04-22	2019-04-28	3259	296	21722932	7713926	198875	31119
AT	Austria	w016	Week 16	2019-04-15	2019-04-21	2259	344	11113970	3811625	86766	12186
AT	Austria	w015	Week 15	2019-04-08	2019-04-14	1939	517	9287617	3157840	74116	10784
AT	Austria	w014	Week 14	2019-04-01	2019-04-07	1514	517	6590716	2191871	57696	7671
AT	Austria	w013	Week 13	2019-03-25	2019-03-31	1214	409	5860897	2055704	50561	7206
AT	Austria	w012	Week 12	2019-03-18	2019-03-24	1031	348	5061626	1730436	45235	5323
AT	Austria	w011	Week 11	2019-03-11	2019-03-17	726	256	5055179	1909151	43555	6554
AT	Austria	w010	Week 10	2019-03-04	2019-03-10	500	158	1754339	629685	15911	1955
AT	Austria	w009	Week 9	2019-02-25	2019-03-03	360	107	1766766	660945	12441	1782
AT	Austria	w008	Week 8	2019-02-18	2019-02-24	256	92	853518	297893	11110	1589
AT	Austria	w007	Week 7	2019-02-11	2019-02-17	185	77	1040300	378746	7859	1064
AT	Austria	w006	Week 6	2019-02-04	2019-02-10	174	69	819467	281404	7021	909
AT	Austria	w005	Week 5	2019-01-28	2019-02-03	219	65	790409	252072	9029	1301
AT	Austria	w004	Week 4	2019-01-21	2019-01-27	158	50	801090	271737	8222	1180
AT	Austria	w003	Week 3	2019-01-14	2019-01-20	144	53	670549	239829	6010	980
AT	Austria	w002	Week 2	2019-01-07	2019-01-13	95	42	532873	200905	4475	771
AT	Austria	w001	Week 1	2019-01-01	2019-01-06	88	33	886796	374008	5792	1196
