location_code_filter	location_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	49	1	2096588	983535	3929	1749
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	European Parliament		178362315106	Facebook	102	1	977513	444453	2657	842
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Fidesz	Fidesz	9844779306	Facebook	76	1	831699	394626	2778	1363
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	80	1	652514	270082	1617	612
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	MSZP	MSZP	115388925185513	Facebook	38	1	602641	219397	770	316
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	32	1	587918	246090	416	139
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	71	1	458081	189447	505	141
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	56	1	444817	181667	825	284
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	134	1	407638	152591	689	238
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Jakab Péter	Országgyűlés Hivatala Jobbik Frakció	781150971947219	Facebook	15	1	329353	107682	614	197
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	15	1	307166	130311	563	262
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	23	1	164278	62083	259	72
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Ádám Kósa Mep	Adam Kosa, Member of the European Parliament	237088069704442	Facebook	11	1	156453	66780	390	177
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	27	1	149992	51880	256	60
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Greenpeace Magyarország		35634348348	Facebook	65	1	140686	57360	306	18
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	European Commission		107898832590939	Facebook	11	1	135802	61550	488	133
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Vágó Gábor	LMP - Lehet Más a Politika	453253875264	Facebook	32	1	129317	54306	237	64
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Dúró Dóra	Sipos 	191946490841225	Facebook	18	1	126635	53828	321	123
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Kialo		729627343834501	Facebook	300	1	116860	47063	679	168
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Ujhelyi István dr.	MSZP	734217673259088	Facebook	26	1	112611	45840	284	104
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	European Greens	European Greens	141366725876424	Facebook	14	1	100260	44508	331	103
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Mi Hazánk Mozgalom	Mi Hazánk Mozgalom	620030171664750	Facebook	13	1	96944	37269	151	52
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Sneider Tamás	Országgyűlés Hivatala Jobbik Frakció	329107800543535	Facebook	12	1	90257	37170	180	61
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Bana Tibor	Országgyűlés Hivatala Jobbik Frakció	184890488198962	Facebook	10	1	82271	32649	107	46
borsod_abauj_zemplen_county_HU	Borsod-Abaúj-Zemplén County, Hungary	Budapest 10-es Választókerület		757956501234552	Facebook	24	1	81640	25926	186	38
