location_code_filter	location_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
aragon_ES	Aragón, Spain	PSOE Aragón	PSOE Aragón	170970449608409	Facebook	3586	1	4853356	392288	351429	100
aragon_ES	Aragón, Spain	Ciudadanos	Ciudadanos	74078667754	Facebook	706	1	4699525	1250123	65746	2593
aragon_ES	Aragón, Spain	Podemos	Unidas Podemos	269212336568846	Facebook	141	1	3087059	1379840	13633	3694
aragon_ES	Aragón, Spain	Partido Popular	Partido Popular	72249031214	Facebook	673	1	2354569	783144	25129	1505
aragon_ES	Aragón, Spain	Podemos Aragón	Podemos Equo	570770963015441	Facebook	6	1	714878	275949	1492	500
aragon_ES	Aragón, Spain	Jorge Azcón	Partido Popular Ayuntamiento de Zaragoza	1005758609559650	Facebook	108	1	684892	195000	11092	100
aragon_ES	Aragón, Spain	Colores Contra la Violencia		491948314339036	Facebook	22	1	568953	141964	2004	0
aragon_ES	Aragón, Spain	PSOE	PSOE	189318235003	Facebook	316	1	519994	205483	1718	307
aragon_ES	Aragón, Spain	European Parliament		178362315106	Facebook	80	1	421700	191286	1476	321
aragon_ES	Aragón, Spain	Un país moderno	Unidas Podemos	577723459314066	Facebook	38	1	397843	182232	2029	444
aragon_ES	Aragón, Spain	Greenpeace España	Greenpeace España	133044800622	Facebook	163	1	213637	78148	671	86
aragon_ES	Aragón, Spain	Pilar Alegría 2019	PSOE Aragón	1603193216419322	Facebook	123	1	170877	12000	12177	0
aragon_ES	Aragón, Spain	Save the Children España	Save the Children España	57845333112	Facebook	19	1	169436	80387	986	221
aragon_ES	Aragón, Spain	Apodemia		115927088504184	Facebook	21	1	155652	69930	72	5
aragon_ES	Aragón, Spain	Fundación Anesvad	Jose Manuel Bran Garcia	131231529742	Facebook	224	1	136436	52448	1105	217
aragon_ES	Aragón, Spain	España Ciudadana		349800235527721	Facebook	18	1	127554	56338	644	151
aragon_ES	Aragón, Spain	Ayuda LGTB		315021912539118	Facebook	51	1	122024	50662	767	153
aragon_ES	Aragón, Spain	Kialo		729627343834501	Facebook	361	1	116998	46292	598	149
aragon_ES	Aragón, Spain	Ingredientes que Suman		586540488142205	Facebook	13	1	105623	48386	271	60
aragon_ES	Aragón, Spain	Partido Popular de Aragón		132850536742025	Facebook	2	1	99998	20000	198	0
aragon_ES	Aragón, Spain	Elena Allué ZGZ	Partido Aragonés	1066267686904935	Facebook	6	1	89994	27000	594	0
aragon_ES	Aragón, Spain	PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	12	1	89391	39788	113	21
aragon_ES	Aragón, Spain	Respeto LGTB		2315084548728652	Facebook	238	1	86659	31128	1005	41
aragon_ES	Aragón, Spain	Stop Cambio Climático		124967441456981	Facebook	32	1	83670	34618	241	46
