week_code_filter	week_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w014	Week 14	EE	Estonia	Veriff		959442754113350	Facebook	2	1	114975	49879	240	48
w014	Week 14	EE	Estonia	Civil Liberties Union for Europe		1424938757739868	Facebook	1	1	49999	10000	99	0
w014	Week 14	EE	Estonia	Kialo		729627343834501	Facebook	6	1	32497	12921	283	56
w014	Week 14	EE	Estonia	Tartumaa Rohelised		1353771811435346	Facebook	1	1	31244	6249	54	0
w014	Week 14	EE	Estonia	Pepe Mardiste		1436271733110292	Facebook	1	1	30488	6097	53	0
w014	Week 14	EE	Estonia	Happy Smile hambaravi		171947682909048	Facebook	4	1	21995	9999	352	0
w014	Week 14	EE	Estonia	European Parliament		178362315106	Facebook	4	1	17725	4363	81	0
w014	Week 14	EE	Estonia	Edasi.org		165505543854570	Facebook	1	1	16663	3332	32	0
w014	Week 14	EE	Estonia	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	28	1	14246	6601	19	7
w014	Week 14	EE	Estonia	EMY		815299865514464	Facebook	2	1	12057	2411	41	0
w014	Week 14	EE	Estonia	Rahageenius: räägime sinu rahast		510039216124557	Facebook	1	1	9998	5000	98	0
w014	Week 14	EE	Estonia	YanaToom.ee		2367048563336709	Facebook	1	1	7999	4000	79	0
w014	Week 14	EE	Estonia	Стражи		310613372788542	Facebook	2	1	5284	1142	101	0
w014	Week 14	EE	Estonia	Videograaf		681238698922700	Facebook	1	1	4999	1000	99	0
w014	Week 14	EE	Estonia	Emilia Lombard		1695168230755337	Facebook	1	1	4999	1000	99	0
w014	Week 14	EE	Estonia	LandCredit.ee		238982800363576	Facebook	1	1	4998	1000	99	0
w014	Week 14	EE	Estonia	Ozan Yanar		730847103593100	Facebook	2	1	4718	932	52	9
w014	Week 14	EE	Estonia	COMODULE		590325834410648	Facebook	1	1	3747	749	74	0
w014	Week 14	EE	Estonia	Erki Savisaar		326940990843491	Facebook	1	1	3333	1666	33	0
w014	Week 14	EE	Estonia	Urmas Paet	Paet Urmas	223092011815453	Facebook	1	1	3332	666	66	0
w014	Week 14	EE	Estonia	Democracy Alive		277008469606499	Facebook	1	1	3060	1530	15	3
w014	Week 14	EE	Estonia	Guardian Weekly		64525551258	Facebook	4	1	2943	1202	5	1
w014	Week 14	EE	Estonia	Evelin Ilves		119700418047863	Facebook	1	1	2499	499	49	0
w014	Week 14	EE	Estonia	Berlin Beer Week		789641531111955	Facebook	1	1	1942	388	3	0
w014	Week 14	EE	Estonia	NOFIR - bringing value to marine waste		467976939969473	Facebook	2	1	1941	970	2	0
