advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	45_54	45-54	FI	Finland	1	1	21103	10552	210	105
Antton Rönnholm	Antton Rönnholm	575908612596562	Facebook	45_54	45-54	FI	Finland	10	1	14212	3291	137	0
Sirpa Pietikäinen	Sirpa Pietikäinen	140188405326	Facebook	45_54	45-54	FI	Finland	2	1	14122	3320	140	24
Kristillisdemokraatit	Kristillisdemokraatit	157614802920	Facebook	45_54	45-54	FI	Finland	3	1	11103	2196	130	20
Mauri Pekkarinen	Mauri Pekkarinen	177939666416553	Facebook	45_54	45-54	FI	Finland	1	1	8323	1664	83	16
Poliitikko Sami Yli-Rahnasto	Pohjanmaan Kokoomus ry	371635287025743	Facebook	45_54	45-54	FI	Finland	1	1	6362	1272	12	0
Miikka-Markus Leskinen europarlamenttiin	Leskinen Miikka-Markus	1964589417153542	Facebook	45_54	45-54	FI	Finland	2	1	3402	680	44	4
Olli Kotro Euroopan parlamenttiin 2019	Kauko Niko Aleksanteri	2211654885785838	Facebook	45_54	45-54	FI	Finland	3	1	3087	559	84	0
Petra Schulze Steinen	Schulze-Steinen Petra Elina Marjatta	266912807301110	Facebook	45_54	45-54	FI	Finland	5	1	2909	461	105	0
Pekka Shemeikka	Nokela Matti Juhani Philip	591986911282315	Facebook	45_54	45-54	FI	Finland	1	1	2703	540	53	0
Paula Aikio-Tallgren EU-vaaliehdokas	Pohjoisen asian osaajat ry	510346432432044	Facebook	45_54	45-54	FI	Finland	4	1	2261	452	44	0
Karri Ollila Europarlamenttiin 2019	Karri Ollila	300059733998436	Facebook	45_54	45-54	FI	Finland	1	1	2193	1096	21	0
Matilda af Hällström	af Hällström Matilda Linnea Alice	430195364409025	Facebook	45_54	45-54	FI	Finland	2	1	1947	389	38	0
Henna Virkkunen	Henna Virkkunen	120537424633927	Facebook	45_54	45-54	FI	Finland	2	1	1839	367	36	0
Arto Luukkanen	Riekkovaara Niko Tapani	1527478777519070	Facebook	45_54	45-54	FI	Finland	1	1	1496	299	29	0
Perussuomalaiset	Perussuomalaiset	181106108341	Facebook	45_54	45-54	FI	Finland	1	1	1472	294	29	0
Irja Sokka Poliitikko	Irja Sokka Poliitikko	689010728162410	Facebook	45_54	45-54	FI	Finland	4	1	1386	196	59	0
Filip Hamro-Drotz	HAMRO-DROTZ DENNIS MIKAEL	2251922594829597	Facebook	45_54	45-54	FI	Finland	4	1	1370	158	72	0
Kaisa Penny	Kaisa Penny	259256970891807	Facebook	45_54	45-54	FI	Finland	2	1	1093	168	41	0
Miapetra Kumpula-Natri	Euroopassa Suomen tähden  / Miapetra Kumpula-Natri	922311201130062	Facebook	45_54	45-54	FI	Finland	1	1	962	192	19	0
Filip Björklöf	Filip Björklöfs understödsförening	432450826819256	Facebook	45_54	45-54	FI	Finland	4	1	916	146	32	0
Mikkel Näkkäläjärvi	Nakkalajarvi Mikkel Antte Iisakki	617733068345315	Facebook	45_54	45-54	FI	Finland	3	1	877	173	18	0
Matleena Käppi	Matleena Käpin vuoden 2019 vaalien tukiyhdistys	1806983809518838	Facebook	45_54	45-54	FI	Finland	1	1	810	162	16	0
Anna Sirkiä	Anna Sirkiä	115751458577078	Facebook	45_54	45-54	FI	Finland	1	1	736	147	14	0
Henrik Wickström	Wickström 2019	448116415229902	Facebook	45_54	45-54	FI	Finland	4	1	719	0	71	0
Tekniikan Maailma	Rainisto Sami Pasi Kalevi	309780042465696	Facebook	45_54	45-54	FI	Finland	1	1	688	137	13	0
Mia Haglund	Mia Haglund MEPiksi -kampanja	252498358197157	Facebook	45_54	45-54	FI	Finland	5	1	597	137	9	0
Mikko Ohela	Mikko Ohela	201647537374497	Facebook	45_54	45-54	FI	Finland	1	1	455	91	9	0
Eurooppalainen Suomi ry	Eurooppalainen Suomi ry	163903613685550	Facebook	45_54	45-54	FI	Finland	2	1	292	0	28	0
VIKES Viestintä ja kehitys -säätiö	Viestintä ja kehitys -säätiö	381290523932	Facebook	45_54	45-54	FI	Finland	1	1	252	0	24	0
Anna Jungner-Nordgren	Stödföreningen för Anna Jungner-Nordgren	126206450772264	Facebook	45_54	45-54	FI	Finland	1	1	218	0	21	0
Olli-Pekka Nyberg	NYBERG OLLI-PEKKA	291483185114189	Facebook	45_54	45-54	FI	Finland	1	1	208	0	20	0
