advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	43	1	1095783	498886	2057	545
Sylwia Spurek		1967695263556184	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	2	1	1049998	510000	1279	255
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	57	1	643054	233328	2142	395
Gazeta Wyborcza		63563473556	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	282	1	631771	231727	1461	205
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	9	1	547774	264350	760	158
Greenpeace Polska		32104614789	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	60	1	344546	140686	727	170
Kialo		729627343834501	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	359	1	311482	126892	1962	459
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	8	1	271510	131813	322	62
Portal Poznan.pl	Portal Poznan.pl	491439407560076	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	4	1	255996	111000	278	46
Amnesty International Polska		57544755889	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	57	1	215076	73496	784	215
Polska Fundacja im. Roberta Schumana		150617698324166	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	8	1	212658	42532	400	75
European Commission		107898832590939	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	10	1	187374	90187	779	150
Poseł Jakub Rutnicki	Poseł Jakub Rutnicki	222141244609992	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	7	1	157589	36671	480	83
Razem	KKW Lewica Razem - Razem, Unia Pracy, RSS	430323810469014	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	24	1	120042	50247	219	47
Parlament Europejski - Biuro w Polsce		405326618416	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	10	1	112014	48365	209	32
ADAR		175390195814995	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	1	1	110621	55311	257	128
Marcin Bosacki	KWW Koalicja Europejska PO PSL SLD .N Zieloni	325783984956664	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	2	1	104998	51000	255	116
Aquanet SA		137679446248389	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	1	1	99999	50000	116	23
Akcja Demokracja		277892342334350	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	53	1	94550	26033	230	18
Kospel S.A.		105979422814402	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	3	1	94369	41927	365	73
You Vote EU Polska		1923072537771358	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	3	1	93905	37444	104	18
Nomada Stowarzyszenie		114318528622863	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	9	1	93748	43000	44	5
Ewa Kopacz	Koalicyjny Komitet Wyborczy Koalicja Europejska PO SLD PSL .N Zieloni	213282625349772	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	9	1	86984	19996	207	0
Paweł Bejda	Bejda Paweł 	587380481330698	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	39	1	85354	26671	204	29
Partia Zieloni	KKW Koalicja Europejska PO PSL SLD .N Zieloni	48391402694	Facebook	greater_poland_voivodeship_PL	Greater Poland Voivodeship, Poland	18	1	80256	16352	198	39
