advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	1k_5k	1k - 5k	RO	Romania	62	1	20833387	9716379	44536	14581
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	1k_5k	1k - 5k	RO	Romania	92	1	15353219	6942724	46498	9931
România în primul rând	Future Innovation	770704223323599	Facebook	1k_5k	1k - 5k	RO	Romania	19	1	6038537	2740583	9269	1854
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	1k_5k	1k - 5k	RO	Romania	26	1	5945822	2624528	12685	2537
European Parliament		178362315106	Facebook	1k_5k	1k - 5k	RO	Romania	12	1	5701338	2771455	29035	5808
Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	1k_5k	1k - 5k	RO	Romania	37	1	4296769	1978845	18051	3611
European Commission		107898832590939	Facebook	1k_5k	1k - 5k	RO	Romania	4	1	2197616	1098809	10985	2197
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	1k_5k	1k - 5k	RO	Romania	7	1	2183237	1021942	3415	683
Fără Penali în Funcții Publice	Uniunea Salvați România - USR	275621429636078	Facebook	1k_5k	1k - 5k	RO	Romania	15	1	1579337	743222	7318	1463
Politice.net	politice.net	2546711162025064	Facebook	1k_5k	1k - 5k	RO	Romania	3	1	1393565	696783	1463	292
Declic	Declic	686190454826244	Facebook	1k_5k	1k - 5k	RO	Romania	7	1	1300653	603876	3415	683
PSD Galati	Partidul Social Democrat Galati	1585170161775563	Facebook	1k_5k	1k - 5k	RO	Romania	10	1	1207748	603876	4878	975
Litere.net	litere.net	1504323906337545	Facebook	1k_5k	1k - 5k	RO	Romania	3	1	1021945	510973	1463	292
Romania #nuepsd	Future Innovation	293215748279337	Facebook	1k_5k	1k - 5k	RO	Romania	2	1	929035	464518	975	195
Silvia Dinică		1128229287275038	Facebook	1k_5k	1k - 5k	RO	Romania	3	1	696772	278709	1463	292
Tikaboo Romania		617570241716349	Facebook	1k_5k	1k - 5k	RO	Romania	5	1	557423	255486	2439	487
Consiliul Național PSD	Partidul Social Democrat	428923027871330	Facebook	1k_5k	1k - 5k	RO	Romania	2	1	546450	223226	2588	1148
Winkler Gyula		1560147330888040	Facebook	1k_5k	1k - 5k	RO	Romania	1	1	464521	232260	487	97
Viorel Catarama	Dreapta Liberală - DL	795022763862618	Facebook	1k_5k	1k - 5k	RO	Romania	1	1	464520	232260	487	97
George Simion	George Simion	2212856535602171	Facebook	1k_5k	1k - 5k	RO	Romania	2	1	464520	185808	975	195
Departamentul pentru Agricultură și Dezvoltare Rurală al PSD	Partidul Social Democrat	339365506708219	Facebook	1k_5k	1k - 5k	RO	Romania	2	1	464517	185807	975	195
Custom Resita Festival		2218037274884370	Facebook	1k_5k	1k - 5k	RO	Romania	1	1	464026	232013	487	97
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	1k_5k	1k - 5k	RO	Romania	2	1	427219	213610	2135	427
Kialo		729627343834501	Facebook	1k_5k	1k - 5k	RO	Romania	17	1	413772	184194	3404	875
EU Environment		305608429284	Facebook	1k_5k	1k - 5k	RO	Romania	1	1	364196	182098	1820	364
