week_code_filter	week_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	BG	Bulgaria	Демократична България	Демократична България	995342840629890	Facebook	14	1	1171449	485313	2505	354
w019	Week 19	BG	Bulgaria	Приоритети	БЗНС	1163987410423594	Facebook	56	1	713639	254688	2343	75
w019	Week 19	BG	Bulgaria	Лиляна Павлова	Лиляна Павлова	119576588238010	Facebook	23	1	604573	125519	2201	0
w019	Week 19	BG	Bulgaria	Стефан Тафров	Стефан Тафров	233810563693016	Facebook	38	1	515944	133478	3155	0
w019	Week 19	BG	Bulgaria	Път на младите	Път на младите	2051476654950711	Facebook	10	1	500826	175433	1677	214
w019	Week 19	BG	Bulgaria	Партия на ЗЕЛЕНИТЕ	Mitrakiev Boyan	1438204226503681	Facebook	10	1	302749	63551	830	0
w019	Week 19	BG	Bulgaria	За Петър Чобанов	Chobanov Petar	762986410409232	Facebook	21	1	267877	58619	1671	0
w019	Week 19	BG	Bulgaria	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	1	1	246176	98470	245	49
w019	Week 19	BG	Bulgaria	Кристиян Шкварек	Oblakov Nikolay	651747871952382	Facebook	12	1	204926	45536	845	0
w019	Week 19	BG	Bulgaria	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	13	1	195259	61375	953	11
w019	Week 19	BG	Bulgaria	European Greens	European Greens	141366725876424	Facebook	4	1	174391	71464	800	215
w019	Week 19	BG	Bulgaria	Ваня Григорова - независим кандидат за евродепутат	Vanya Grigorova 	344617396401957	Facebook	4	1	147342	32134	362	0
w019	Week 19	BG	Bulgaria	informo.bg	informo.bg	262524054082832	Facebook	4	1	142316	45185	315	32
w019	Week 19	BG	Bulgaria	Радан Кънев	Радан Кънев	1461853244069926	Facebook	8	1	132902	34875	707	0
w019	Week 19	BG	Bulgaria	Бареков и Байрактаров без цензура - ТВ предаване		405986069871245	Facebook	2	1	107200	41145	131	0
w019	Week 19	BG	Bulgaria	Росен Богомилов	Ivanov Hristo	1183492355137046	Facebook	2	1	104997	50999	597	99
w019	Week 19	BG	Bulgaria	Party of European Socialists	Party of European Socialists	148097975226385	Facebook	1	1	78540	31416	78	15
