advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
People's Vote UK	People's Vote	748608695327755	Facebook	w001	Week 1	1332	1	30308668	9628999	350244	57396
Britain's Future	Britain's Future	1625300137516491	Facebook	w001	Week 1	64	1	4179230	1556982	17277	3069
38 Degrees	38 Degrees	200006375787	Facebook	w001	Week 1	35	1	1877802	749380	14730	2549
We are the 52%	We are the 52%	466744973727718	Facebook	w001	Week 1	20	1	1660574	595878	2856	274
European Parliament		178362315106	Facebook	w001	Week 1	3	1	1299997	650000	6497	1600
MDM Deutsche Münze		126866220711392	Facebook	w001	Week 1	8	1	1264992	486000	6892	1300
Uiu		907141939410106	Facebook	w001	Week 1	4	1	1099996	420000	1196	200
The Labour Party	The Labour Party	25749647410	Facebook	w001	Week 1	4	1	899996	399999	7517	1504
Greenpeace UK	Greenpeace UK 	9250349228	Facebook	w001	Week 1	63	1	845502	282697	7816	1634
NHS Against Brexit	Scientists for EU	2126073340865034	Facebook	w001	Week 1	7	1	799993	260000	6472	1157
Plan International Sverige		382243262003	Facebook	w001	Week 1	63	1	715149	275032	7431	1860
Oxfam Italia		150200761667597	Facebook	w001	Week 1	56	1	612369	156189	6572	304
Primes écologique		152399322377561	Facebook	w001	Week 1	2	1	599998	250000	5498	1100
Andy Street	The Conservative Party	625464517632792	Facebook	w001	Week 1	34	1	560047	219142	3857	289
Women for a People's Vote	Women for a People's Vote	235989320458995	Facebook	w001	Week 1	14	1	554986	240000	5885	1388
Harald Vilimsky		547597092025909	Facebook	w001	Week 1	8	1	541995	258000	3315	939
More United	More United	618113871680733	Facebook	w001	Week 1	6	1	541327	207666	6319	1157
Le 1		850828794934579	Facebook	w001	Week 1	6	1	529993	209000	994	99
InFacts	InFacts	678120165658753	Facebook	w001	Week 1	10	1	514989	165999	4038	1041
Comme j'aime		146933438675224	Facebook	w001	Week 1	1	1	499999	200000	4999	1000
Photovoltaik Angebote		154225911862559	Facebook	w001	Week 1	1	1	499999	200000	9999	5000
		0	Facebook	w001	Week 1	14	1	462986	181000	2323	267
Nature Index		145327659223282	Facebook	w001	Week 1	6	1	459994	185000	687	0
350.org		12185972707	Facebook	w001	Week 1	6	1	409994	175000	2308	445
Alex Salmond	Slainte Media	136191876445102	Facebook	w001	Week 1	2	1	399998	200000	1154	231
