day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d132	2019-05-12	PT	Portugal	137	56	410197	179324	892	192
d131	2019-05-11	PT	Portugal	167	60	475716	203947	1140	292
d130	2019-05-10	PT	Portugal	168	65	503522	202796	1304	278
d129	2019-05-09	PT	Portugal	179	65	1448085	668785	1971	236
d128	2019-05-08	PT	Portugal	165	64	318532	144513	714	115
d127	2019-05-07	PT	Portugal	161	63	1002061	440897	2294	443
d126	2019-05-06	PT	Portugal	160	62	488550	230961	1922	340
d125	2019-05-05	PT	Portugal	173	66	340183	156549	1646	333
d124	2019-05-04	PT	Portugal	179	69	583282	269613	1990	497
d123	2019-05-03	PT	Portugal	202	78	447505	202958	938	274
d122	2019-05-02	PT	Portugal	234	79	1340025	653069	1908	725
d121	2019-05-01	PT	Portugal	213	79	372666	154098	914	277
d120	2019-04-30	PT	Portugal	263	91	504488	186356	1284	285
d119	2019-04-29	PT	Portugal	283	89	1432522	673402	6141	1256
d118	2019-04-28	PT	Portugal	269	88	1128435	547763	5680	1109
d117	2019-04-27	PT	Portugal	277	96	207721	89141	1116	324
d116	2019-04-26	PT	Portugal	561	110	642143	269589	2381	569
d115	2019-04-25	PT	Portugal	546	110	426308	169303	1100	116
d114	2019-04-24	PT	Portugal	531	109	257422	63619	893	57
d113	2019-04-23	PT	Portugal	486	110	580706	250305	2169	364
d112	2019-04-22	PT	Portugal	387	116	183030	59832	752	42
d111	2019-04-21	PT	Portugal	341	111	311142	138698	721	112
d110	2019-04-20	PT	Portugal	356	119	281497	100749	655	78
d109	2019-04-19	PT	Portugal	436	132	982282	413350	1721	299
d108	2019-04-18	PT	Portugal	476	138	361560	149566	1001	84
d107	2019-04-17	PT	Portugal	500	141	691790	296453	1568	169
d106	2019-04-16	PT	Portugal	560	149	509083	203964	2003	313
d105	2019-04-15	PT	Portugal	597	166	861223	342820	2456	326
d104	2019-04-14	PT	Portugal	552	179	1140878	462681	3271	491
d103	2019-04-13	PT	Portugal	527	196	1176685	468549	3150	476
d102	2019-04-12	PT	Portugal	619	215	1618746	628069	5962	867
d101	2019-04-11	PT	Portugal	551	217	1199053	446770	4784	662
d100	2019-04-10	PT	Portugal	497	206	838318	318098	2759	364
d099	2019-04-09	PT	Portugal	523	218	1338236	518168	4049	866
d098	2019-04-08	PT	Portugal	511	204	777345	313168	2738	449
d097	2019-04-07	PT	Portugal	451	186	713717	282216	1780	317
d096	2019-04-06	PT	Portugal	459	200	745581	283672	2044	315
