advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	montana_province_BG	Montana Province, Bulgaria	39	1	67982	31332	121	33
Приоритети	БЗНС	1163987410423594	Facebook	montana_province_BG	Montana Province, Bulgaria	40	1	30641	11306	85	3
Демократична България	Демократична България	995342840629890	Facebook	montana_province_BG	Montana Province, Bulgaria	20	1	23592	8547	41	2
Kialo		729627343834501	Facebook	montana_province_BG	Montana Province, Bulgaria	223	1	18753	7202	97	22
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	montana_province_BG	Montana Province, Bulgaria	28	1	16221	7604	34	10
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	montana_province_BG	Montana Province, Bulgaria	53	1	15585	6431	76	17
Движение ВОЛЯ		289082018098560	Facebook	montana_province_BG	Montana Province, Bulgaria	1	1	9479	3792	9	1
Крум Дончев/Krum Donchev		155516354469476	Facebook	montana_province_BG	Montana Province, Bulgaria	8	1	9024	4359	6	0
informo.bg	informo.bg	262524054082832	Facebook	montana_province_BG	Montana Province, Bulgaria	4	1	8280	4140	17	2
България на Труда и Разума - БТР		709384432421964	Facebook	montana_province_BG	Montana Province, Bulgaria	7	1	7334	1547	14	0
Ангел Джамбазки	Войчин Мирчо	139581756144530	Facebook	montana_province_BG	Montana Province, Bulgaria	9	1	6005	1860	17	0
European Commission		107898832590939	Facebook	montana_province_BG	Montana Province, Bulgaria	3	1	5647	2823	15	3
Стефан Тафров	Stefan Tafrov	233810563693016	Facebook	montana_province_BG	Montana Province, Bulgaria	12	1	5217	1162	33	0
Кристиян Шкварек	Oblakov Nikolay	651747871952382	Facebook	montana_province_BG	Montana Province, Bulgaria	7	1	3646	786	10	0
Евро Ферт АД		271746059949890	Facebook	montana_province_BG	Montana Province, Bulgaria	1	1	3380	1690	7	1
European Greens		141366725876424	Facebook	montana_province_BG	Montana Province, Bulgaria	5	1	3301	1506	9	2
