country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
PT	Portugal	w020	Week 20	2019-05-13	2019-05-13	130	53	312557	141399	632	145
PT	Portugal	w019	Week 19	2019-05-06	2019-05-12	225	85	4406311	1977309	9678	1766
PT	Portugal	w018	Week 18	2019-04-29	2019-05-05	388	122	5010956	2292075	14793	3645
PT	Portugal	w017	Week 17	2019-04-22	2019-04-28	784	166	3426704	1450310	14067	2585
PT	Portugal	w016	Week 16	2019-04-15	2019-04-21	946	203	4010573	1651344	10136	1385
PT	Portugal	w015	Week 15	2019-04-08	2019-04-14	1041	350	8099993	3159814	26719	4178
PT	Portugal	w014	Week 14	2019-04-01	2019-04-07	773	331	5243768	1996290	17279	2290
PT	Portugal	w013	Week 13	2019-03-25	2019-03-31	601	273	3597970	1329111	13567	1776
PT	Portugal	w012	Week 12	2019-03-18	2019-03-24	506	221	2762811	1032317	8976	605
PT	Portugal	w011	Week 11	2019-03-11	2019-03-17	358	174	3207708	1271368	11065	1659
PT	Portugal	w010	Week 10	2019-03-04	2019-03-10	361	172	4913422	1914905	14798	2072
PT	Portugal	w009	Week 9	2019-02-25	2019-03-03	158	85	635686	236697	1928	215
PT	Portugal	w008	Week 8	2019-02-18	2019-02-24	113	63	567561	241288	2114	289
PT	Portugal	w007	Week 7	2019-02-11	2019-02-17	87	53	181482	57136	1018	32
PT	Portugal	w006	Week 6	2019-02-04	2019-02-10	71	39	384688	140054	1493	182
PT	Portugal	w005	Week 5	2019-01-28	2019-02-03	87	32	77510	33540	350	26
PT	Portugal	w004	Week 4	2019-01-21	2019-01-27	75	29	96449	37381	587	67
PT	Portugal	w003	Week 3	2019-01-14	2019-01-20	92	34	398505	146992	1732	256
PT	Portugal	w002	Week 2	2019-01-07	2019-01-13	57	26	297874	96797	992	105
PT	Portugal	w001	Week 1	2019-01-01	2019-01-06	56	26	813862	308263	1595	210
