advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	diekirch_district_LU	Diekirch District, Luxembourg	2	1	6028	1520	20	0
DP - Demokratesch Partei	DP - Demokratesch Partei	280875378609326	Facebook	diekirch_district_LU	Diekirch District, Luxembourg	4	1	5595	1119	41	0
déi jonk gréng	Déi jonk gréng	197451906960613	Facebook	diekirch_district_LU	Diekirch District, Luxembourg	3	1	4941	1252	27	0
LSAP	Lëtzebuerger Sozialistesch Aarbechterpartei	47216059667	Facebook	diekirch_district_LU	Diekirch District, Luxembourg	3	1	1282	256	25	0
Gary Diderich	Gary Diderich	73144437219	Facebook	diekirch_district_LU	Diekirch District, Luxembourg	2	1	629	101	22	0
ADR  - Alternativ Demokratesch Reformpartei	ADR	115916035102253	Facebook	diekirch_district_LU	Diekirch District, Luxembourg	1	1	473	94	9	0
CSV	CSV	56016549775	Facebook	diekirch_district_LU	Diekirch District, Luxembourg	2	1	413	67	14	0
Wee2050 / Nee2015	Wee2050 / Nee2015	889354561125041	Facebook	diekirch_district_LU	Diekirch District, Luxembourg	3	1	410	143	14	0
Friddens- a Solidaritéitsplattform	Gary Diderich	110747949801520	Facebook	diekirch_district_LU	Diekirch District, Luxembourg	1	1	380	76	7	0
déi Lénk	déi Lénk	120444648033670	Facebook	diekirch_district_LU	Diekirch District, Luxembourg	2	1	278	48	8	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	diekirch_district_LU	Diekirch District, Luxembourg	1	1	95	47	0	0
déi gréng	déi gréng	21710789873	Facebook	diekirch_district_LU	Diekirch District, Luxembourg	1	1	83	0	8	0
CDH liste à la Chambre province de Liège	CDH - Centre Démocrate Humaniste	268478507423505	Facebook	diekirch_district_LU	Diekirch District, Luxembourg	3	1	41	8	0	0
European Commission	European Commission	107898832590939	Facebook	diekirch_district_LU	Diekirch District, Luxembourg	2	1	33	17	0	0
Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	diekirch_district_LU	Diekirch District, Luxembourg	1	1	28	5	0	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	diekirch_district_LU	Diekirch District, Luxembourg	1	1	12	2	0	0
Greens/EFA in the European Parliament	Greens/EFA in the European Parliament	150527751674751	Facebook	diekirch_district_LU	Diekirch District, Luxembourg	1	1	3	1	0	0
