advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Danuta Hübner	KKW Koalicja Europejska PO SLD PSL .N Zieloni	458440260940195	Facebook	rd5	Last 5 days	5	1	8995	1000	115	0
Harrach Péter	Országgyűlés Hivatala KDNP frakció	206160682739388	Facebook	rd5	Last 5 days	5	1	8995	1000	27	9
Populares De Ordes	Maria Dolores Caamaño Lata	1544054002507675	Facebook	rd5	Last 5 days	5	1	8995	1000	495	0
Lourdes Ciuró	Partit Demòcrata	553752911726041	Facebook	rd5	Last 5 days	5	1	8995	1000	495	0
Barry Andrews for Europe	Barry Andrews	188114061407	Facebook	rd5	Last 5 days	5	1	8995	1000	495	0
Malta Independent	Malta Independent	480288348662981	Facebook	rd5	Last 5 days	5	1	8995	1000	495	0
PS Móstoles	PS Móstoles	328021943957505	Facebook	rd5	Last 5 days	5	1	8995	1000	495	0
Giovanni Paolo Bernini	Luca Perrone	2387532191477889	Facebook	rd5	Last 5 days	9	1	8991	0	891	0
Ralph Puli: Kap tal-Kunsilliera PN f'Hal Qormi	Ralph Puli	312887412236411	Facebook	rd5	Last 5 days	9	1	8991	0	891	0
Geri Ballo	Gerarta Ballo	2261381937462680	Facebook	rd5	Last 5 days	4	1	7996	1000	396	0
Österreichische Gesellschaft für Europapolitik	Österreichische Gesellschaft für Europapolitik	290449626693	Facebook	rd5	Last 5 days	4	1	7996	1000	396	0
Matias Eduardo DIAZ Crescitelli	Matias Eduardo Diaz Crescitelli	166286387478761	Facebook	rd5	Last 5 days	4	1	7996	1000	396	0
SPD Plauen	SPD Plauen	289178329438	Facebook	rd5	Last 5 days	4	1	7996	1000	396	0
Filip Hamro-Drotz	HAMRO-DROTZ DENNIS MIKAEL	2251922594829597	Facebook	rd5	Last 5 days	4	1	7996	1000	396	0
Δημιουργία Ξανά	Δημιουργία Ξανά	226397774096827	Facebook	rd5	Last 5 days	4	1	7996	1000	396	0
Livia Caldesi	Livia Caldesi 	280159089588950	Facebook	rd5	Last 5 days	4	1	7996	1000	396	0
Fatma Øktem	Fatma Øktem	1695475020740767	Facebook	rd5	Last 5 days	4	1	7996	1000	53	0
Antonio Giampietro - Non vedo che Bari	Antonio Giampietro	456495818216210	Facebook	rd5	Last 5 days	4	1	7996	1000	396	0
Radici al Futuro - Gianluca Pasqui sindaco	Radici al Futuro	2340434752842917	Facebook	rd5	Last 5 days	4	1	7996	1000	396	0
Talíř do Bruselu	KDU-ČSL	2108659169383946	Facebook	rd5	Last 5 days	4	1	7996	1000	46	7
Θάνος Δούρος - Υποψήφιος Δημοτικός Σύμβουλος με το Σπιράλ	Αθανασιος Δουρος	244248349814901	Facebook	rd5	Last 5 days	4	1	7995	1000	396	0
Irja Sokka Poliitikko	Irja Sokka Poliitikko	689010728162410	Facebook	rd5	Last 5 days	4	1	7995	1000	396	0
Lista Civica "ProgettiAmo Savignano"	Enrico Tagliavini	2111477435580468	Facebook	rd5	Last 5 days	4	1	7995	1000	396	0
Filip Björklöf	Filip Björklöfs understödsförening	432450826819256	Facebook	rd5	Last 5 days	4	1	7995	1000	396	0
CDU Ostprignitz-Ruppin	CDU OPR	226018367465596	Facebook	rd5	Last 5 days	8	1	7992	0	792	0
Radka Trylčová do Evropského parlamentu	ODS - Občanská demokratická strana	388570561882834	Facebook	rd5	Last 5 days	8	1	7992	0	30	0
SMER - SD Medzilaborce	SMER - SD	281308282615392	Facebook	rd5	Last 5 days	8	1	7992	0	792	0
SMER - SD Gelnica	SMER - SD	2350856495150329	Facebook	rd5	Last 5 days	8	1	7992	0	792	0
BÜNDNIS 90/DIE GRÜNEN Kreisverband Neckar-Odenwald	Bündnis 90/Die Grünen, Kreisverband Neckar-Odenwald	546103272077045	Facebook	rd5	Last 5 days	8	1	7992	0	792	0
Marie-Agnes Strack-Zimmermann	Marie-Agnes Strack-Zimmermann	782677895144628	Facebook	rd5	Last 5 days	3	1	6997	1000	297	0
Live Communications for MEP Elections May 2019	Stephen Florian	962042630582450	Facebook	rd5	Last 5 days	3	1	6997	1000	297	0
USR Prahova	USR Prahova	1385405838141456	Facebook	rd5	Last 5 days	3	1	6997	1000	62	0
Davide Montrucchio - Moderati - Elezioni Regione Piemonte 2019	Davide Montrucchio	459608377914093	Facebook	rd5	Last 5 days	3	1	6997	1000	297	0
FDP Karlsruhe-Stadt	FDP Kreisverband Karlsruhe-Stadt	342930772424635	Facebook	rd5	Last 5 days	3	1	6997	1000	297	0
GRÜNE im Landkreis FREISING	Bündnis 90/Die Grünen Kreisverband Freising	419905770448	Facebook	rd5	Last 5 days	3	1	6997	1000	297	0
Pascal Badziong	Pascal Badziong	1414539822143557	Facebook	rd5	Last 5 days	3	1	6997	1000	297	0
SMER - SD Veľký Krtíš	SMER - SD	549243152271627	Facebook	rd5	Last 5 days	3	1	6997	1000	297	0
Liberalerna Luleå	Liberalerna Luleå	588513591196975	Facebook	rd5	Last 5 days	3	1	6997	1000	64	9
Moderaterna i Varberg	Moderaterna	665682436792792	Facebook	rd5	Last 5 days	3	1	6997	1000	64	9
Grüne im Kreis Germersheim	BÜNDNIS 90/DIE GRÜNEN KV Germerseheim	272673066211280	Facebook	rd5	Last 5 days	3	1	6996	1000	297	0
Paolo Siani	Paolo Siani	1821913614485612	Facebook	rd5	Last 5 days	3	1	6996	1000	297	0
Francesco Mingiardi	Francesco Mingiardi	1556016234698562	Facebook	rd5	Last 5 days	3	1	6996	1000	297	0
Ing.Alexandr Gegalčij, kandidat-Europarlament, Rozumní&Národní Demokracie	Gegalczij Alexandr	386508422184056	Facebook	rd5	Last 5 days	3	1	6996	1000	27	3
Empoli Ecologista per Beatrice Cioni sindaco	Giuseppe Pluchino	1323687517793993	Facebook	rd5	Last 5 days	3	1	6996	1000	297	0
BZS 23 - Bündnis Zukunft Stuttgart 23	Marc Fuchs 	225413838047902	Facebook	rd5	Last 5 days	3	1	6996	1000	297	0
SPD Neckarsulm	SPD Neckarsulm	140119866067404	Facebook	rd5	Last 5 days	3	1	6996	1000	297	0
SMER - SD Myjava	SMER - SD	427535404700954	Facebook	rd5	Last 5 days	3	1	6996	1000	297	0
Tristan Gray	Tristan Gray	262125774120331	Facebook	rd5	Last 5 days	3	1	6996	1000	343	0
Daniele Vergini Candidato Sindaco M5S	Daniele Vergini	415104189237042	Facebook	rd5	Last 5 days	7	1	6993	0	693	0
Silla en Democracia	Silla en Democràcia - Podemos	745713098877772	Facebook	rd5	Last 5 days	7	1	6993	0	693	0
Jacob Rosenberg	Rosenberg Jacob	804239283072976	Facebook	rd5	Last 5 days	7	1	6993	0	92	0
Junge Generation in der SPÖ	Junge Generation in der SPÖ	138952762862969	Facebook	rd5	Last 5 days	7	1	6993	0	693	0
Niels Arbøl - Folketingskandidat for Radikale Venstre	Arbol Niels Henrik Karsten	303548033422907	Facebook	rd5	Last 5 days	7	1	6993	0	92	0
DIE LINKE. Pforzheim/Enzkreis	DIE LINKE. Kreisverband Pforzheim/Enzkreis	1415204915390057	Facebook	rd5	Last 5 days	7	1	6993	0	693	0
SPD Bitterfeld-Wolfen	SPD Ortsverein Bitterfeld-Wolfen	131796416966341	Facebook	rd5	Last 5 days	7	1	6993	0	693	0
Dita Charanzová	ANO	219333261570307	Facebook	rd5	Last 5 days	2	1	5998	1000	23	3
Кристиян Шкварек	Oblakov Nikolay	651747871952382	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Victoria Drummond Kilpatrick	Victoria Drummond Kilpatrick	1157928984332403	Facebook	rd5	Last 5 days	2	1	5998	1000	26	0
déi Lénk	déi Lénk	120444648033670	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Marco Dell’Acqua - Candidato Consigliere Comune di Pavia	Marco Dell'Acqua	406828380095591	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	rd5	Last 5 days	2	1	5998	1000	80	13
Junge Union Deutschlands	Junge Union Deutschlands	46098347293	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Jusos Schleswig-Holstein	Jusos Schleswig-Holstein	185490505413	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Marinos Mousiouttas	Andreas Nikitaras	306684270037168	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Dyab Abou Jahjah	Abou Jahjah Dyab	650597568382274	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Be.One	Abou Jahjah Dyab	203646696858225	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Centerkvinnorna i Göteborg	Ostring Bergman Karin Maria	170111706526814	Facebook	rd5	Last 5 days	2	1	5998	1000	55	9
Jeppe Kofod	Socialdemokratiet	137685999659722	Facebook	rd5	Last 5 days	2	1	5998	1000	26	0
LO-distriktet i Västsverige	LO-distriktet i Västsverige	213326548681872	Facebook	rd5	Last 5 days	2	1	5998	1000	55	9
Mariusz Kotarba - Kandydat do Parlamentu Europejskiego	KW Wiosna Roberta Biedronia	307031223301174	Facebook	rd5	Last 5 days	2	1	5998	1000	46	0
Gary Diderich	Gary Diderich	73144437219	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Dr. Anthony Buttigieg	Buttigieg Anthony Emanuel	410157219370162	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Kamila Gasiuk-Pihowicz	Kamila Gasiuk-PIhowicz KKW Koalicja Europejska PO PSL SLD .N Zieloni	150412465290475	Facebook	rd5	Last 5 days	2	1	5998	1000	46	0
Arto Luukkanen	Riekkovaara Niko Tapani	1527478777519070	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Die Innsbrucker Grünen	Die Innsbrucker Grünen	185943534768550	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Kaisa Penny	Kaisa Penny	259256970891807	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Steffi Krisper	Stephanie Krisper	170392456839307	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Socialdemokraterna i Malmö	Socialdemokraterna i Malmö	133148933394485	Facebook	rd5	Last 5 days	2	1	5998	1000	55	9
Simon Clarke MP	Simon Clarke	228249960960213	Facebook	rd5	Last 5 days	2	1	5998	1000	229	0
USR Petroșani	Uniunea Salvați România - USR	1624764627827202	Facebook	rd5	Last 5 days	2	1	5998	1000	41	0
Fabio Amendolara	Fabio Amendolara	122191987831675	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Rune Christiansen - Radikale Venstre	Christiansen Rune	170821413115387	Facebook	rd5	Last 5 days	2	1	5998	1000	26	0
Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	rd5	Last 5 days	2	1	5998	1000	80	13
Enrico Zucchi - Lega Prato	Enrico Zucchi	707579962958222	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Kim Alloo	Alloo Kim	2165082146846340	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Zora Jaurová • Progresívne Slovensko	MPhilms o.z.	267456060571592	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Lucia Nicholsonová verí v zdravý rozum	Richard Sulik	714437508635046	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Troels Lund Poulsen	Poulsen Troels Lund	139443622778678	Facebook	rd5	Last 5 days	2	1	5998	1000	80	13
Pieter Konings²	Konings Pieter	277457939649994	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Tommaso Grassi	Tommaso Grassi	152990974745578	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Luca Pollastri	Luca Pollastri 	2876030782421977	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Simon Hart MP	Simon Hart MP	914835805358773	Facebook	rd5	Last 5 days	2	1	5998	1000	229	0
Se Puede Villarrobledo	Se Puede Villarrobledo - Podemos - Equo	1402189470095566	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
BÜNDNIS 90/DIE GRÜNEN Magdeburg	BÜNDNIS 90/DIE GRÜNEN Magdeburg	83113756872	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Lia Montalti	Lia Montalti	1490311121245235	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Davide Milan	Davide Milan	192738147436471	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Sophie Løhde	Sophie Løhde	699619700116377	Facebook	rd5	Last 5 days	2	1	5998	1000	80	13
Lamprinos-Vlattas Efstratios - Stratos	Ευστρατιος Λαμπρινος Βλαττας	378201616112682	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Jesper Petersen	Jesper Petersen	287814831337164	Facebook	rd5	Last 5 days	2	1	5998	1000	26	0
Izquierda Nacional de los Trabajadores - INTRA -  Figueres	Jaime Farrerons Sanchez	398513670329567	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Ondrej Prostredník • Prostredník medzi Vami a Európou	Progresívne Slovensko	951009345100113	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
GRAS Innsbruck	Grüne & Alternative Student_innen	169544599829393	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Uniamo Prevalle	Luca Belli	571992369975700	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Hydrogene Technologies Hungary	Nagy Tamás	406305670209771	Facebook	rd5	Last 5 days	2	1	5998	1000	4	1
Erik Ciardi - en smålänning i Europa	Bengtsson Qvarnström Bert B Filip	228671011420851	Facebook	rd5	Last 5 days	2	1	5998	1000	55	9
Braňo Gigac	Gigac Branislav	1293379587429941	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Maria Fiorito Sindaco di Muggiò	Francesco Lauria	266642000163056	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Sharon Nolan	Nolan Sharon Kathryn	399903233737537	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Radek Hlaváček	Hlavacek Radek	294674561247936	Facebook	rd5	Last 5 days	2	1	5998	1000	23	3
Venstres Ungdom - VU	Venstres Ungdom - VU	167412043730	Facebook	rd5	Last 5 days	2	1	5998	1000	80	13
Luca Vidoni	Luca Onorio Vidoni	392986254173330	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Ábel Ravasz	Ábel Ravasz	978554185546219	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Unidos Mostoles	Unidos Móstoles	795355574130668	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
SPD Oberspreewald-Lausitz	Alexander Krüger	236968340096641	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Eva Decroix	ODS - Občanská demokratická strana	567229570370422	Facebook	rd5	Last 5 days	2	1	5998	1000	23	3
Percorso Comune - Lista Civica Borgo Valbelluna	Percorso Comune	1486831954785890	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Kim Edberg Andersen	Kim Edberg Andersen-Kristoffersen	533374726861312	Facebook	rd5	Last 5 days	2	1	5998	1000	26	0
Herczeg Tamás	Nagy Sándor	292787761246129	Facebook	rd5	Last 5 days	2	1	5998	1000	4	1
Gema Gil Mira	Unidas Podemos	354000792075872	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
PD Sesto San Giovanni	Ernesto Guido Gatti	435576253166208	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Adrienne Wallace - People Before Profit	Wallace Adrienne Catherine	1555518121383424	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
Δέσποινα Καϊσίδου - Υποψήφια Σύμβουλος Περιφέρειας Αττικής με τη ΝΕΑ ΑΡΧΗ	Δέσποινα Καϊσίδου	2362047030473326	Facebook	rd5	Last 5 days	2	1	5998	1000	198	0
FDP Kreisverband Bonn	FDP Kreisverband Bonn	215346935169485	Facebook	rd5	Last 5 days	2	1	5997	1000	198	0
Andrea Delmastro	Davide Eugenio Zappalà	74110200741	Facebook	rd5	Last 5 days	2	1	5997	1000	198	0
Serdal Benli	Benli Serdal	30196574028	Facebook	rd5	Last 5 days	2	1	5997	1000	26	0
Kampf dem Gemurkse	Freie Bürger für Baden-Baden e.V.	217852272501802	Facebook	rd5	Last 5 days	2	1	5997	1000	198	0
Bündnis Grundeinkommen	Bündnis Grundeinkommen	548285578684618	Facebook	rd5	Last 5 days	2	1	5997	1000	198	0
Rosa Galindo Málaga Ahora	Málaga Ahora	283962895855799	Facebook	rd5	Last 5 days	2	1	5997	1000	198	0
Пламена Заячка	Zayachka Plamena	265202954078265	Facebook	rd5	Last 5 days	2	1	5997	1000	176	0
Centrosinistra per Sinalunga con Edo Zacchei Sindaco	Partito Democratico Siena	629810123784822	Facebook	rd5	Last 5 days	2	1	5997	1000	198	0
Ангел Джамбазки	Войчин Мирчо	139581756144530	Facebook	rd5	Last 5 days	2	1	5997	1000	198	0
ProDG	ProDG	89846075866	Facebook	rd5	Last 5 days	2	1	5997	1000	198	0
CDU Cottbus	CDU Cottbus	146947498681487	Facebook	rd5	Last 5 days	2	1	5997	1000	198	0
Miljöpartiet Västra Götaland	Miljöpartiet Västra Götaland	835842266433861	Facebook	rd5	Last 5 days	2	1	5997	1000	55	9
CSV	CSV	56016549775	Facebook	rd5	Last 5 days	2	1	5997	1000	198	0
Peoples Vote West Lancashire	Terence Leonard Brotheridge	679879869119530	Facebook	rd5	Last 5 days	2	1	5997	1000	229	0
Noticias Para Municipios	Noticias Para Municipios	1379602938926936	Facebook	rd5	Last 5 days	2	1	5997	1000	198	0
Magnus Kolsjö	Magnus Kolsjö	46378622086	Facebook	rd5	Last 5 days	6	1	5994	0	55	0
Stem Henrik Sørensen i Folketinget	Henrik Michael Borsholm Sørensen	122569581108638	Facebook	rd5	Last 5 days	6	1	5994	0	79	0
Så er det nu: Gør valget grønt	Jørgensen Mattias Friis	2074470782634792	Facebook	rd5	Last 5 days	6	1	5994	0	79	0
Café Európa	Slovenská spoločnosť pre zahraničnú politiku	116570825042936	Facebook	rd5	Last 5 days	6	1	5994	0	594	0
CDU Brohltal	CDU Brohltal	956080184452111	Facebook	rd5	Last 5 days	6	1	5994	0	594	0
PSOE Getafe	PSOE Getafe	466283470091128	Facebook	rd5	Last 5 days	6	1	5994	0	594	0
SMER - SD Sobrance	SMER - SD	426072294860879	Facebook	rd5	Last 5 days	6	1	5994	0	594	0
SMER - SD Krupina	SMER - SD	1200293416793772	Facebook	rd5	Last 5 days	6	1	5994	0	594	0
SMER - SD Revúca	SMER - SD	2216039445116710	Facebook	rd5	Last 5 days	6	1	5994	0	594	0
Alternative für Deutschland AfD - Koblenz - Ratsfraktion und Kreisverband	AfD Rheinland-Pfalz	334979833311527	Facebook	rd5	Last 5 days	6	1	5994	0	594	0
MSZP II. Kerület	MSZP II. kerület	180828571955861	Facebook	rd5	Last 5 days	6	1	5994	0	19	3
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Thodoris Kalabokis	Thodoris Kalabokis	311791572779718	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Ionel Arsene	Ionel Arsene	298765223557508	Facebook	rd5	Last 5 days	1	1	4999	1000	20	0
Siamo Europei Padova	Siamo Europei	445280926043270	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Anita Kucharska-Dziedzic	KW Wiosna Roberta Biedronia	402330900557208	Facebook	rd5	Last 5 days	1	1	4999	1000	23	0
Fredrick Federley	Fredrick Federley	189892183097	Facebook	rd5	Last 5 days	1	1	4999	1000	46	9
Maroš Šefčovič	SMER - SD	245361515516655	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Beata Mazurek	KW Prawo i Sprawiedliwość	564941230235866	Facebook	rd5	Last 5 days	1	1	4999	1000	23	0
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	rd5	Last 5 days	1	1	4999	1000	15	3
Norbert Hofer	FPÖ	1650580648552563	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
AfD Stuttgart	AfD Stuttgart	1224202144262985	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Gijs Degrande	N-VA	2343399459056104	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
VoteEuropa Deutschland	Verena Katharina Riedmiller	628787484249066	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Diego Conesa Alcaraz	Partido Socialista de la Región de Murcia	1597999790219205	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Krešo Beljak	Vlahovic Mario	52929105855	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Zoran Bahtijarević	Vlahovic Mario	2195720960680577	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Λευτέρης Χριστοφόρου - Lefteris Christoforou	Λευτέρης Χριστοφόρου - Lefteris Christoforou	832972046731724	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Andrea Tronzano	The Flag srl	321173954632439	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Άσπα Γοσποδίνη - Υποψήφια Ευρωβουλευτής Κινήματος Αλλαγής	Άσπα Γοσποδίνη	566613627164683	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Radu Mihaiu	Mihaiu Radu-Nicolae	689386518104305	Facebook	rd5	Last 5 days	1	1	4999	1000	20	0
Cesena2024	Cesena2024	593948501059981	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
POST VON GEHRKE	Elmar Gehrke	630172117364339	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Catia Degli Esposti Sindaco	Catia Degli Esposti	438647399606160	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Gay Nicaragua		645262448969789	Facebook	rd5	Last 5 days	1	1	4999	1000	13	2
Bianca Verrillo	Bianca Verrillo	597101660767723	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Alba Leo	Podemos	404585820104810	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Vlaams Belang Bilzen	Vlaams Belang	1796765513978532	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Larry Sanders Green Party Spokesperson for Health and Social Care	Oxfordshire Green Party	357293541126414	Facebook	rd5	Last 5 days	1	1	4999	1000	114	0
Verdi Firenze	VERDI FIRENZE	237052423729117	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Joris Vandenbroucke	Vandenbroucke Joris Jeroen J	984867054996076	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Robert Jarosław Iwaszkiewicz	Marcin Piotr Dudek	1492626540957540	Facebook	rd5	Last 5 days	1	1	4999	1000	23	0
Elezionistatigeneralidelledonne	Maria Grazia Flora Santagostino	260931531372598	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Filimon Tezolato	FILIMON-TEZOLATO ADRIAN	319400161992089	Facebook	rd5	Last 5 days	1	1	4999	1000	20	0
Friddens- a Solidaritéitsplattform	Gary Diderich	110747949801520	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Danielle Godderis T'Jonck	N-VA	239999043457805	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Paweł Szramka	KWW Kukiz'15	1469910760001090	Facebook	rd5	Last 5 days	1	1	4999	1000	23	0
Bert Maertens	N-VA	230657213955622	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Μανώλης Κεφαλογιάννης / Manolis Kefalogiannis	Μανώλης Κεφαλογιάννης / Manolis Kefalogiannis	51638783172	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Geodrilling	Andersen Soren	234290023402609	Facebook	rd5	Last 5 days	1	1	4999	1000	66	13
FDP Wahlkampf	Philippe André Westenfelder	393722064802394	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Δρ. Γρηγόρης Λέων, Ιατροδικαστής	Grigorios Leon	185241851651860	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Partit Demòcrata Palafrugell	Partit Demòcrata	1519791624941798	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Karsten Klein	Karsten Klein	120519827980254	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
BARBARA MATERA	Barbara Matera	78020429052	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Ewa Kopacz	Koalicyjny Komitet Wyborczy Koalicja Europejska PO SLD PSL .N Zieloni	213282625349772	Facebook	rd5	Last 5 days	1	1	4999	1000	23	0
Smart Concepts	Smart Concepts	283818458361591	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Csabai Lászlóné		199986007234052	Facebook	rd5	Last 5 days	1	1	4999	1000	1	0
Jeszenszki András		440197766088272	Facebook	rd5	Last 5 days	1	1	4999	1000	1	0
PVDA West-Vlaanderen	PVDA	1661103980836335	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Salvatore Barbagallo	The Flag srl	428552284374545	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Δημήτρης Γούπιος - Υποψήφιος Δημοτικός Σύμβουλος Παλαιού Φαλήρου	Georgios Kapellaris	606260353179128	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Jusos Pinneberg	Jusos Pinneberg	68141565265	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Tobias Krammer	Tobias Krammer	1643134582482219	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Moderaterna i Region Västmanland	Moderaterna Västmanland	161086337290646	Facebook	rd5	Last 5 days	1	1	4999	1000	46	9
MediaMarkt Papenburg Leer	MediaMarkt Papenburg Leer	188696547813120	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Sofie Carsten Nielsen	Sofie Carsten Nielsen	148900938515423	Facebook	rd5	Last 5 days	1	1	4999	1000	66	13
Marco Magarini Montenero	Marco Magarini Montenero	2327015047579648	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Labour North West	The Labour Party	61950489543	Facebook	rd5	Last 5 days	1	1	4999	1000	114	0
Βενετόπουλος Χριστόδουλος - Υπ. Ευρωβουλευτής ΝΕΟ	Χριστοδουλος Βενετοπουλος	289155901968557	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Anne Rabbitte TD	Rabbitte Anne Marie	1426461550915658	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Jeroen Janssen - kandidaat Europarlementariër	Van Oosterbosch Benjamin	921841297985499	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Moravské zemské hnutí	Hysek Ondrej	223701741482175	Facebook	rd5	Last 5 days	1	1	4999	1000	19	3
Bekir Kablan	Kablan Bekir Emre	650745248703181	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Più Europa Bologna	Zeno Gobetti	796239407253658	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
EAJ PNV Gipuzkoa	EAJ-PNV	144273808967495	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Centerstudenter Linköping	Isac Riddarsparre (Centerstudenter Linköping)	668083499965739	Facebook	rd5	Last 5 days	1	1	4999	1000	46	9
Magyar Kétfarkú Kutya Párt	Magyar Kétfarkú Kutya Párt	14792493292	Facebook	rd5	Last 5 days	1	1	4999	1000	3	1
Υποψήφιος Ευρωβουλευτής Νικόλας Καρακίτσος	Nikolaos Karakitsos	299812430697382	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
LEALI per Lagonegro	Nicola Giampietro	612616479163218	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Phil Hackemann	Philip Fritz Hermann Hackemann	234193444126795	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Area Rieti	Felice Costini	1657823274462372	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
Sébastien Doutreloup	Sébastien Camille C.Doutreloup	2605782112772045	Facebook	rd5	Last 5 days	1	1	4999	1000	99	0
