advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Adrian Mocanu	Mocanu Adrian	1750234035208501	Facebook	buzau_county	Buzău County	RO	Romania	9	1	520991	227000	1762	462
Romania #nuepsd	Future Innovation	293215748279337	Facebook	buzau_county	Buzău County	RO	Romania	12	1	205092	102369	212	105
PNL Buzău		482604971767291	Facebook	buzau_county	Buzău County	RO	Romania	8	1	99992	29000	166	0
România în primul rând	Future Innovation	770704223323599	Facebook	buzau_county	Buzău County	RO	Romania	48	1	20147	8998	22	5
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	buzau_county	Buzău County	RO	Romania	79	1	14649	6510	32	9
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	buzau_county	Buzău County	RO	Romania	153	1	13861	6359	34	7
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	buzau_county	Buzău County	RO	Romania	112	1	12336	5429	21	5
Corina Cretu	Corina Cretu	200813406761691	Facebook	buzau_county	Buzău County	RO	Romania	24	1	4471	895	18	0
European Parliament		178362315106	Facebook	buzau_county	Buzău County	RO	Romania	73	1	4355	2032	21	4
Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	buzau_county	Buzău County	RO	Romania	77	1	4001	1764	14	3
Litere.net	litere.net	1504323906337545	Facebook	buzau_county	Buzău County	RO	Romania	13	1	3771	1806	3	0
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	buzau_county	Buzău County	RO	Romania	36	1	3646	1652	4	1
Politice.net	politice.net	2546711162025064	Facebook	buzau_county	Buzău County	RO	Romania	12	1	2492	1190	2	0
European Commission		107898832590939	Facebook	buzau_county	Buzău County	RO	Romania	11	1	2215	1099	5	1
Departamentul Fonduri Europene al PSD	Partidul Social Democrat	1030472763816931	Facebook	buzau_county	Buzău County	RO	Romania	7	1	1691	766	0	0
Fără Penali în Funcții Publice	Uniunea Salvați România - USR	275621429636078	Facebook	buzau_county	Buzău County	RO	Romania	36	1	1638	793	5	1
Viorel Catarama	Dreapta Liberală - DL	795022763862618	Facebook	buzau_county	Buzău County	RO	Romania	20	1	1272	596	1	0
Partidul Social Democrat Departamentul pentru Politici Fiscal Bugetare		2006803969624108	Facebook	buzau_county	Buzău County	RO	Romania	5	1	1112	518	0	0
Departamentul pentru Agricultură și Dezvoltare Rurală al PSD	Partidul Social Democrat	339365506708219	Facebook	buzau_county	Buzău County	RO	Romania	12	1	1093	453	1	0
Silvia Dinică		1128229287275038	Facebook	buzau_county	Buzău County	RO	Romania	19	1	996	387	1	0
Siegfried Muresan		731035500293728	Facebook	buzau_county	Buzău County	RO	Romania	5	1	996	405	0	0
Traian Băsescu		361235817223309	Facebook	buzau_county	Buzău County	RO	Romania	10	1	971	400	1	0
George Simion		2212856535602171	Facebook	buzau_county	Buzău County	RO	Romania	23	1	797	320	1	0
Video News		329122497569429	Facebook	buzau_county	Buzău County	RO	Romania	4	1	710	296	0	0
Consiliul Național PSD	Partidul Social Democrat	428923027871330	Facebook	buzau_county	Buzău County	RO	Romania	4	1	613	271	2	0
