advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDU	CDU	78502295414	Facebook	35_44	35-44	4945	1	2354302	416121	85961	0
European Parliament	European Parliament	178362315106	Facebook	35_44	35-44	39	1	1386289	604266	7615	2200
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	35_44	35-44	21	1	1104272	506941	3634	1066
Gouvernement	Gouvernement	392341217527576	Facebook	35_44	35-44	10	1	708533	291341	1870	486
Fidesz	Fidesz	9844779306	Facebook	35_44	35-44	18	1	530104	242500	2334	1043
Avaaz	Avaaz	8340223883	Facebook	35_44	35-44	10	1	505238	198240	1006	277
FDP	FDP	21289227249	Facebook	35_44	35-44	836	1	504378	84460	13791	58
INBOX	New Digital Media	369693523475596	Facebook	35_44	35-44	15	1	481325	210694	644	48
Alianța 2020 USR PLUS	Alianța 2020 USR PLUS	621574984950400	Facebook	35_44	35-44	5	1	391279	163621	912	199
Remain United	Centrum Campaign Ltd	388121018451293	Facebook	35_44	35-44	28	1	389804	149742	1702	393
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	35_44	35-44	763	1	386992	70473	13164	46
The Labour Party	The Labour Party	25749647410	Facebook	35_44	35-44	10	1	353626	156073	2778	851
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	35_44	35-44	63	1	320412	130433	748	244
Beate Meinl-Reisinger	NEOS	243225039137708	Facebook	35_44	35-44	3	1	273023	136512	1452	343
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	35_44	35-44	19	1	254121	103265	904	244
Massimiliano Santini	Massimiliano Ghelfi	389585871653842	Facebook	35_44	35-44	35	1	253466	94782	910	100
Vlaams Belang	Vlaams Belang	56605856504	Facebook	35_44	35-44	9	1	251136	124956	3426	1243
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	35_44	35-44	5	1	227895	96830	463	92
Conservatives	The Conservative Party	8807334278	Facebook	35_44	35-44	699	1	223755	38611	8830	28
Jobbik Magyarországért Mozgalom	Országgyűlés Hivatala Jobbik Frakció	287770891404	Facebook	35_44	35-44	3	1	218693	90900	440	220
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	35_44	35-44	362	1	191047	617	18687	0
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	35_44	35-44	18	1	190105	82296	3757	771
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	35_44	35-44	1	1	189633	94817	94	18
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	35_44	35-44	270	1	180187	42343	5885	0
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	35_44	35-44	27	1	152518	36725	1916	391
