advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament Office in Cyprus		205478755729	Facebook	25_34	25-34	CY	Cyprus	5	1	379426	187268	1871	371
ΑΚΕΛ - AKEL	ΑΚΕΛ - AKEL	117799504920552	Facebook	25_34	25-34	CY	Cyprus	71	1	371168	96317	1580	0
Στηρίζουμε Μαρίνο Κλεάνθους για την Ευρωβουλή		831939610501208	Facebook	25_34	25-34	CY	Cyprus	22	1	331074	121145	1247	168
Κίνημα Σοσιαλδημοκρατών ΕΔΕΚ	EDEK	489124984493054	Facebook	25_34	25-34	CY	Cyprus	51	1	269625	55301	1333	0
Prof. Dr. Niyazi Kızılyürek		878208312216203	Facebook	25_34	25-34	CY	Cyprus	16	1	197537	69423	495	35
γυρίζουμε		278308089460720	Facebook	25_34	25-34	CY	Cyprus	6	1	159481	70398	1093	252
Nicos Tornaritis - Νίκος Τορναρίτης		115653995162093	Facebook	25_34	25-34	CY	Cyprus	15	1	134129	27487	283	0
Τζώρτζια Κωνσταντίνου-Παναγιώτου / Georgia Constantinou-Panayiotou		270213387069072	Facebook	25_34	25-34	CY	Cyprus	18	1	126457	26781	371	0
Λευτέρης Χριστοφόρου - Lefteris Christoforou		832972046731724	Facebook	25_34	25-34	CY	Cyprus	42	1	107534	24761	808	0
UK-Cyprus Enterprise Council	UK-Cyprus Enterprise Council 	1837120569879342	Facebook	25_34	25-34	CY	Cyprus	7	1	84961	36992	142	6
Costas Mavrides - Κώστας Μαυρίδης	Costas Mavrides - Κώστας Μαυρίδης	197874087030899	Facebook	25_34	25-34	CY	Cyprus	13	1	79624	23592	175	6
European Parliament		178362315106	Facebook	25_34	25-34	CY	Cyprus	9	1	73549	27452	606	101
Παναγιώτης Σεντώνας - Panayiotis Sentonas		436419753766608	Facebook	25_34	25-34	CY	Cyprus	10	1	71178	15785	263	0
Δρ. ΕΛΕΝΗ ΘΕΟΧΑΡΟΥΣ - Dr. ELENI THEOCHAROUS		46620712083	Facebook	25_34	25-34	CY	Cyprus	19	1	60644	12849	254	0
Power Beach		484571345318227	Facebook	25_34	25-34	CY	Cyprus	1	1	57195	28598	28	0
Δημήτρης Παπαδάκης	Δημήτρης Παπαδάκης - Demetris Papadakis	1406872809567447	Facebook	25_34	25-34	CY	Cyprus	9	1	46846	9338	212	0
Kialo		729627343834501	Facebook	25_34	25-34	CY	Cyprus	11	1	46166	16114	114	28
Δημοκρατικό Κόμμα		293704380825571	Facebook	25_34	25-34	CY	Cyprus	19	1	44867	11653	222	0
Κόμμα Δικαιοσύνης - ΟΑΔ	Michael Minas	404386316397983	Facebook	25_34	25-34	CY	Cyprus	7	1	43452	8690	138	0
Παρατηρητήριο Τρίτης Ηλικίας Κύπρου		1788557328061678	Facebook	25_34	25-34	CY	Cyprus	4	1	41023	15031	149	22
Μαρία Παστελλά		408568246617951	Facebook	25_34	25-34	CY	Cyprus	6	1	38534	7549	179	0
AKEL Türkçe	ΑΚΕΛ - AKEL	811609932267686	Facebook	25_34	25-34	CY	Cyprus	4	1	35365	13177	100	0
Νικόλας Παπαδόπουλος	Μανωλης Κυριακου	998046016880140	Facebook	25_34	25-34	CY	Cyprus	12	1	35248	8517	144	0
yeniduzen		223172754383571	Facebook	25_34	25-34	CY	Cyprus	2	1	35185	7037	54	9
European Greens		141366725876424	Facebook	25_34	25-34	CY	Cyprus	2	1	34233	15784	131	34
