advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	f18_24	female (18-24)	416	1	8502550	3952693	56223	12978
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	f18_24	female (18-24)	5137	1	7992554	2172118	125708	5359
European Greens	European Greens	141366725876424	Facebook	f18_24	female (18-24)	80	1	7367359	3345539	57341	13163
European Commission	European Commission	107898832590939	Facebook	f18_24	female (18-24)	92	1	6612835	3105420	19266	5030
Best For Britain	Best for Britain	1863944713844924	Facebook	f18_24	female (18-24)	94	1	6416565	2667542	50133	11493
CDU	CDU	78502295414	Facebook	f18_24	female (18-24)	14020	1	5570438	1202318	181298	409
SPD	SPD	47930567748	Facebook	f18_24	female (18-24)	2403	1	4050467	999295	82025	1729
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	f18_24	female (18-24)	2245	1	3977621	1079796	87987	2483
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	f18_24	female (18-24)	286	1	3513015	1424905	15709	3161
Gouvernement	Gouvernement	392341217527576	Facebook	f18_24	female (18-24)	12	1	2666108	1212812	16555	3458
Avaaz	Avaaz	8340223883	Facebook	f18_24	female (18-24)	113	1	2574283	1111517	15195	3551
Remain United	Centrum Campaign Ltd	388121018451293	Facebook	f18_24	female (18-24)	125	1	2395639	1018913	19063	4773
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	f18_24	female (18-24)	59	1	2353219	1040845	16957	3659
FDP	FDP	21289227249	Facebook	f18_24	female (18-24)	1358	1	2322999	640806	28913	752
Katarina Barley	SPD	1522202731410785	Facebook	f18_24	female (18-24)	475	1	2261281	560690	22207	1210
Valmyndigheten	Valmyndigheten	1737852076287450	Facebook	f18_24	female (18-24)	59	1	2253665	965406	13264	3223
Miljöpartiet de gröna	Miljöpartiet de gröna	34780126150	Facebook	f18_24	female (18-24)	44	1	1819176	832009	18509	4151
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	f18_24	female (18-24)	134	1	1614509	714919	4239	1825
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	f18_24	female (18-24)	19	1	1366446	638424	9088	2022
CD&V	CD&V	52997544531	Facebook	f18_24	female (18-24)	120	1	1327380	476264	9237	1722
Open Vld	Open Vld	53668151866	Facebook	f18_24	female (18-24)	96	1	1316160	545309	14922	3620
SEO/BirdLife	SEO/BirdLife	70020937349	Facebook	f18_24	female (18-24)	42	1	1244234	486004	4104	823
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	f18_24	female (18-24)	212	1	1243686	515302	18425	4459
Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	f18_24	female (18-24)	25	1	1197009	489756	13056	3187
Parlamentul European, Biroul de Informare în Romania	Parlamentul European, Biroul de Informare în Romania	138896782840976	Facebook	f18_24	female (18-24)	15	1	1149181	531260	1177	254
Vlaams Belang	Vlaams Belang	56605856504	Facebook	f18_24	female (18-24)	36	1	1089267	464883	15608	4034
Fidesz	Fidesz	9844779306	Facebook	f18_24	female (18-24)	102	1	1038824	448891	5152	2188
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	f18_24	female (18-24)	43	1	1005266	434716	2300	651
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	f18_24	female (18-24)	41	1	972841	423750	13249	4081
Groen	Groen	84920854319	Facebook	f18_24	female (18-24)	49	1	969497	388603	6941	1368
Kálmán Olga Hivatalos oldala	Kálmán Olga Hivatalos oldala	1878531865537365	Facebook	f18_24	female (18-24)	144	1	951914	373418	2792	1045
MoVimento 5 Stelle	MoVimento 5 Stelle	174457180812	Facebook	f18_24	female (18-24)	12	1	945794	391652	5038	1275
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	f18_24	female (18-24)	22	1	906570	408425	1502	443
sp.a	sp.a	57253967150	Facebook	f18_24	female (18-24)	34	1	898534	399239	2969	793
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	f18_24	female (18-24)	17	1	897910	440484	7341	2223
Volt Nederland	Volt Nederland	146644665960101	Facebook	f18_24	female (18-24)	102	1	886830	355482	4983	801
Edukacja dla Dobrego Klimatu	Wojciech Makowski	798249970192065	Facebook	f18_24	female (18-24)	11	1	826983	325755	3730	823
Alianța 2020 USR PLUS	Alianța 2020 USR PLUS	621574984950400	Facebook	f18_24	female (18-24)	45	1	826043	378657	1140	228
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	f18_24	female (18-24)	51	1	815260	355100	2689	627
Massimiliano Santini	Massimiliano Ghelfi	389585871653842	Facebook	f18_24	female (18-24)	112	1	780458	308553	3253	364
GroenLinks	GroenLinks	175740570505	Facebook	f18_24	female (18-24)	31	1	767693	330767	7029	1861
Partito Democratico	Partito Democratico	77034286895	Facebook	f18_24	female (18-24)	56	1	750786	357456	3315	649
