advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	rw2	Last 2 weeks	CZ	Czechia	11	1	4510990	2155000	25458	9754
Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	rw2	Last 2 weeks	CZ	Czechia	16	1	3262980	1434998	9571	2040
European Commission	European Commission	107898832590939	Facebook	rw2	Last 2 weeks	CZ	Czechia	21	1	2610104	1249872	11452	2286
European Parliament	European Parliament	178362315106	Facebook	rw2	Last 2 weeks	CZ	Czechia	13	1	2601299	1082920	18452	3652
ČSSD	ČSSD	111041662264882	Facebook	rw2	Last 2 weeks	CZ	Czechia	161	1	2443832	842998	25708	5666
Andrej Babiš	ANO	214827221987263	Facebook	rw2	Last 2 weeks	CZ	Czechia	13	1	2365986	1086000	15004	4410
Jaroslav Suchý	Lambert Vojtech	778460319203526	Facebook	rw2	Last 2 weeks	CZ	Czechia	41	1	1254959	546000	6185	1636
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	rw2	Last 2 weeks	CZ	Czechia	88	1	1152911	336999	3944	1057
Svobodní	Svobodní	43855944703	Facebook	rw2	Last 2 weeks	CZ	Czechia	40	1	1087959	244000	5252	1130
Info.cz	Info.cz	1269502056393120	Facebook	rw2	Last 2 weeks	CZ	Czechia	23	1	1070976	249999	4141	956
Zelení - Strana zelených	Zelení - Strana zelených	39371299263	Facebook	rw2	Last 2 weeks	CZ	Czechia	18	1	967982	346000	3527	1169
TOP 09	TOP 09	90002267161	Facebook	rw2	Last 2 weeks	CZ	Czechia	13	1	960987	375000	2101	699
Pavel Poc	Poc Pavel	202974613060409	Facebook	rw2	Last 2 weeks	CZ	Czechia	17	1	960982	311999	2606	532
Veronika Luňáková	ODS - Občanská demokratická strana	311589326158964	Facebook	rw2	Last 2 weeks	CZ	Czechia	9	1	799989	339999	1126	272
Jan Zahradil	ODS - Občanská demokratická strana	400970967000022	Facebook	rw2	Last 2 weeks	CZ	Czechia	24	1	740976	272000	2591	742
ODS - Občanská demokratická strana	ODS - Občanská demokratická strana	30575632699	Facebook	rw2	Last 2 weeks	CZ	Czechia	10	1	669989	259999	1165	396
Nenechme to tak	ATG Principal GROUP	224923858400165	Facebook	rw2	Last 2 weeks	CZ	Czechia	10	1	632989	231999	4558	2086
HLAS	První prezidentská	320144481956623	Facebook	rw2	Last 2 weeks	CZ	Czechia	22	1	615977	226999	807	291
Radka Trylčová do Evropského parlamentu	ODS - Občanská demokratická strana	388570561882834	Facebook	rw2	Last 2 weeks	CZ	Czechia	86	1	589914	140000	2776	633
Evropa společně	Evropa společně	535611970260854	Facebook	rw2	Last 2 weeks	CZ	Czechia	6	1	549994	230000	1359	388
Starostové a nezávislí	Starostové a nezávislí	370583064327	Facebook	rw2	Last 2 weeks	CZ	Czechia	8	1	410992	145000	1791	718
Volime-Hynka-007	ODS - Občanská demokratická strana	339021716804527	Facebook	rw2	Last 2 weeks	CZ	Czechia	12	1	380988	82000	1965	392
Kancelář Evropského parlamentu	Kancelář Evropského parlamentu	278212515809	Facebook	rw2	Last 2 weeks	CZ	Czechia	5	1	355994	160999	800	275
Greenpeace Česká republika	Greenpeace Česká republika	55876739776	Facebook	rw2	Last 2 weeks	CZ	Czechia	3	1	349996	159999	2525	621
Josef Valihrach - kandidát do Evropského parlamentu	Soukromníci  - Strana soukromníků České republiky	1055203891355904	Facebook	rw2	Last 2 weeks	CZ	Czechia	11	1	344988	80999	427	213
