advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	f35_44	female (35-44)	UK	United Kingdom	2219	1	2215355	574227	46923	2521
Best For Britain	Best for Britain	1863944713844924	Facebook	f35_44	female (35-44)	UK	United Kingdom	74	1	2018994	845911	16237	3682
Remain United	Centrum Campaign Ltd	388121018451293	Facebook	f35_44	female (35-44)	UK	United Kingdom	127	1	2001731	857467	19111	4576
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	f35_44	female (35-44)	UK	United Kingdom	59	1	1642465	740493	11512	2585
The Labour Party	The Labour Party	25749647410	Facebook	f35_44	female (35-44)	UK	United Kingdom	187	1	1593522	663365	15477	2689
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	f35_44	female (35-44)	UK	United Kingdom	216	1	1229040	501134	19958	4738
People's Vote UK	People's Vote	748608695327755	Facebook	f35_44	female (35-44)	UK	United Kingdom	53	1	561869	255855	9395	2923
HOPE not hate	HOPE not hate	91897231853	Facebook	f35_44	female (35-44)	UK	United Kingdom	18	1	405500	178544	2629	585
Conservatives	The Conservative Party	8807334278	Facebook	f35_44	female (35-44)	UK	United Kingdom	1259	1	387148	107551	8797	307
Swatch	Swatch	297973083586150	Facebook	f35_44	female (35-44)	UK	United Kingdom	13	1	339959	122036	3454	662
Amnesty International UK	Amnesty International UK	7624294394	Facebook	f35_44	female (35-44)	UK	United Kingdom	416	1	308776	66226	6992	309
QuoteSearch.com	QuoteSearch	2235255886787452	Facebook	f35_44	female (35-44)	UK	United Kingdom	29	1	268496	93942	3434	559
Exit from Brexit	the Liberal Democrats	1600429670027154	Facebook	f35_44	female (35-44)	UK	United Kingdom	26	1	262553	96865	2663	834
School Cuts	National Education Union	871798409656672	Facebook	f35_44	female (35-44)	UK	United Kingdom	32	1	163302	36289	899	38
Greenpeace UK	Greenpeace UK 	9250349228	Facebook	f35_44	female (35-44)	UK	United Kingdom	50	1	151263	38802	609	48
London Green Party	London Green Party	175350485880358	Facebook	f35_44	female (35-44)	UK	United Kingdom	32	1	140554	46021	1324	231
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	f35_44	female (35-44)	UK	United Kingdom	223	1	137266	34730	3687	89
Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	f35_44	female (35-44)	UK	United Kingdom	14	1	130437	55687	1775	443
Labour North	Labour North, Promoted by Fiona Stanton on behalf of Labour North	685018844928882	Facebook	f35_44	female (35-44)	UK	United Kingdom	17	1	122648	34932	2045	765
South West Green Party	The Green Party of England and Wales	244490049076873	Facebook	f35_44	female (35-44)	UK	United Kingdom	29	1	120250	35741	1554	354
Scottish Labour Party	Scottish Labour Party	310039442421596	Facebook	f35_44	female (35-44)	UK	United Kingdom	24	1	117992	35658	1452	437
Labour North West	The Labour Party	61950489543	Facebook	f35_44	female (35-44)	UK	United Kingdom	9	1	113507	50921	909	325
Labour East	The Labour Party	407402162736656	Facebook	f35_44	female (35-44)	UK	United Kingdom	9	1	113095	42823	865	233
Labour South West	The Labour Party	673238736142723	Facebook	f35_44	female (35-44)	UK	United Kingdom	1	1	108126	43250	1250	250
Eastern Region Green Party	Eastern Region Green Party 	1635570190048987	Facebook	f35_44	female (35-44)	UK	United Kingdom	15	1	95435	40985	511	126
Yorkshire and the Humber Labour Party	the Labour party	1608245282744484	Facebook	f35_44	female (35-44)	UK	United Kingdom	5	1	95025	41788	789	309
Welsh Labour	Welsh Labour	159670677391384	Facebook	f35_44	female (35-44)	UK	United Kingdom	9	1	86424	28047	1020	335
West Midlands Labour	The Labour Party	1243222025739706	Facebook	f35_44	female (35-44)	UK	United Kingdom	6	1	86287	31395	588	117
West Midlands Conservatives	West Midlands Conservatives	223025417884693	Facebook	f35_44	female (35-44)	UK	United Kingdom	11	1	80854	31901	289	46
London Labour Party	The Labour Party	474613052643462	Facebook	f35_44	female (35-44)	UK	United Kingdom	19	1	79216	22628	989	282
Social Democratic and Labour Party (SDLP)	Social Democratic and Labour Party (SDLP)	111956985487415	Facebook	f35_44	female (35-44)	UK	United Kingdom	33	1	76935	22712	640	77
