audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	IT	Italy	15605	4648	47308761	17426885	224097	24521
m45_54	male (45-54)	IT	Italy	15435	4508	42219019	14945058	234476	24355
m18_24	male (18-24)	IT	Italy	13574	4159	40506075	15219953	171569	17415
f55_64	female (55-64)	IT	Italy	14687	4348	38844294	14016882	224439	24236
m35_44	male (35-44)	IT	Italy	15798	4622	37316782	13347063	200344	21089
f45_54	female (45-54)	IT	Italy	15916	4589	37242282	13479037	211456	24207
m55_64	male (55-64)	IT	Italy	14261	4281	36447250	12765979	205975	20458
f25_34	female (25-34)	IT	Italy	15927	4703	33138090	12503851	152720	19302
f18_24	female (18-24)	IT	Italy	13839	4210	32151586	12267841	127391	13525
f35_44	female (35-44)	IT	Italy	16235	4686	29154335	10766846	157290	19155
f65_	female (65+)	IT	Italy	12980	3860	27688968	9859873	166217	16995
m65_	male (65+)	IT	Italy	12611	3820	26820121	9299875	158053	15329
f13_17	female (13-17)	IT	Italy	1803	721	3800282	1382890	12342	574
m13_17	male (13-17)	IT	Italy	1819	713	3776291	1374882	15284	669
u35_44	unknown (35-44)	IT	Italy	11204	3567	372456	136097	2089	249
u25_34	unknown (25-34)	IT	Italy	9653	3218	297652	110768	1468	185
u45_54	unknown (45-54)	IT	Italy	10281	3346	237226	85529	1396	164
u55_64	unknown (55-64)	IT	Italy	8097	2767	128218	45611	765	85
u65_	unknown (65+)	IT	Italy	7323	2563	121922	43012	716	80
u18_24	unknown (18-24)	IT	Italy	6111	2211	108900	39626	546	54
u13_17	unknown (13-17)	IT	Italy	876	416	14564	5207	55	2
