advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	18_24	18-24	HR	Croatia	26	1	1626775	677569	5479	1234
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	18_24	18-24	HR	Croatia	58	1	1324194	521892	3112	135
Kialo		729627343834501	Facebook	18_24	18-24	HR	Croatia	272	1	568216	235766	2373	598
European Greens	European Greens	141366725876424	Facebook	18_24	18-24	HR	Croatia	14	1	415667	181045	1321	366
Valter Flego	Valter Flego	441675022557503	Facebook	18_24	18-24	HR	Croatia	30	1	323035	87971	933	104
Građani za Mislava Kolakušića	Kolakusic Mislav	374159272978399	Facebook	18_24	18-24	HR	Croatia	16	1	322016	133820	303	41
pametno.org	pametno.org	144815235686385	Facebook	18_24	18-24	HR	Croatia	21	1	287773	100206	516	23
MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	18_24	18-24	HR	Croatia	39	1	238205	85616	682	65
Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	18_24	18-24	HR	Croatia	19	1	199753	72177	443	49
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	18_24	18-24	HR	Croatia	26	1	185677	63765	538	54
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	18_24	18-24	HR	Croatia	46	1	171157	81302	411	109
GLAS Građansko-liberalni savez	GLAS Građansko-liberalni savez	231052047413325	Facebook	18_24	18-24	HR	Croatia	10	1	165979	55581	219	19
Electrolux Hrvatska		1229501663771543	Facebook	18_24	18-24	HR	Croatia	3	1	161672	80837	115	0
Ivana Nikolić Popović	Nikolić Popović Ivana	160505204050427	Facebook	18_24	18-24	HR	Croatia	15	1	137862	29744	383	0
Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	18_24	18-24	HR	Croatia	66	1	134420	32754	632	15
Greenpeace Hrvatska	Greenpeace Hrvatska	359170097532754	Facebook	18_24	18-24	HR	Croatia	9	1	115806	49296	451	37
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	18_24	18-24	HR	Croatia	14	1	92436	41053	242	26
Ruža Tomašić		1434305366791182	Facebook	18_24	18-24	HR	Croatia	38	1	91673	25117	242	0
Hrvatska narodna stranka - liberalni demokrati (HNS)	Hrvatska narodna stranka - liberalni demokrati (HNS)	139606619434725	Facebook	18_24	18-24	HR	Croatia	14	1	88838	18366	176	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	18_24	18-24	HR	Croatia	53	1	83612	35192	307	62
Dr. sc. Tomislav Sokol	HDZ - Hrvatska demokratska zajednica	136900153422435	Facebook	18_24	18-24	HR	Croatia	7	1	82921	25855	177	13
Saša Poljanec-Borić	Hrvatska socijalno liberalna stranka	1914254365351413	Facebook	18_24	18-24	HR	Croatia	17	1	79331	17053	277	16
Jozo Radoš	Jozo Radoš	446717938731095	Facebook	18_24	18-24	HR	Croatia	15	1	68082	15728	568	85
European Youth Event		919232861444360	Facebook	18_24	18-24	HR	Croatia	7	1	67332	31069	214	50
Europski parlament, Ured za informiranje u Republici Hrvatskoj	Europski parlament, Ured za informiranje u Republici Hrvatskoj	508795765833382	Facebook	18_24	18-24	HR	Croatia	7	1	65180	18692	341	0
