advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	zagreb_county_HR	Zagreb County, Croatia	30	1	222934	104027	689	157
pametno.org	pametno.org	144815235686385	Facebook	zagreb_county_HR	Zagreb County, Croatia	23	1	109255	37517	190	9
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	zagreb_county_HR	Zagreb County, Croatia	57	1	94315	37107	194	10
Sunčana Glavak	HDZ - Hrvatska demokratska zajednica	482597361772021	Facebook	zagreb_county_HR	Zagreb County, Croatia	2	1	50813	10162	89	0
Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	zagreb_county_HR	Zagreb County, Croatia	21	1	44141	15930	97	12
Hrvatska narodna stranka - liberalni demokrati (HNS)	Hrvatska narodna stranka - liberalni demokrati (HNS)	139606619434725	Facebook	zagreb_county_HR	Zagreb County, Croatia	14	1	41747	12710	89	5
Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	zagreb_county_HR	Zagreb County, Croatia	50	1	40337	8717	355	1
MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	zagreb_county_HR	Zagreb County, Croatia	38	1	39400	13553	128	11
Građani za Mislava Kolakušića	Kolakusic Mislav	374159272978399	Facebook	zagreb_county_HR	Zagreb County, Croatia	18	1	38821	14110	72	5
Ruža Tomašić		1434305366791182	Facebook	zagreb_county_HR	Zagreb County, Croatia	37	1	36582	8870	102	0
Kialo		729627343834501	Facebook	zagreb_county_HR	Zagreb County, Croatia	299	1	35610	14957	169	42
Zoran Bahtijarević		2195720960680577	Facebook	zagreb_county_HR	Zagreb County, Croatia	4	1	31548	14699	89	16
European Greens	European Greens	141366725876424	Facebook	zagreb_county_HR	Zagreb County, Croatia	11	1	27475	12073	90	25
Eclectica		1379977375431894	Facebook	zagreb_county_HR	Zagreb County, Croatia	1	1	26156	13078	116	23
Saša Poljanec-Borić	Hrvatska socijalno liberalna stranka	1914254365351413	Facebook	zagreb_county_HR	Zagreb County, Croatia	19	1	21488	5815	70	7
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	zagreb_county_HR	Zagreb County, Croatia	20	1	20506	6410	70	3
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	zagreb_county_HR	Zagreb County, Croatia	45	1	16834	7892	43	11
Stjepan Adanić	HDZ - Hrvatska demokratska zajednica	408695383042330	Facebook	zagreb_county_HR	Zagreb County, Croatia	3	1	14794	2958	28	0
GLAS Građansko-liberalni savez	GLAS Građansko-liberalni savez	231052047413325	Facebook	zagreb_county_HR	Zagreb County, Croatia	1	1	14423	5769	12	2
