advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	u45_54	unknown (45-54)	SI	Slovenia	20	1	1921	844	9	1
Socialni demokrati (SD)	Socialni demokrati (SD)	12676777580	Facebook	u45_54	unknown (45-54)	SI	Slovenia	115	1	1384	365	11	0
Franc Bogovič	Slovenska ljudska stranka (SLS)	288826994603012	Facebook	u45_54	unknown (45-54)	SI	Slovenia	30	1	897	204	2	0
Stranka LMŠ	Stranka LMŠ	1688472281270558	Facebook	u45_54	unknown (45-54)	SI	Slovenia	10	1	758	305	2	0
Tanja Fajon	Socialni demokrati (SD)	73452413740	Facebook	u45_54	unknown (45-54)	SI	Slovenia	18	1	535	136	2	0
Evropski parlament Slovenija	Evropski parlament Slovenija	183314631692914	Facebook	u45_54	unknown (45-54)	SI	Slovenia	18	1	347	75	3	0
Povežimo se	Povežimo se	1212524292238625	Facebook	u45_54	unknown (45-54)	SI	Slovenia	10	1	251	51	1	0
Časopis Slovenec	Slovenska ljudska stranka (SLS)	240130223029252	Facebook	u45_54	unknown (45-54)	SI	Slovenia	6	1	219	47	0	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	u45_54	unknown (45-54)	SI	Slovenia	11	1	204	84	0	0
Milan Zver	SDS - Slovenska demokratska stranka	279397488827904	Facebook	u45_54	unknown (45-54)	SI	Slovenia	6	1	197	41	0	0
SDS - Slovenska demokratska stranka	SDS - Slovenska demokratska stranka	30790585231	Facebook	u45_54	unknown (45-54)	SI	Slovenia	10	1	168	39	0	0
SAB - Stranka Alenke Bratušek	SAB - Stranka Alenke Bratušek	242210245976248	Facebook	u45_54	unknown (45-54)	SI	Slovenia	2	1	159	31	0	0
Janez Janša	SDS - Slovenska demokratska stranka	32585228571	Facebook	u45_54	unknown (45-54)	SI	Slovenia	3	1	156	76	0	0
Patricija Šulin	SDS - Slovenska demokratska stranka	1541413339429015	Facebook	u45_54	unknown (45-54)	SI	Slovenia	7	1	131	46	1	0
Matjaž Nemec	Socialni demokrati (SD)	642148249206716	Facebook	u45_54	unknown (45-54)	SI	Slovenia	5	1	118	27	0	0
Levica	Levica	285304408294792	Facebook	u45_54	unknown (45-54)	SI	Slovenia	10	1	116	23	1	0
Neva Grašič	Socialni demokrati (SD)	2235496013147745	Facebook	u45_54	unknown (45-54)	SI	Slovenia	4	1	81	22	0	0
Igor Šoltes	DeSUS - Demokratična stranka upokojencev Slovenije	1391043027849612	Facebook	u45_54	unknown (45-54)	SI	Slovenia	4	1	79	21	0	0
Urša Zgojznik	Lista Povežimo se	2264632877141356	Facebook	u45_54	unknown (45-54)	SI	Slovenia	5	1	76	24	0	0
DOM - Domovinska liga		571044543390810	Facebook	u45_54	unknown (45-54)	SI	Slovenia	2	1	56	12	0	0
Zeleni Slovenije	Škof Nejc	259753617393616	Facebook	u45_54	unknown (45-54)	SI	Slovenia	1	1	54	10	0	0
Stranka SMC		1510216172561389	Facebook	u45_54	unknown (45-54)	SI	Slovenia	1	1	46	9	0	0
Milan Brglez	Socialni demokrati (SD)	1874547136091318	Facebook	u45_54	unknown (45-54)	SI	Slovenia	6	1	45	14	1	0
European Commission	European Commission	107898832590939	Facebook	u45_54	unknown (45-54)	SI	Slovenia	11	1	39	18	0	0
European Greens	European Greens	141366725876424	Facebook	u45_54	unknown (45-54)	SI	Slovenia	1	1	33	17	0	0
